rank	count	NAME_AUTHORSHIP
260=	17	Carvalho & Gross
260=	17	Cassis
260=	17	Denny
260=	17	Friend
260=	17	Garrard
260=	17	Green
260=	17	Hanley
260=	17	Heller
260=	17	Kerremans
260=	17	Kormilev
260=	17	Nitzsch (in Giebel)
260=	17	Sharp
260=	17	Watson & Perry
275=	16	Clay
275=	16	Crosnier
275=	16	Ehrenberg
275=	16	Fairmaire
275=	16	Friese
275=	16	Harrison
275=	16	Jenkin
275=	16	Leach
275=	16	Looss
275=	16	Lowry & Poore
275=	16	Princis
275=	16	Santschi
275=	16	Silvestri
275=	16	Wood
289=	15	Balss
289=	15	Brøndsted
289=	15	Davie
289=	15	Evans
289=	15	Hynes
289=	15	Latreille
289=	15	May
289=	15	Ortmann
289=	15	Paulian
289=	15	Paxton
289=	15	Pitkin
289=	15	Poléjaeff
289=	15	Scott
289=	15	Slater & Sweet
289=	15	Swainson
289=	15	Temminck
289=	15	Tonnoir
289=	15	Vandel
289=	15	Weber
289=	15	Woodward
309=	14	Adams & White
309=	14	Arrow
309=	14	Bergquist
309=	14	Bergroth
309=	14	Born
309=	14	Butler
309=	14	Castelnau
309=	14	Forster
309=	14	Gabriel
309=	14	Hutchings & Turvey
309=	14	Lucas
309=	14	Moulton
309=	14	Ponder & Yoo
309=	14	Poore & Bardsley
309=	14	Rainbow
309=	14	Schmarda
309=	14	Schmidt
309=	14	Schulze
309=	14	Tyler, Davies & Martin
309=	14	White & Thomas
309=	14	Zabka
309=	14	Zimmer
309=	14	van de Poll
332=	13	Barnard
332=	13	Fraser
332=	13	Griffin & Tranter
332=	13	Hartman
332=	13	Hewitson
332=	13	Hogg
332=	13	Hood
332=	13	Hutchings & Peart
332=	13	King
332=	13	Koltun
332=	13	Larson
332=	13	Mackerras & Mackerras
332=	13	Maskell
332=	13	McIntosh
332=	13	McLellan
332=	13	Menke
332=	13	Montrouzier
332=	13	Pallas
332=	13	Regan
332=	13	Richards
332=	13	Storr
332=	13	Temminck & Schlegel
332=	13	Tendeiro
332=	13	Tuxen
356=	12	Baba
356=	12	Bell
356=	12	Bennett
356=	12	Borsato
356=	12	Dyne
356=	12	Evans & Matthews
356=	12	Guenée
356=	12	Handlirsch
356=	12	Hoch & Howarth
356=	12	Houart
356=	12	Hutton
356=	12	Illies
356=	12	Kinberg
356=	12	Kuiter
356=	12	Maynard
356=	12	Moulds
356=	12	Müller & Henle
356=	12	NULL
356=	12	Olivier
356=	12	Reuter
356=	12	Roth & Princis
356=	12	Schreibers
356=	12	Sheard
356=	12	Simon
356=	12	Slater
356=	12	Steindachner
356=	12	Wygodzinsky
383=	11	Adams
383=	11	Avdeev
383=	11	Baylis
383=	11	Blanchard
383=	11	Calman
383=	11	Chace
383=	11	Dall
383=	11	Ehlers
383=	11	Gordon
383=	11	Gude
383=	11	Hacker
383=	11	Haeckel
383=	11	Hedley & May
383=	11	Hughes & Lowry
383=	11	Kohl
383=	11	Krefft
383=	11	Kubo
383=	11	Meade-Waldo
383=	11	Moosa
383=	11	New
383=	11	Paul'son
383=	11	Preston
383=	11	Ramsay
383=	11	Shea & Griffiths
383=	11	Smithers & Thornton
383=	11	Theischinger & Watson
409=	10	Ashton
409=	10	Beveridge & Durette-Desset
409=	10	Blake & Kudenov
409=	10	Chilton
409=	10	Day
409=	10	De Vis
409=	10	Drake
409=	10	Forskål
409=	10	Gosse
409=	10	Horst
409=	10	Iwamoto & Williams
409=	10	Kaup
409=	10	Last
409=	10	Macpherson
409=	10	McCoy
409=	10	Morse & Neboiss
409=	10	Ninomiya
409=	10	Perry
409=	10	Ponder, Hershler & Jenkins
409=	10	Racek & Dall
409=	10	Rambur
409=	10	Roger
409=	10	Sayce
409=	10	Schellenberg
409=	10	Schmidt & Thornton
409=	10	Schrank
409=	10	Scopoli
409=	10	Storey & Weir
409=	10	Tanaka
409=	10	Werner
409=	10	Wood-Mason
440=	9	Adams & Reeve
440=	9	Alcock & Anderson
440=	9	Beier
440=	9	Bomans
440=	9	Candèze
440=	9	Carpenter
440=	9	Colless
440=	9	Crosse
440=	9	Dallas
440=	9	E. André
440=	9	Fromont
440=	9	Gomon
440=	9	Hacker & Cockerell
440=	9	Hagen
440=	9	Hutchins
440=	9	Jacobi
440=	9	Karny
440=	9	Karsch
440=	9	Kensley, Tranter & Griffin
440=	9	Lesson
440=	9	Linder
440=	9	Lubbock
440=	9	Melvill & Standen
440=	9	Menzies
440=	9	Norman
440=	9	Petrovitz
440=	9	Scheller
440=	9	Schultz
440=	9	Scudder
440=	9	Signoret
440=	9	T.P. Lucas
440=	9	Tenison Woods
440=	9	Tullberg
440=	9	Walker, Rugg & Rose
440=	9	van der Vecht
475=	8	Adams & Angas
475=	8	Annandale
475=	8	Ashby
475=	8	Audouin
475=	8	Bolton
475=	8	Bonnaterre
475=	8	C. & R. Felder
475=	8	Clark & Greenslade
475=	8	Common
475=	8	Cookson
475=	8	Duméril & Bibron
475=	8	E.A. Smith
475=	8	Emeljanov
475=	8	Emerson & Price
475=	8	Forest
475=	8	Férussac
475=	8	Gay & Watson
475=	8	Germar
475=	8	Griffin
475=	8	H.W. Parker
475=	8	Haig
475=	8	Hull
475=	8	Jansen
475=	8	Johanson
475=	8	Jones
475=	8	Jordan
475=	8	Kellogg
475=	8	Kolesik
475=	8	Kuhl
475=	8	Kuroda
475=	8	Laporte & Gory
475=	8	Laurie
475=	8	Le Guillou
475=	8	Ledoyer
475=	8	Lee
475=	8	Lieftinck
475=	8	Lis
475=	8	Michaelsen
475=	8	Morgan & Forest
475=	8	Mound & Morris
475=	8	Olliff
475=	8	Price
475=	8	Schulze & Kirkpatrick
475=	8	Smith & Radcliffe
475=	8	Spratt & Varughese
475=	8	Stephenson
475=	8	Stoddart & Lowry
475=	8	Straughan
475=	8	Timms
475=	8	Waterhouse & Lyell
475=	8	Watson & Theischinger
475=	8	Zweifel
527=	7	Allen
527=	7	Andersen
527=	7	Baird
527=	7	Benham
527=	7	Berents
527=	7	Brooks
527=	7	C. Felder
527=	7	Cernohorsky
527=	7	Dillwyn
527=	7	Durette-Desset & Cassone
527=	7	Dyne & Jamieson
527=	7	Esper
527=	7	Fauvel
527=	7	Fol
527=	7	Forbes
527=	7	Freeman
527=	7	Fricke
527=	7	Fujino & Miyake
527=	7	Fulton
527=	7	G.S. Taylor
527=	7	Gaskoin
527=	7	Giglio-Tos
527=	7	Guerra-García
527=	7	Guiler
527=	7	Harring & Myers
527=	7	Harris & Robertson
527=	7	Hedley & Hull
527=	7	Herre
527=	7	Hess
527=	7	Holland
527=	7	Hutchings & Reid
527=	7	Hutchings, Capa & Peart
527=	7	Iredale & Hull
527=	7	Keferstein
527=	7	Kiener
527=	7	Klug
527=	7	Kner
527=	7	Kuwert
527=	7	Kéler
527=	7	Le Souëf & Bullen
527=	7	Lohmann
527=	7	Lomholdt
527=	7	Mardon & Dunnet
527=	7	Myers & LeCroy
527=	7	Newman
527=	7	Nitzsch
527=	7	Price & Beer
527=	7	Price & Emerson
527=	7	Racek
527=	7	Raybaudi
527=	7	Schepman
527=	7	Schioedte & Meinert
527=	7	Schlegel
527=	7	Serène
527=	7	Smith-Vaniz
527=	7	Spencer
527=	7	Strand
527=	7	Sykes
527=	7	Taschenberg
527=	7	Tokioka
527=	7	Tsuneki
527=	7	Ulmer
527=	7	W.S. Macleay
527=	7	Williams
527=	7	de Saint Laurent
527=	7	van der Goot
593=	6	Andersson
593=	6	Bacescu
593=	6	Bail & Limpus
593=	6	Beddard
593=	6	Bellamy
593=	6	Bouvier
593=	6	Brimblecombe
593=	6	Bruce & Coombes
593=	6	Börner
593=	6	Cate
593=	6	Collett
593=	6	Debenham
593=	6	Desmarest
593=	6	Deyrolle
593=	6	E.A.Smith
593=	6	Emerson
593=	6	Eschscholtz
593=	6	Frauenfeld
593=	6	Gagné
593=	6	Galil
593=	6	Gama
593=	6	Gatliff & Gabriel
593=	6	Geddes
593=	6	Gibbs
593=	6	Giles
593=	6	Habe
593=	6	Hampson
593=	6	Harmer
593=	6	Hartmeyer
593=	6	Hedley & Petterd
593=	6	Hoare
593=	6	Hooper, Cook, Hobbs & Kennedy
593=	6	Horner
593=	6	Horváth
593=	6	Hutchings & McRae
593=	6	Johnston
593=	6	Jordan & Rothschild
593=	6	Jordan & Seale
593=	6	K.H. Barnard
593=	6	Keller
593=	6	Kieschnick
593=	6	King & Hoogstraal
593=	6	Klockenhoff
593=	6	Knight-Jones
593=	6	Lansbury
593=	6	Last & Gomon
593=	6	Last, White & Pogonoski
593=	6	Le Souëf
593=	6	Lemaitre
593=	6	Lewin
593=	6	Lindgren
593=	6	Lowe
593=	6	Lowne
593=	6	Macquart
593=	6	Martens
593=	6	Mayer
593=	6	McMichael
593=	6	Miskin
593=	6	Motschulsky
593=	6	Oke
593=	6	Owen
593=	6	Plötz
593=	6	Pocock
593=	6	Poore & Griffin
593=	6	Poppe
593=	6	Poppius
593=	6	Potts
593=	6	Prashad
593=	6	Péron
593=	6	Quatrefages
593=	6	Ramsay & Ogilby
593=	6	Richer de Forges
593=	6	Rudolphi
593=	6	Say
593=	6	Schulthess-Rechberg
593=	6	Serejo & Lowry
593=	6	Shaw & Nodder
593=	6	Smit
593=	6	Stebnicka & Howden
593=	6	Sunberg & Gibson
593=	6	Takahashi
593=	6	Tattersall
593=	6	Thorell
593=	6	Thunberg
593=	6	Vaillant
593=	6	von Martens
679=	5	Allard
679=	5	Bacescu & Udrescu
679=	5	Bamber
679=	5	Bavay
679=	5	Bergquist & Kelly-Borges
679=	5	Berry
679=	5	Bhatti
679=	5	Bouché
679=	5	Bourdon
679=	5	Brailovsky
679=	5	Breddin
679=	5	Britton
679=	5	Cambridge
679=	5	Cameron
679=	5	Campbell
679=	5	Carvalho
679=	5	Cassone & Baccam
679=	5	Chevreux
679=	5	China
679=	5	Claparède
679=	5	Cleva
679=	5	Coleman & Lowry
679=	5	Conrad
679=	5	Crane
679=	5	Davies
679=	5	Dean
679=	5	Donisthorpe
679=	5	Dufour
679=	5	Duméril, Bibron & Duméril
679=	5	Filhol
679=	5	Fischer
679=	5	Fourmanoir
679=	5	Fry
679=	5	Geoffroy
679=	5	Gilbert
679=	5	Greenslade & Najt
679=	5	Griffith & Pidgeon
679=	5	Grygier
679=	5	Guimarães
679=	5	Haliday
679=	5	Hanitsch
679=	5	Hansen & Richardson
679=	5	Hilgendorf
679=	5	Ihle
679=	5	Jacquemart
679=	5	Jacquinot
679=	5	Karmovskaya & Paxton
679=	5	Kerr
679=	5	Keyserling
679=	5	Klunzinger
679=	5	Lamprell & Whitehead
679=	5	Lanchester
679=	5	Last & White
679=	5	Leicester
679=	5	Lillemets & Wilson
679=	5	Link
679=	5	Loveridge
679=	5	Lowry
679=	5	Lowry & Hughes
679=	5	M. Rothschild
679=	5	Marenzeller
679=	5	Matsumura
679=	5	McLachlan
679=	5	McLaughlin
679=	5	Montagu
679=	5	Montandon
679=	5	Mound & Minaei
679=	5	Mound & Moritz
679=	5	Nicholas
679=	5	North
679=	5	Ohaus
679=	5	Pfeffer
679=	5	Polhemus & Polhemus
679=	5	Powell
679=	5	Redtenbacher
679=	5	Risso
679=	5	San Martín, Hutchings & Aguado
679=	5	Savigny
679=	5	Schilder
679=	5	Schilder & Schilder
679=	5	Schneider
679=	5	Schulz
679=	5	Schäffer
679=	5	Schürhoff
679=	5	Shuckard
679=	5	St Clair
679=	5	Stephenson & Rees
679=	5	Tarmann
679=	5	Tate & May
679=	5	Taylor & Poore
679=	5	Theischinger & O'Farrell
679=	5	Thomas & Barnard
679=	5	Thompson
679=	5	Torr
679=	5	Troughton
679=	5	Vigors & Horsfield
679=	5	Wallace
679=	5	Waterston
679=	5	Watts
679=	5	Yorke & Maplestone
679=	5	Zeller
780=	4	Allsopp
780=	4	Anderson
780=	4	Archer
780=	4	Axelson
780=	4	Azman
780=	4	Baylis & Daubney
780=	4	Bedford
780=	4	Bednall
780=	4	Bernardi
780=	4	Boheman
780=	4	Bousfield
780=	4	Brug
780=	4	Bruguiere
780=	4	Bruguiére
780=	4	Cassis & Silveira
780=	4	Caullery & Mesnil
780=	4	Chan & Yu
780=	4	Chopra
780=	4	Claus
780=	4	Colbo
780=	4	Coleman
780=	4	Common & Horak
780=	4	Compagno & Stevens
780=	4	Cotton & Ludbrook
780=	4	Cramer
780=	4	Cranston & Hare
780=	4	Curletti
780=	4	Darragh
780=	4	Davey & Wood
780=	4	Davidson
780=	4	Davie & Short
780=	4	Davies, McDonald & Corben
780=	4	Dawson
780=	4	Dell
780=	4	Dobson
780=	4	Dohrn
780=	4	Duméril
780=	4	Eichler
780=	4	Endrödi
780=	4	Fearn-Wannan
780=	4	Fenton
780=	4	Fitch
780=	4	Fraser-Brunner
780=	4	Förster
780=	4	Garman
780=	4	Gilchrist
780=	4	Goding & Froggatt
780=	4	Goeze
780=	4	Gory
780=	4	Grant
780=	4	Gravier
780=	4	Guinot & Richer de Forges
780=	4	Guérin
780=	4	H. Adams & Angas
780=	4	Hardy & Gullan
780=	4	Hector
780=	4	Hendrich & Watts
780=	4	Herrich-Schäffer
780=	4	Hoch
780=	4	Holdich & Harrison
780=	4	Holdich, Harrison & Bruce
780=	4	Holten
780=	4	Hombron & Jacquinot
780=	4	Hooper & Lévi
780=	4	Houttuyn
780=	4	Hughes
780=	4	Hutchins & Morrison
780=	4	Inglis
780=	4	J.C. Fabricius
780=	4	J.L Barnard & Drummond
780=	4	Jousseaume
780=	4	Kaltenbach
780=	4	Kamohara
780=	4	Kilgallen
780=	4	Kitchener, Stoddart & Henry
780=	4	Klausewitz
780=	4	Knox & Cameron
780=	4	Koch
780=	4	Koehler
780=	4	Komai
780=	4	Koste
780=	4	Koste & Shiel
780=	4	Kraatz
780=	4	Krapp-Schickel
780=	4	Krøyer
780=	4	Küster
780=	4	Lansberge
780=	4	Last & Gledhill
780=	4	Last, Burgess & Séret
780=	4	Last, Mallick & Yearsley
780=	4	Lear
780=	4	Legrand
780=	4	Lesueur
780=	4	Leuckart
780=	4	Lowry & Berents
780=	4	Lütken
780=	4	Mari Mutt & Greenslade
780=	4	McCulloch & Waite
780=	4	Melvill
780=	4	Meyer
780=	4	Meyrick & Lower
780=	4	Miller, Ponder & Clark
780=	4	Mitchell
780=	4	Monro
780=	4	Moulds & Cassis
780=	4	Murano
780=	4	Murina
780=	4	O'Loughlin & O'Hara
780=	4	Okuno
780=	4	Parin
780=	4	Parr
780=	4	Pease
780=	4	Polunin & Lubbock
780=	4	Ponder, Colgan, Clark, Miller & Terzis
780=	4	Priesner
780=	4	Railliet
780=	4	Rainer & Kaly
780=	4	Randall & Allen
780=	4	Randall & Hoese
780=	4	Ransom
780=	4	Ross
780=	4	Rouse
780=	4	Russell
780=	4	Salmon
780=	4	Salvadori
780=	4	Sands
780=	4	Satchell
780=	4	Schmitt
780=	4	Schodde
780=	4	Semper
780=	4	Shea, Couper, Worthington Wilmer & Amey
780=	4	Slater & Woodward
780=	4	Smee
780=	4	Spengler
780=	4	Stephensen
780=	4	Stewart & Nicholas
780=	4	Stutchbury
780=	4	Swinhoe
780=	4	Séret & Last
780=	4	Templeton
780=	4	Thornton & New
780=	4	Torr & Ashby
780=	4	Tschudi
780=	4	Tuthill
780=	4	Tyler
780=	4	Vader & Myers
780=	4	Vidal
780=	4	Weaver & Smales
780=	4	White, Last & Stevens
780=	4	Willey
780=	4	Yaldwyn
780=	4	Yeates & Lambkin
780=	4	Yokoya
780=	4	Zehntner
934=	3	Ahl
934=	3	Allsopp & Carne
934=	3	Ancey
934=	3	Apstein
934=	3	Audouin & Milne Edwards
934=	3	Bacchus
934=	3	Bacescu & Bruce
934=	3	Banner
934=	3	Barker & Bellamy
934=	3	Bartsch
934=	3	Benson
934=	3	Beveridge & Barker
934=	3	Bianchi
934=	3	Bingham
934=	3	Bonaparte
934=	3	Boucomont
934=	3	Bourdon & Bruce
934=	3	Boyer de Fonscolombe
934=	3	Broderip
934=	3	Bryce
934=	3	Buckton
934=	3	Bush
934=	3	Bürger
934=	3	C.L. Koch
934=	3	Cassis & Wall
934=	3	Cassis, Schwartz & Moulds
934=	3	Chia & Ng
934=	3	Cobbold
934=	3	Collins
934=	3	Colman
934=	3	Compagno, Stevens & Last
934=	3	Costa
934=	3	Crawford
934=	3	Crosse & Fischer
934=	3	Dalman
934=	3	Delle Chiaje
934=	3	Dendy & Frederick
934=	3	Didier
934=	3	Didier, Last & White
934=	3	Dijkstra
934=	3	Dijkstra & Marshall
934=	3	Dobie
934=	3	Doti & Wilson
934=	3	Draparnaud
934=	3	Dujardin
934=	3	Durette-Desset & Beveridge
934=	3	Döderlein
934=	3	E. A. Smith
934=	3	Edmonds
934=	3	Edmondson
934=	3	Erdmann & Manning
934=	3	Felt
934=	3	Ferris & Klyver
934=	3	Fieber
934=	3	Fletcher
934=	3	Foxon
934=	3	Fruhstorfer
934=	3	Fukuda
934=	3	Gahan
934=	3	Gervais
934=	3	Gestro
934=	3	Gill
934=	3	Gillet
934=	3	Goode & Bean
934=	3	Gory & Percheron
934=	3	Grant & McCulloch
934=	3	Guichenot
934=	3	H. Adams
934=	3	Hamilton
934=	3	Hanamura
934=	3	Handschin
934=	3	Hanley & Burke
934=	3	Hardy
934=	3	Harring
934=	3	Hartmann-Schröder & Parker
934=	3	Hauer
934=	3	Hayashi
934=	3	Healy & Lamprell
934=	3	Hervier
934=	3	Hoese & Larson
934=	3	Holt & Tattersall
934=	3	Hooper & Bergquist
934=	3	Horwitz
934=	3	Houbrick
934=	3	Hubrecht
934=	3	Humphery-Smith
934=	3	Humphery-Smith & Durette-Desset
934=	3	Hutchings & Rainer
934=	3	Ijima
934=	3	Ikeda
934=	3	Imajima
934=	3	Jan
934=	3	Johnston & Tiegs
934=	3	Kathirithamby
934=	3	Kellogg & Chapman
934=	3	Kieffer
934=	3	Kinahan
934=	3	Kishinouye
934=	3	Kitchener
934=	3	Kobyliansky
934=	3	Koefoed
934=	3	Kolesik & Veenstra-Quah
934=	3	Korniushin
934=	3	Kotlan
934=	3	Krausbauer
934=	3	Krauss
934=	3	Kung
934=	3	La Greca
934=	3	Lamprell
934=	3	Langerhans
934=	3	Last & Séret
934=	3	Last, Gomon & Gledhill
934=	3	Last, Séret & White
934=	3	Last, White & Stevens
934=	3	LeCroy
934=	3	Leidy
934=	3	Lewinsohn
934=	3	Lewis & Dyce
934=	3	Liem
934=	3	Linstow
934=	3	Lister
934=	3	Lubbock & Polunin
934=	3	Lucas & Davie
934=	3	Ludlow
934=	3	M.A. Smith
934=	3	Mabille
934=	3	Macfie
934=	3	Marsh
934=	3	Marullo
934=	3	Maul
934=	3	McEachran & Last
934=	3	McLauchlan
934=	3	McNeill
934=	3	Metcalf
934=	3	Milledge
934=	3	Milne Edwards
934=	3	Moellendorff
934=	3	Montgomery
934=	3	Motomura
934=	3	Motomura, Last & Yearsley
934=	3	Mound & Crespi
934=	3	Mound & Marullo
934=	3	Mound & Masumoto
934=	3	Mousson
934=	3	Møller & Schwarzhans
934=	3	Naiyanetr
934=	3	Naumann
934=	3	Nemeth
934=	3	Neumann
934=	3	Ngoc-Ho
934=	3	Nicolet
934=	3	O. Fabricius
934=	3	Oliver
934=	3	Passerini
934=	3	Percheron
934=	3	Pereyra & Mound
934=	3	Phillipps
934=	3	Pillai
934=	3	Pillai & ten Hove
934=	3	Polhemus
934=	3	Ponder, Colgan, Terzis, Clark & Miller
934=	3	Pritchard & Gatliff
934=	3	Pulawski
934=	3	Rainer & Hutchings
934=	3	Reiche
934=	3	Reid, Tait, Briscoe & Rowell
934=	3	Rigout
934=	3	Rimes
934=	3	Roberts
934=	3	Rémy
934=	3	Röber
934=	3	Röckel & Korn
934=	3	Rübsaamen
934=	3	Saville-Kent
934=	3	Sazonov
934=	3	Schuh
934=	3	Schwarz
934=	3	Shiino
934=	3	Short
934=	3	Sivaprakasam
934=	3	Sloane
934=	3	Stach
934=	3	Stoll
934=	3	Storey & Monteith
934=	3	Tandan
934=	3	Tatarnic & Cassis
934=	3	Taylor & Collins
934=	3	Teng
934=	3	Tillier & Ponder
934=	3	Timms & Geddes
934=	3	Traub & Dunnet
934=	3	Uchida
934=	3	Vine
934=	3	Watson, Lowry & Steinberg
934=	3	White & Last
934=	3	Wiedemann
934=	3	Willem
934=	3	Wirth & Lee
934=	3	Wood-Mason & Alcock
934=	3	Wood-Mason <I>in</I> Wood-Mason & Alcock
934=	3	Wooster
934=	3	Yamaguti
934=	3	Yearsley & Last
934=	3	Yerman & Coleman
934=	3	Zarenkov
934=	3	Zeder
1140=	2	A. Adams & Angas
1140=	2	A. Adams & Reeve
1140=	2	A. Adams in H. & A. Adams
1140=	2	Abbott
1140=	2	Abe
1140=	2	Adam
1140=	2	Alfken
1140=	2	Ashlock
1140=	2	Averincev
1140=	2	Avery, Ramey & Wilson
1140=	2	Badonnel
1140=	2	Bainbridge
1140=	2	Barraud
1140=	2	Bartlett
1140=	2	Beebe
1140=	2	Berge
1140=	2	Berge & Vader
1140=	2	Bergmans
1140=	2	Bergquist, Ayling & Wilkinson
1140=	2	Berlese
1140=	2	Beveridge & Mawson
1140=	2	Bianconi
1140=	2	Blackwall
1140=	2	Blagoveshtchensky
1140=	2	Blumstein
1140=	2	Bocage & Capello
1140=	2	Boileau
1140=	2	Boissevain
1140=	2	Bonelli
1140=	2	Bosc
1140=	2	Boury-Esnault & van Beveren
1140=	2	Bowley
1140=	2	Brinton
1140=	2	Brock & Hasenpusch
1140=	2	Broussonet
1140=	2	Bruce & Svoboda
1140=	2	Brullé
1140=	2	Brundin
1140=	2	Burkenroad
1140=	2	Burukovsky
1140=	2	Busch
1140=	2	Böggemann & Fiege
1140=	2	Campbell & Moore
1140=	2	Carver
1140=	2	Cassis & Moulds
1140=	2	Cassone, Durette-Desset & Presidente
1140=	2	Castle
1140=	2	Castro
1140=	2	Chan & Crosnier
1140=	2	Chandler
1140=	2	Chenu
1140=	2	Chevrolat
1140=	2	Choy & Marshall
1140=	2	Chun
1140=	2	Clarke
1140=	2	Cobb
1140=	2	Cochran
1140=	2	Cohen
1140=	2	Cook
1140=	2	Copland
1140=	2	Couchman
1140=	2	Coughran
