rank	count	NAME_AUTHORSHIP
1541=	1	LaPolla & Miller
1541=	1	Lachner
1541=	1	Lamb
1541=	1	Lambkin
1541=	1	Lamprell, Stanisic & Clarkson
1541=	1	Lamy
1541=	1	Lan
1541=	1	Lang
1541=	1	Lankester
1541=	1	Larivière & Froeschner
1541=	1	Last & Edgar
1541=	1	Last & McEachran
1541=	1	Last & Stehmann
1541=	1	Last & Yearsley
1541=	1	Last, Balushkin & Hutchins
1541=	1	Last, Chidlow & Compagno
1541=	1	Last, Edmunds & Yearsley
1541=	1	Last, Gledhill & Holmes
1541=	1	Last, Manjaji-Matsumoto & Pogonoski
1541=	1	Last, Marshall & White
1541=	1	Last, Motomura & White
1541=	1	Last, Stehmann & Séret
1541=	1	Last, White & Motomura
1541=	1	Latreille in Milbert
1541=	1	Lauterborn
1541=	1	Laval
1541=	1	Laveran
1541=	1	Lay & Bennett
1541=	1	Le Renard & Bouchet
1541=	1	LeRoux
1541=	1	Lee & Arango
1541=	1	Lee & Thornton
1541=	1	Leene
1541=	1	Lehtinen
1541=	1	Leijs, Bloechl & Koenemann
1541=	1	Leiper
1541=	1	Lenz
1541=	1	Lepeletier
1541=	1	Lessona
1541=	1	Lessona & Pollonera
1541=	1	Levitt-Gregg
1541=	1	Leydig
1541=	1	Light
1541=	1	Lin, Kensley & Chan
1541=	1	Lincoln & Hurley
1541=	1	Lindemann
1541=	1	Linnaeus in Hasselquist
1541=	1	Linneaus
1541=	1	Linstow in Schnyder
1541=	1	Lis, B.
1541=	1	Lischke
1541=	1	Littlejohn & Martin
1541=	1	Liu & Zhao
1541=	1	Liu & Zhong
1541=	1	Liu, Chen & Greenslade
1541=	1	Lloris & Rucabado
1541=	1	Loennberg
1541=	1	Lohrmann
1541=	1	Lomakina
1541=	1	Longman
1541=	1	Lopez & Chiang
1541=	1	Lorenz
1541=	1	Lorenz & Morrison
1541=	1	Lowery
1541=	1	Lowry & Azman
1541=	1	Lowry & Barnard
1541=	1	Lowry & Fenwick
1541=	1	Lubbock & Randall
1541=	1	Lubimov
1541=	1	Lucas & Frost
1541=	1	Ludbrook
1541=	1	Lumholtz
1541=	1	Lund
1541=	1	Lundahl
1541=	1	Lundblad
1541=	1	Lundhal
1541=	1	Lyman
1541=	1	Lyne & Mort
1541=	1	Lévi
1541=	1	Lönnberg & Andersson
1541=	1	M'Intosh
1541=	1	MaLachlan
1541=	1	Maa
1541=	1	MacGillivray
1541=	1	Macdonald
1541=	1	Macgillivray
1541=	1	Machida & Shiogaki
1541=	1	Mackie
1541=	1	Main & Mascord
1541=	1	Makarov
1541=	1	Makiyama
1541=	1	Malipatil & Chérot
1541=	1	Malipatil & Monteith
1541=	1	Malloch
1541=	1	Malm
1541=	1	Malmgren
1541=	1	Maltzan
1541=	1	Manjaji-Matsumoto & Last
1541=	1	Manning & Holthuis
1541=	1	Marchal
1541=	1	Mardon & Allison
1541=	1	Margolis
1541=	1	Marie
1541=	1	Markham
1541=	1	Markle
1541=	1	Markle & Krefft
1541=	1	Marks & Hodgkin
1541=	1	Marsden & Fenwick
1541=	1	Martens, Halse & Schön
1541=	1	Martin, Tyler & Davies
1541=	1	Martin, Watson, Gartside, Littlejohn & Loftus-Hills
1541=	1	Martynov
1541=	1	Maryan, Aplin & Adams
1541=	1	Mason
1541=	1	Mason & Schodde
1541=	1	Massy
1541=	1	Masumoto & Okajima
1541=	1	Mathew
1541=	1	Matile
1541=	1	Matschie
1541=	1	Matsubara
1541=	1	Matsubara & Amaoka
1541=	1	Matsubara & Iwai
1541=	1	Matsubara & Yamaguchi
1541=	1	Matsumoto & Gowlett-Holmes
1541=	1	Matsuura & Yoshino
1541=	1	Mawe
1541=	1	Mayo & Atkins
1541=	1	McClelland
1541=	1	McCorquodale & Naumann
1541=	1	McCosker
1541=	1	McCulloch & McNeill
1541=	1	McCulloch & Ogilby
1541=	1	McDonald
1541=	1	McDowell
1541=	1	McEachran & Fechhelm
1541=	1	McKean
1541=	1	McKean & Friend
1541=	1	McKenzie & Archer
1541=	1	McKeown
1541=	1	McLaughlin & Brock
1541=	1	McLaughlin & Forest
1541=	1	McLaughlin & Lemaitre
1541=	1	McLeay
1541=	1	McMillan & Paulin
1541=	1	McQuillan
1541=	1	Mead
1541=	1	Mecke, Doughty & Donnellan
1541=	1	Mees
1541=	1	Mehlis
1541=	1	Mehlis <em>in</em> Creplin
1541=	1	Melivill & Standen
1541=	1	Menke in Philippi
1541=	1	Mercovich
1541=	1	Merejkowsky
1541=	1	Merrem
1541=	1	Mertens
1541=	1	Mesnil
1541=	1	Metivier
1541=	1	Mey
1541=	1	Meyen
1541=	1	Michel & Manning
1541=	1	Miklucho-Maclay
1541=	1	Miller & Edwards
1541=	1	Milligan
1541=	1	Mills
1541=	1	Milne
1541=	1	Milne-Edwards
1541=	1	Milner
1541=	1	Miquel
1541=	1	Mitsukuri
1541=	1	Miyatake
1541=	1	Miyosi
1541=	1	Mochizuki & Hayashi
1541=	1	Mocsáry
1541=	1	Mohlmann & Randall
1541=	1	Monnig
1541=	1	Monniot & Monniot
1541=	1	Monod
1541=	1	Monroe
1541=	1	Montague
1541=	1	Montfort
1541=	1	Montrouzier in Fischer
1541=	1	Moolenbeek & Richard
1541=	1	Morgans
1541=	1	Morison
1541=	1	Morris, Mound & Schwarz
1541=	1	Morrison
1541=	1	Moser
1541=	1	Moteki, Fujita & Last
1541=	1	Motomura, Last & Gomon
1541=	1	Motshculsky
1541=	1	Mound & Masumota
1541=	1	Mound & Terry
1541=	1	Mound & Walker
1541=	1	Mound & Wang
1541=	1	Mound & Williams
1541=	1	Mound, Crespi & Kranz
1541=	1	Mound, Crespi & Tucker
1541=	1	Muchhala & Munro
1541=	1	Muhlenhardt-Siegel
1541=	1	Muller
1541=	1	Munro
1541=	1	Murray
1541=	1	Möbius
1541=	1	Mühlhäusser
1541=	1	Müller, J. & Henle
1541=	1	Najt & Massoud
1541=	1	Nakabo, Bray & Yamada
1541=	1	Nakamura
1541=	1	Nakamura & Fujii
1541=	1	Nakaya
1541=	1	Nataraj
1541=	1	Naumann <I>in </I>Naumann & Scheller
1541=	1	Navás
1541=	1	Neal
1541=	1	Neervoort van de Poll
1541=	1	Nelson
1541=	1	Nelson & Yeates
1541=	1	Nevill
1541=	1	Nevill & Nevill
1541=	1	Ngoc-Ho & Yaldwyn
1541=	1	Nicholas & Stewart
1541=	1	Nicholls & Milner
1541=	1	Nieden
1541=	1	Nielsen & Christensen
1541=	1	Nielsen & Larsen
1541=	1	Nielsen & Schwarzhans
1541=	1	Nierstrasz & Brender à Brandis
1541=	1	Nieser
1541=	1	Nikolajev
1541=	1	Niwa
1541=	1	Normand
1541=	1	Nylander
1541=	1	O.F. Müller
1541=	1	O.P-Cambridge
1541=	1	Oakwood & Spratt
1541=	1	Obenberger
1541=	1	Ochiai & Nakamura
1541=	1	Ockelmann
1541=	1	Odinetz
1541=	1	Oestlund
1541=	1	Okajima
1541=	1	Olesen & Timms
1541=	1	Oostingh
1541=	1	Orbigny
1541=	1	Osbeck
1541=	1	Osborn, Forteath & Stanisic
1541=	1	Otte & Brock
1541=	1	Oyama
1541=	1	Packard
1541=	1	Pagenstecher
1541=	1	Palma
1541=	1	Palma & Klockenhoff
1541=	1	Palma & Pilgrim
1541=	1	Palmer
1541=	1	Palmer & Mound
1541=	1	Paramonov
1541=	1	Parin & Astakhov
1541=	1	Park
1541=	1	Parrott
1541=	1	Parry
1541=	1	Parth
1541=	1	Paschalidis
1541=	1	Pascoe
1541=	1	Peale
1541=	1	Pearson
1541=	1	Pecotich
1541=	1	Peile
1541=	1	Pelseneer
1541=	1	Penrith
1541=	1	Pessôa & Guimarães
1541=	1	Peters & Doria
1541=	1	Peterson
1541=	1	Petit
1541=	1	Petuch
1541=	1	Pfitzner
1541=	1	Philipsson
1541=	1	Philipsson in Retzius
1541=	1	Phillipi
1541=	1	Pietsch & Kuiter
1541=	1	Pietschmann
1541=	1	Pixell
1541=	1	Place
1541=	1	Plate
1541=	1	Playfair
1541=	1	Plugfelder
1541=	1	Poiret
1541=	1	Pokryszko
1541=	1	Polhemus & Cheng
1541=	1	Polhemus & Karunaratne
1541=	1	Polhemus & Lansbury
1541=	1	Ponder & Avern
1541=	1	Ponder & Keyzer
1541=	1	Ponder & Waterhouse
1541=	1	Ponder & Wilson
1541=	1	Ponder, Clark & Miller
1541=	1	Ponsonby
1541=	1	Poore & Andreakis
1541=	1	Poore & Grifin
1541=	1	Poore & Humphreys
1541=	1	Poore & Just
1541=	1	Poore & Lowry
1541=	1	Pope
1541=	1	Popta
1541=	1	Poss & Eschmeyer
1541=	1	Postel, Fourmanoir & Guézé
1541=	1	Postle, Steiner & Goodwin
1541=	1	Poutiers
1541=	1	Powys
1541=	1	Prell
1541=	1	Pretzmann
1541=	1	Price & Palma
1541=	1	Price, Fisher & Kerr
1541=	1	Pulleine
1541=	1	Pérez
1541=	1	Pérez Farfante & Grey
1541=	1	Pérez Farfante & Kensley
1541=	1	Pérez-Farfante
1541=	1	Péron & Lesueur
1541=	1	Quate
1541=	1	Quiel
1541=	1	Quoy and Gaimard
1541=	1	Quéro & Ozouf-Costaz
1541=	1	R. Felder & Rogenhofer
1541=	1	Radoszkowski
1541=	1	Railliet & Henry
1541=	1	Raj & Seeto
1541=	1	Randall & Francis
1541=	1	Randall & Nagareda
1541=	1	Randall & Walsh
1541=	1	Randall, Allen & Anderson
1541=	1	Randall, Hoese & Last
1541=	1	Rathke
1541=	1	Redfield
1541=	1	Rees & Stephenson
1541=	1	Regan & Trewavas
1541=	1	Regu & David
1541=	1	Rehn
1541=	1	Reiche in Montrouzier
1541=	1	Reid & Beatson
1541=	1	Reid & Mak
1541=	1	Reiswig
1541=	1	Ren
1541=	1	Rendahl
1541=	1	Rensch
1541=	1	Rentz, Su & Ueshima
1541=	1	Reuter <I>in</I> Bergroth
1541=	1	Rheinwald
1541=	1	Ricci, Shiel, Fontaneto & Melone
1541=	1	Rice
1541=	1	Richiardi
1541=	1	Richters
1541=	1	Ride
1541=	1	Ridewood
1541=	1	Rioja
1541=	1	Ritchie
1541=	1	Ritsema
1541=	1	Ritter & Forsyth
1541=	1	Rius & Teske
1541=	1	Rivolta
1541=	1	Robb
1541=	1	Roesler
1541=	1	Roewer
1541=	1	Roisin
1541=	1	Rondani
1541=	1	Rose
1541=	1	Rosenberg & Salisbury
1541=	1	Rosenblatt
1541=	1	Rosén
1541=	1	Rothschild & Jordan
1541=	1	Roubaud
1541=	1	Roule
1541=	1	Rousseau
1541=	1	Row
1541=	1	Rowe
1541=	1	Ruchliadev
1541=	1	Ruffo
1541=	1	Ruhberg, Mesibov, Briscoe & Tait
1541=	1	Ruhberg, Tait, Briscoe & Storch
1541=	1	Rusek
1541=	1	Ryan
1541=	1	Ryland
1541=	1	Röckel & Fischöder
1541=	1	Röckel & da Motta
1541=	1	Sadlier, Couper, Colgan, Vanderduys & Rickard
1541=	1	Saenger
1541=	1	Sakai & de Saint Laurent
1541=	1	Sakimura
1541=	1	Sakurai & Habe
1541=	1	Salazar-Vallejo
1541=	1	San Martin
1541=	1	San Martin, Hutchings & Aguardo
1541=	1	San Martín
1541=	1	San Martín, Hutchings & Aguardo
1541=	1	Sands, Miller & Kerr
1541=	1	Sasahara, Sato & Nakaya
1541=	1	Sato, Nakaya & Yorozu
1541=	1	Sawada, Arai & Abe
1541=	1	Sazanov
1541=	1	Sazonov & Golovan
1541=	1	Sazonov & Iwamoto
1541=	1	Sazonov & Williams
1541=	1	Scheller <I>in </I>Naumann & Scheller
1541=	1	Scheltema
1541=	1	Schenkel
1541=	1	Schilder & Cernohorsky
1541=	1	Schilder & Summers
1541=	1	Schiner
1541=	1	Schlegel & Müller
1541=	1	Schmid
1541=	1	Schmidt & Stys
1541=	1	Schmitz & Mjöberg
1541=	1	Schodde & Short
1541=	1	Schodde, Saunders & Homberger
1541=	1	Schwartz & Cassis
1541=	1	Schwentner, Timms & Richter
1541=	1	Schönherr
1541=	1	Sclater
1541=	1	Scoble
1541=	1	Seed
1541=	1	Segers
1541=	1	Segers & Dumont
1541=	1	Segers & Sanoamuang
1541=	1	Seligo
1541=	1	Senta
1541=	1	Serventy
1541=	1	Serville
1541=	1	Serène & Dat
1541=	1	Serène & Umali
1541=	1	Sewell & Gay
1541=	1	Shaposhnikov
1541=	1	Sharp & Pilsbry <I>in </I>Pilsbry & Sharp
1541=	1	Sharpe
1541=	1	Shattuck
1541=	1	Sheilds & Ward
1541=	1	Shen
1541=	1	Shibukawa & Iwata
1541=	1	Shibukawa & Suzuki
1541=	1	Shiel & Koste
1541=	1	Shields & Earley
1541=	1	Shikama
1541=	1	Shinohara
1541=	1	Shipley
1541=	1	Shipp
1541=	1	Shirai & Tachikawa
1541=	1	Shirley
1541=	1	Shumsher
1541=	1	Shuto
1541=	1	Sigl
1541=	1	Simroth
1541=	1	Singleton
1541=	1	Skorikow
1541=	1	Smales, Miller & Obendorf
1541=	1	Smit & Dunnet
1541=	1	Smith & Pope
1541=	1	Smith Vaniz
1541=	1	Smith-Vaniz & Allen
1541=	1	Smith-Vaniz & Jelks
1541=	1	Snellen van Vollenhoven
1541=	1	Snodgrass & Heller
1541=	1	Snyder
1541=	1	Solander in Lightfoot
1541=	1	Solem, Girardi, Slack-Smith & Kendrick
1541=	1	Sommerville
1541=	1	Southern
1541=	1	Sowerby II
1541=	1	Sowerby III
1541=	1	Sowerby in Reeve
1541=	1	Spandl
1541=	1	Sparrman
1541=	1	Speiser
1541=	1	Spence Bate
1541=	1	Spencer & Hall
1541=	1	Spengel
1541=	1	Spratt & Gill
1541=	1	Spratt & Hobbs
1541=	1	Spratt & Speare
1541=	1	Spratt, Haycock, & Walter
1541=	1	Springer & Larson
1541=	1	Springthorpe & J.K. Lowry
1541=	1	Srivastava
1541=	1	Stadelmann
1541=	1	Stainton
1541=	1	Staples
1541=	1	Staudinger
1541=	1	Stead
1541=	1	Stebnicka
1541=	1	Steenstrup
1541=	1	Stein & Andriashev
1541=	1	Steiner
1541=	1	Stenroos
1541=	1	Stephenson & Cook
1541=	1	Stephenson & Hudson
1541=	1	Sterki
1541=	1	Sternberg
1541=	1	Sterzinger
1541=	1	Stevcic
1541=	1	Stevenson
1541=	1	Stiles
1541=	1	Stirling
1541=	1	Stirling & Zietz
1541=	1	Stitz
1541=	1	Stock
1541=	1	Stokes
1541=	1	Stoliczka
1541=	1	Stone & Knight
1541=	1	Strahan
1541=	1	Strahl
1541=	1	Straughan & Lee
1541=	1	Straughan & Main
1541=	1	Streets
1541=	1	Streito & Matocq
1541=	1	Stresemann
1541=	1	Strickland
1541=	1	Stroyan
1541=	1	Stull
1541=	1	Sturt
1541=	1	Stys
1541=	1	Sulak
1541=	1	Sulzer
1541=	1	Summerfield-Wright
1541=	1	Sun & Yang
1541=	1	Sund
1541=	1	Suter
1541=	1	Swain, Wilson & Ong
1541=	1	Swain, Wilson, Hickman & Ong
1541=	1	Swartz
1541=	1	Swellengrebel & Swellengrebel-de Graaf
1541=	1	Szabó
1541=	1	Séguy
1541=	1	Sélys-Longchamps
1541=	1	Söderström
1541=	1	T. Scott
1541=	1	Taczanowski
1541=	1	Tafe & Greenwood
1541=	1	Taiti & Humphreys
1541=	1	Takeda & Komai
1541=	1	Taki
1541=	1	Talbot
1541=	1	Tan & Sigurdsson
1541=	1	Tang
1541=	1	Tang & Newbound
1541=	1	Tang, Andrews & Cobcroft
1541=	1	Tang., Uyeno & Nagasawa
1541=	1	Taniuchi & Garrick
1541=	1	Tapparone Canefri
1541=	1	Targioni Tozzetti
1541=	1	Tarragon
1541=	1	Tauber
1541=	1	Tavares
1541=	1	Taylor, Compagno & Struhsaker
1541=	1	Temminck & Kuhl
1541=	1	Tenorio
1541=	1	Tesch
1541=	1	Thallwitz
1541=	1	Theiler
1541=	1	Thielemann
1541=	1	Thiriot-Quiévreux
1541=	1	Thominot
1541=	1	Thompson & Suttkus
1541=	1	Thornley
1541=	1	Thorpe
1541=	1	Théry
1541=	1	Tiefenbacher
1541=	1	Timm
1541=	1	Tiwari
1541=	1	Toledano
1541=	1	Tomes
1541=	1	Tomiyama
1541=	1	Tomlin
1541=	1	Torelli
1541=	1	Torre-Bueno
1541=	1	Traill
1541=	1	Traustedt
1541=	1	Travassos
1541=	1	Tree & Mound
1541=	1	Tristram
1541=	1	True
1541=	1	Trunov
1541=	1	Trybom
1541=	1	Tubb
1541=	1	Tullgren
1541=	1	Tweedie
1541=	1	Tyler & Anstis
1541=	1	Tyler & F. Parker
1541=	1	Tyler, Martin & Davies
1541=	1	Tyler, Martin & Watson
1541=	1	Tyndale-Biscoe & George
1541=	1	Uhler
1541=	1	Uljanin
1541=	1	Uzel
1541=	1	Vahl
1541=	1	Vallot
1541=	1	Van Beneden
1541=	1	Van Dam
1541=	1	Van Damme, Shiel & Dumont
1541=	1	Van Doesburg
1541=	1	Van Hasselt <I>in</I> Férussac & d'Orbigny
1541=	1	Van Soest & Hooper
1541=	1	Van Soest, Desqueyroux-Faúndez, Wright & König
1541=	1	Van Stalle
1541=	1	Vandellius
1541=	1	Vanhöffen
1541=	1	Vaughan
1541=	1	Vieillot
1541=	1	Vigors
1541=	1	Vinogradova
1541=	1	Vogt
1541=	1	Vollenhoven
1541=	1	Von Martens
1541=	1	Von Siebold
1541=	1	Voskuil & Onverwagt
1541=	1	Vosmaer
1541=	1	Voss
1541=	1	W. Kirby
1541=	1	Wagler
1541=	1	Wahid
1541=	1	Wahrberg
1541=	1	Waite & Longman
1541=	1	Waite & McCulloch
1541=	1	Walker & MacMillan
1541=	1	Ware
1541=	1	Warren, Hutchings & Doyle
1541=	1	Wasmann
1541=	1	Watson & Arthington
1541=	1	Watson & Lachner
1541=	1	Watson & Walker
1541=	1	Watson, Loftus-Hills & Littlejohn
1541=	1	Weaver
1541=	1	Webb & Bell
1541=	1	Weber & de Beaufort
1541=	1	Webster
1541=	1	Wedl
1541=	1	Wehr
1541=	1	Weigmann
1541=	1	Weinkauff
1541=	1	Weir
1541=	1	Weisse
1541=	1	Werneck & Thompson
1541=	1	Westerlund
1541=	1	White & Adams
1541=	1	White & Ebert
1541=	1	White, Last & Compagno
1541=	1	White, Last & Pogonoski
1541=	1	Whitehead
1541=	1	Wiegmann
1541=	1	Wieser
1541=	1	Williams & J.L. Barnard
1541=	1	Williston
1541=	1	Wills, Chapman, Mound, Kranz & Schwarz
1541=	1	Wilson & Ho
1541=	1	Wilson & Ponder
1541=	1	Wilson & Stevenson
1541=	1	Wing
1541=	1	Winnertz
1541=	1	Winter
1541=	1	Winterton
1541=	1	Wisely
1541=	1	Wood Mason & Alcock
1541=	1	Woodhill
1541=	1	Woodhill & Lee
1541=	1	Woods & Schultz
1541=	1	Woodward & Slater
1541=	1	Woolacott
1541=	1	Wooldridge & McLachlan
1541=	1	Wooldridge, Greenwood & Greenwood
1541=	1	Wostokow
1541=	1	Wright
1541=	1	Wu
1541=	1	Yamanoue & Yoseda
1541=	1	Yasuda & Tominaga
1541=	1	Yatsu & Nakamura
1541=	1	Yearsley, Last & Gomon
1541=	1	Yerman
1541=	1	Yersin
1541=	1	Yokoyama
1541=	1	Yorke & Macfie
1541=	1	Yoshino
1541=	1	Young, Tyler & Kent
1541=	1	Zavortink
1541=	1	Zawadowski
1541=	1	Zeidler
1541=	1	Zenkevitch
1541=	1	Zezina
1541=	1	Zietz
1541=	1	Zimmerman
1541=	1	d'Albertis & Salvadori
1541=	1	d'Orbigny
1541=	1	da Motta & Ninomiya
1541=	1	de Bruin
1541=	1	de Lisle
1541=	1	de Saint Laurent & Macpherson
1541=	1	de Saint Laurent & Poupin
1541=	1	van Pel
1541=	1	von Linstow
1541=	1	von Salis
1541=	1	zur Strassen
1541=	1	Ślipiński

21949	TOTAL
