rank	count	Latitude
2165=	1	-21.56670
2165=	1	-21.57805
2165=	1	-21.60317
2165=	1	-21.60638
2165=	1	-21.61000
2165=	1	-21.61670
2165=	1	-21.63700
2165=	1	-21.66280
2165=	1	-21.75400
2165=	1	-21.76667
2165=	1	-21.88471
2165=	1	-21.98466
2165=	1	-22.02617
2165=	1	-22.08333
2165=	1	-22.10011
2165=	1	-22.10694
2165=	1	-22.17750
2165=	1	-22.18333
2165=	1	-22.20000
2165=	1	-22.20500
2165=	1	-22.21667
2165=	1	-22.23166
2165=	1	-22.23333
2165=	1	-22.25300
2165=	1	-22.25516
2165=	1	-22.25861
2165=	1	-22.27282
2165=	1	-22.31222
2165=	1	-22.39090
2165=	1	-22.41816
2165=	1	-22.43541
2165=	1	-22.47694
2165=	1	-22.47833
2165=	1	-22.49009
2165=	1	-22.49803
2165=	1	-22.53027
2165=	1	-22.63333
2165=	1	-22.66183
2165=	1	-22.67043
2165=	1	-22.81600
2165=	1	-22.84738
2165=	1	-22.85833
2165=	1	-22.88500
2165=	1	-22.91833
2165=	1	-22.91943
2165=	1	-22.93900
2165=	1	-22.93916
2165=	1	-22.98027
2165=	1	-23.12500
2165=	1	-23.12787
2165=	1	-23.26667
2165=	1	-23.41000
2165=	1	-23.42100
2165=	1	-23.46668
2165=	1	-23.48055
2165=	1	-23.55139
2165=	1	-23.55300
2165=	1	-23.57000
2165=	1	-23.60000
2165=	1	-23.61107
2165=	1	-23.61666
2165=	1	-23.69493
2165=	1	-23.71666
2165=	1	-23.74000
2165=	1	-23.83735
2165=	1	-23.84286
2165=	1	-23.89713
2165=	1	-23.93333
2165=	1	-24.05239
2165=	1	-24.10000
2165=	1	-24.11635
2165=	1	-24.25000
2165=	1	-24.30833
2165=	1	-24.38000
2165=	1	-24.38300
2165=	1	-24.41753
2165=	1	-24.44463
2165=	1	-24.47000
2165=	1	-24.50000
2165=	1	-24.55648
2165=	1	-24.62447
2165=	1	-24.64300
2165=	1	-24.66400
2165=	1	-24.68333
2165=	1	-24.70000
2165=	1	-24.84800
2165=	1	-24.86665
2165=	1	-24.97200
2165=	1	-24.98200
2165=	1	-24.98333
2165=	1	-24.98445
2165=	1	-25.03330
2165=	1	-25.06710
2165=	1	-25.20000
2165=	1	-25.23790
2165=	1	-25.37277
2165=	1	-25.43333
2165=	1	-25.44400
2165=	1	-25.46359
2165=	1	-25.50996
2165=	1	-25.63467
2165=	1	-25.68333
2165=	1	-25.71666
2165=	1	-25.90185
2165=	1	-25.97900
2165=	1	-26.10000
2165=	1	-26.15000
2165=	1	-26.18952
2165=	1	-26.20000
2165=	1	-26.20972
2165=	1	-26.24861
2165=	1	-26.27833
2165=	1	-26.28500
2165=	1	-26.39194
2165=	1	-26.40300
2165=	1	-26.41879
2165=	1	-26.42916
2165=	1	-26.45000
2165=	1	-26.48621
2165=	1	-26.54083
2165=	1	-26.59527
2165=	1	-26.61833
2165=	1	-26.62938
2165=	1	-26.66667
2165=	1	-26.69511
2165=	1	-26.70277
2165=	1	-26.75000
2165=	1	-26.78333
2165=	1	-26.80500
2165=	1	-26.84999
2165=	1	-26.86293
2165=	1	-26.92700
2165=	1	-26.94222
2165=	1	-26.94400
2165=	1	-27.01666
2165=	1	-27.02916
2165=	1	-27.03000
2165=	1	-27.08300
2165=	1	-27.10000
2165=	1	-27.11666
2165=	1	-27.12614
2165=	1	-27.13000
2165=	1	-27.21442
2165=	1	-27.30000
2165=	1	-27.31388
2165=	1	-27.33694
2165=	1	-27.34670
2165=	1	-27.35600
2165=	1	-27.36000
2165=	1	-27.40094
2165=	1	-27.42800
2165=	1	-27.43305
2165=	1	-27.43333
2165=	1	-27.43600
2165=	1	-27.45000
2165=	1	-27.46500
2165=	1	-27.46666
2165=	1	-27.47634
2165=	1	-27.48200
2165=	1	-27.48300
2165=	1	-27.50025
2165=	1	-27.50900
2165=	1	-27.51278
2165=	1	-27.51500
2165=	1	-27.51519
2165=	1	-27.53333
2165=	1	-27.55313
2165=	1	-27.56600
2165=	1	-27.57900
2165=	1	-27.58591
2165=	1	-27.58900
2165=	1	-27.59167
2165=	1	-27.59300
2165=	1	-27.60011
2165=	1	-27.60183
2165=	1	-27.64000
2165=	1	-27.66500
2165=	1	-27.70700
2165=	1	-27.81666
2165=	1	-27.82333
2165=	1	-27.86305
2165=	1	-27.88333
2165=	1	-27.91666
2165=	1	-28.02913
2165=	1	-28.04777
2165=	1	-28.09400
2165=	1	-28.16666
2165=	1	-28.17484
2165=	1	-28.18800
2165=	1	-28.20200
2165=	1	-28.21666
2165=	1	-28.26733
2165=	1	-28.31700
2165=	1	-28.32488
2165=	1	-28.33000
2165=	1	-28.33333
2165=	1	-28.34400
2165=	1	-28.34841
2165=	1	-28.37700
2165=	1	-28.37833
2165=	1	-28.37848
2165=	1	-28.41900
2165=	1	-28.49900
2165=	1	-28.53200
2165=	1	-28.54000
2165=	1	-28.57800
2165=	1	-28.61436
2165=	1	-28.70000
2165=	1	-28.71000
2165=	1	-28.73333
2165=	1	-28.73803
2165=	1	-28.74277
2165=	1	-28.87300
2165=	1	-28.88335
2165=	1	-28.90166
2165=	1	-28.92700
2165=	1	-28.95000
2165=	1	-28.95500
2165=	1	-28.99850
2165=	1	-29.02500
2165=	1	-29.03264
2165=	1	-29.03333
2165=	1	-29.09833
2165=	1	-29.11663
2165=	1	-29.15000
2165=	1	-29.15961
2165=	1	-29.16352
2165=	1	-29.19500
2165=	1	-29.20312
2165=	1	-29.21500
2165=	1	-29.23676
2165=	1	-29.28000
2165=	1	-29.28333
2165=	1	-29.30822
2165=	1	-29.34099
2165=	1	-29.34163
2165=	1	-29.40072
2165=	1	-29.40700
2165=	1	-29.42069
2165=	1	-29.46297
2165=	1	-29.47944
2165=	1	-29.48986
2165=	1	-29.50269
2165=	1	-29.51424
2165=	1	-29.51879
2165=	1	-29.53333
2165=	1	-29.54146
2165=	1	-29.54850
2165=	1	-29.57555
2165=	1	-29.57877
2165=	1	-29.63111
2165=	1	-29.65000
2165=	1	-29.68944
2165=	1	-29.71666
2165=	1	-29.73200
2165=	1	-29.74000
2165=	1	-29.78180
2165=	1	-29.83180
2165=	1	-29.85493
2165=	1	-29.90000
2165=	1	-29.96361
2165=	1	-29.98500
2165=	1	-3.11694
2165=	1	-3.21028
2165=	1	-3.40000
2165=	1	-3.51667
2165=	1	-3.63223
2165=	1	-3.66861
2165=	1	-3.67778
2165=	1	-3.68361
2165=	1	-3.79093
2165=	1	-3.85700
2165=	1	-3.91667
2165=	1	-3.93194
2165=	1	-3.93550
2165=	1	-3.95561
2165=	1	-3.98175
2165=	1	-30.02500
2165=	1	-30.06261
2165=	1	-30.06666
2165=	1	-30.07330
2165=	1	-30.08180
2165=	1	-30.08666
2165=	1	-30.10000
2165=	1	-30.10600
2165=	1	-30.11988
2165=	1	-30.14527
2165=	1	-30.15300
2165=	1	-30.16630
2165=	1	-30.20633
2165=	1	-30.22172
2165=	1	-30.23200
2165=	1	-30.25193
2165=	1	-30.28200
2165=	1	-30.29000
2165=	1	-30.33180
2165=	1	-30.33388
2165=	1	-30.35500
2165=	1	-30.35833
2165=	1	-30.37100
2165=	1	-30.38100
2165=	1	-30.40611
2165=	1	-30.41000
2165=	1	-30.42000
2165=	1	-30.44500
2165=	1	-30.44611
2165=	1	-30.45773
2165=	1	-30.48333
2165=	1	-30.49850
2165=	1	-30.50469
2165=	1	-30.53894
2165=	1	-30.54200
2165=	1	-30.58200
2165=	1	-30.60000
2165=	1	-30.63481
2165=	1	-30.65116
2165=	1	-30.68090
2165=	1	-30.70800
2165=	1	-30.74900
2165=	1	-30.79777
2165=	1	-30.85096
2165=	1	-30.86341
2165=	1	-30.89777
2165=	1	-30.90000
2165=	1	-30.95928
2165=	1	-30.96971
2165=	1	-31.02020
2165=	1	-31.03821
2165=	1	-31.04700
2165=	1	-31.06500
2165=	1	-31.09964
2165=	1	-31.10000
2165=	1	-31.12000
2165=	1	-31.12914
2165=	1	-31.19850
2165=	1	-31.19900
2165=	1	-31.20000
2165=	1	-31.23178
2165=	1	-31.26396
2165=	1	-31.30413
2165=	1	-31.31300
2165=	1	-31.32981
2165=	1	-31.35363
2165=	1	-31.36500
2165=	1	-31.40976
2165=	1	-31.42376
2165=	1	-31.43200
2165=	1	-31.48333
2165=	1	-31.49900
2165=	1	-31.51700
2165=	1	-31.52298
2165=	1	-31.53000
2165=	1	-31.53200
2165=	1	-31.53774
2165=	1	-31.55000
2165=	1	-31.56063
2165=	1	-31.57000
2165=	1	-31.58277
2165=	1	-31.59800
2165=	1	-31.60000
2165=	1	-31.61666
2165=	1	-31.61754
2165=	1	-31.62181
2165=	1	-31.64829
2165=	1	-31.68300
2165=	1	-31.71383
2165=	1	-31.74863
2165=	1	-31.77000
2165=	1	-31.77666
2165=	1	-31.78333
2165=	1	-31.80800
2165=	1	-31.83105
2165=	1	-31.84322
2165=	1	-31.85500
2165=	1	-31.85591
2165=	1	-31.86219
2165=	1	-31.87430
2165=	1	-31.88200
2165=	1	-31.89800
2165=	1	-31.89883
2165=	1	-31.89941
2165=	1	-31.92220
2165=	1	-31.94138
2165=	1	-31.94225
2165=	1	-31.94944
2165=	1	-31.95536
2165=	1	-31.95678
2165=	1	-31.96006
2165=	1	-31.96870
2165=	1	-31.99064
2165=	1	-32.00700
2165=	1	-32.00967
2165=	1	-32.01666
2165=	1	-32.02012
2165=	1	-32.02900
2165=	1	-32.06400
2165=	1	-32.06666
2165=	1	-32.07400
2165=	1	-32.08333
2165=	1	-32.09100
2165=	1	-32.09104
2165=	1	-32.10241
2165=	1	-32.11500
2165=	1	-32.11666
2165=	1	-32.11907
2165=	1	-32.13393
2165=	1	-32.15700
2165=	1	-32.16133
2165=	1	-32.16670
2165=	1	-32.25272
2165=	1	-32.26305
2165=	1	-32.27741
2165=	1	-32.29536
2165=	1	-32.30319
2165=	1	-32.33700
2165=	1	-32.34534
2165=	1	-32.34766
2165=	1	-32.38300
2165=	1	-32.39250
2165=	1	-32.41841
2165=	1	-32.49047
2165=	1	-32.55194
2165=	1	-32.58000
2165=	1	-32.61600
2165=	1	-32.63000
2165=	1	-32.63222
2165=	1	-32.64746
2165=	1	-32.68000
2165=	1	-32.71670
2165=	1	-32.73000
2165=	1	-32.78700
2165=	1	-32.84425
2165=	1	-32.85000
2165=	1	-32.86694
2165=	1	-32.87274
2165=	1	-32.92000
2165=	1	-32.92972
2165=	1	-32.96666
2165=	1	-32.96667
2165=	1	-33.01666
2165=	1	-33.03200
2165=	1	-33.03333
2165=	1	-33.04809
2165=	1	-33.06972
2165=	1	-33.08043
2165=	1	-33.10461
2165=	1	-33.10653
2165=	1	-33.10972
2165=	1	-33.12157
2165=	1	-33.13354
2165=	1	-33.18180
2165=	1	-33.22222
2165=	1	-33.23180
2165=	1	-33.23670
2165=	1	-33.27972
2165=	1	-33.28000
2165=	1	-33.28900
2165=	1	-33.29194
2165=	1	-33.29900
2165=	1	-33.36500
2165=	1	-33.37900
2165=	1	-33.38252
2165=	1	-33.38333
2165=	1	-33.41800
2165=	1	-33.42441
2165=	1	-33.42800
2165=	1	-33.47700
2165=	1	-33.49111
2165=	1	-33.49850
2165=	1	-33.50361
2165=	1	-33.52200
2165=	1	-33.52203
2165=	1	-33.53180
2165=	1	-33.54883
2165=	1	-33.57300
2165=	1	-33.57634
2165=	1	-33.59570
2165=	1	-33.59800
2165=	1	-33.60500
2165=	1	-33.61666
2165=	1	-33.61766
2165=	1	-33.61808
2165=	1	-33.64700
2165=	1	-33.66200
2165=	1	-33.68333
2165=	1	-33.69015
2165=	1	-33.69850
2165=	1	-33.69860
2165=	1	-33.70000
2165=	1	-33.70300
2165=	1	-33.71083
2165=	1	-33.71367
2165=	1	-33.71500
2165=	1	-33.71667
2165=	1	-33.71877
2165=	1	-33.72300
2165=	1	-33.72800
2165=	1	-33.74000
2165=	1	-33.76500
2165=	1	-33.77138
2165=	1	-33.77252
2165=	1	-33.77261
2165=	1	-33.77777
2165=	1	-33.77840
2165=	1	-33.78200
2165=	1	-33.78330
2165=	1	-33.78900
2165=	1	-33.81000
2165=	1	-33.82444
2165=	1	-33.82780
2165=	1	-33.83740
2165=	1	-33.84000
2165=	1	-33.84111
2165=	1	-33.85000
2165=	1	-33.87309
2165=	1	-33.88200
2165=	1	-33.89100
2165=	1	-33.89500
2165=	1	-33.90000
2165=	1	-33.90680
2165=	1	-33.91170
2165=	1	-33.92505
2165=	1	-33.93000
2165=	1	-33.94730
2165=	1	-33.94900
2165=	1	-33.96500
2165=	1	-34.03200
2165=	1	-34.07300
2165=	1	-34.08392
2165=	1	-34.11905
2165=	1	-34.16223
2165=	1	-34.16300
2165=	1	-34.18180
2165=	1	-34.19369
2165=	1	-34.23528
2165=	1	-34.26667
2165=	1	-34.27011
2165=	1	-34.31200
2165=	1	-34.34348
2165=	1	-34.38300
2165=	1	-34.44975
2165=	1	-34.47097
2165=	1	-34.51667
2165=	1	-34.53250
2165=	1	-34.54530
2165=	1	-34.58372
2165=	1	-34.61666
2165=	1	-34.63333
2165=	1	-34.63637
2165=	1	-34.65000
2165=	1	-34.65680
2165=	1	-34.67180
2165=	1	-34.72750
2165=	1	-34.80200
2165=	1	-34.80960
2165=	1	-34.81928
2165=	1	-34.86050
2165=	1	-34.86666
2165=	1	-34.91500
2165=	1	-34.95000
2165=	1	-34.96000
2165=	1	-34.96670
2165=	1	-34.97638
2165=	1	-34.99777
2165=	1	-35.00033
2165=	1	-35.00092
2165=	1	-35.01600
2165=	1	-35.02600
2165=	1	-35.03808
2165=	1	-35.04413
2165=	1	-35.08940
2165=	1	-35.10000
2165=	1	-35.10800
2165=	1	-35.10925
2165=	1	-35.11444
2165=	1	-35.11988
2165=	1	-35.13899
2165=	1	-35.14800
2165=	1	-35.15411
2165=	1	-35.16800
2165=	1	-35.19499
2165=	1	-35.22800
2165=	1	-35.23018
2165=	1	-35.25534
2165=	1	-35.26390
2165=	1	-35.26530
2165=	1	-35.26577
2165=	1	-35.27447
2165=	1	-35.30000
2165=	1	-35.30004
2165=	1	-35.31600
2165=	1	-35.31667
2165=	1	-35.32600
2165=	1	-35.34400
2165=	1	-35.34800
2165=	1	-35.35061
2165=	1	-35.35555
2165=	1	-35.43998
2165=	1	-35.45861
2165=	1	-35.46414
2165=	1	-35.47383
2165=	1	-35.51000
2165=	1	-35.51666
2165=	1	-35.53200
2165=	1	-35.53330
2165=	1	-35.54331
2165=	1	-35.57400
2165=	1	-35.57600
2165=	1	-35.58489
2165=	1	-35.61700
2165=	1	-35.61800
2165=	1	-35.62500
2165=	1	-35.62600
2165=	1	-35.63888
2165=	1	-35.64194
2165=	1	-35.64836
2165=	1	-35.68338
2165=	1	-35.68611
2165=	1	-35.70194
2165=	1	-35.77400
2165=	1	-35.79298
2165=	1	-35.79758
2165=	1	-35.80916
2165=	1	-35.81170
2165=	1	-35.81800
2165=	1	-35.83400
2165=	1	-35.85666
2165=	1	-35.86600
2165=	1	-35.88000
2165=	1	-35.92639
2165=	1	-35.94800
2165=	1	-35.95400
2165=	1	-35.97000
2165=	1	-35.97575
2165=	1	-35.98200
2165=	1	-36.00682
2165=	1	-36.05583
2165=	1	-36.12500
2165=	1	-36.29850
2165=	1	-36.34800
2165=	1	-36.34850
2165=	1	-36.34967
2165=	1	-36.37700
2165=	1	-36.39800
2165=	1	-36.43180
2165=	1	-36.43200
2165=	1	-36.43499
2165=	1	-36.45617
2165=	1	-36.46380
2165=	1	-36.51666
2165=	1	-36.54850
2165=	1	-36.59850
2165=	1	-36.70000
2165=	1	-36.83333
2165=	1	-36.83753
2165=	1	-36.86670
2165=	1	-36.92986
2165=	1	-36.95600
2165=	1	-36.97245
2165=	1	-36.99800
2165=	1	-37.01700
2165=	1	-37.04850
2165=	1	-37.07055
2165=	1	-37.13883
2165=	1	-37.14000
2165=	1	-37.20770
2165=	1	-37.37152
2165=	1	-37.37206
2165=	1	-37.45000
2165=	1	-37.48805
2165=	1	-37.52390
2165=	1	-37.53000
2165=	1	-37.55569
2165=	1	-37.61869
2165=	1	-37.67600
2165=	1	-37.69916
2165=	1	-37.71100
2165=	1	-37.71754
2165=	1	-37.74134
2165=	1	-37.75600
2165=	1	-37.81655
2165=	1	-37.82944
2165=	1	-37.90000
2165=	1	-37.93333
2165=	1	-37.93600
2165=	1	-37.99600
2165=	1	-38.03605
2165=	1	-38.05600
2165=	1	-38.09290
2165=	1	-38.13211
2165=	1	-38.14500
2165=	1	-38.14853
2165=	1	-38.35103
2165=	1	-38.37111
2165=	1	-38.45600
2165=	1	-38.50700
2165=	1	-38.63333
2165=	1	-38.63846
2165=	1	-38.64885
2165=	1	-38.66000
2165=	1	-38.66281
2165=	1	-38.70000
2165=	1	-38.76274
2165=	1	-38.85720
2165=	1	-39.91600
2165=	1	-4.35098
2165=	1	-4.35194
2165=	1	-4.41666
2165=	1	-4.41670
2165=	1	-4.43300
2165=	1	-4.63586
2165=	1	-4.66600
2165=	1	-4.66667
2165=	1	-4.82250
2165=	1	-4.90000
2165=	1	-41.06416
2165=	1	-41.10700
2165=	1	-41.15739
2165=	1	-41.18200
2165=	1	-41.18472
2165=	1	-41.20300
2165=	1	-41.20759
2165=	1	-41.26840
2165=	1	-41.27337
2165=	1	-41.30906
2165=	1	-41.58100
2165=	1	-41.68400
2165=	1	-41.99427
2165=	1	-42.00800
2165=	1	-42.02470
2165=	1	-42.11740
2165=	1	-42.12555
2165=	1	-42.21000
2165=	1	-42.39995
2165=	1	-42.62824
2165=	1	-42.81372
2165=	1	-43.02921
2165=	1	-43.15000
2165=	1	-43.66666
2165=	1	-43.75544
2165=	1	-45.35583
2165=	1	-45.52194
2165=	1	-45.86666
2165=	1	-49.66583
2165=	1	-5.00000
2165=	1	-5.42250
2165=	1	-5.43145
2165=	1	-5.48750
2165=	1	-5.61062
2165=	1	-5.65916
2165=	1	-5.67371
2165=	1	-5.70341
2165=	1	-5.83330
2165=	1	-5.85000
2165=	1	-5.88333
2165=	1	-5.95222
2165=	1	-5.96666
2165=	1	-5.97991
2165=	1	-5.98813
2165=	1	-6.00942
2165=	1	-6.07220
2165=	1	-6.30409
2165=	1	-6.39716
2165=	1	-6.55000
2165=	1	-6.55527
2165=	1	-6.56600
2165=	1	-6.58435
2165=	1	-6.61417
2165=	1	-6.63333
2165=	1	-6.64211
2165=	1	-6.71600
2165=	1	-6.72300
2165=	1	-6.72360
2165=	1	-6.75000
2165=	1	-6.76049
2165=	1	-6.92049
2165=	1	-6.95000
2165=	1	-7.03333
2165=	1	-7.10611
2165=	1	-7.19999
2165=	1	-7.29944
2165=	1	-7.31667
2165=	1	-7.32472
2165=	1	-7.33166
2165=	1	-7.33300
2165=	1	-7.33840
2165=	1	-7.45893
2165=	1	-7.61444
2165=	1	-7.61666
2165=	1	-7.88333
2165=	1	-7.89650
2165=	1	-8.30583
2165=	1	-8.31667
2165=	1	-8.32807
2165=	1	-8.41640
2165=	1	-8.43222
2165=	1	-8.43333
2165=	1	-8.46668
2165=	1	-8.48333
2165=	1	-8.59027
2165=	1	-8.94884
2165=	1	-9.10000
2165=	1	-9.13333
2165=	1	-9.20000
2165=	1	-9.23583
2165=	1	-9.26667
2165=	1	-9.38333
2165=	1	-9.44762
2165=	1	-9.46000
2165=	1	-9.59960
2165=	1	-9.75000
2165=	1	-9.78000
2165=	1	0.56200
2165=	1	0.73333
2165=	1	0.76670
2165=	1	1.18333
2165=	1	1.27166
2165=	1	1.34806
2165=	1	1.63333
2165=	1	1.91009
2165=	1	1.98068
2165=	1	2.19600
2165=	1	2.20000
2165=	1	2.31000
2165=	1	2.56055
2165=	1	2.81670
2165=	1	3.00000
2165=	1	3.04328
2165=	1	3.04916
2165=	1	3.28998
2165=	1	3.29027
2165=	1	3.29866
2165=	1	3.30003
2165=	1	3.58330
2165=	1	3.71194
2165=	1	3.96975
2165=	1	3.97461
2165=	1	3.98208
2165=	1	4.23281
2165=	1	4.54716
2165=	1	4.70235
2165=	1	5.13061
2165=	1	5.23564
2165=	1	5.28661
2165=	1	5.56666
2165=	1	5.72616
2165=	1	5.81061
2165=	1	5.83330
2165=	1	5.96666
2165=	1	5.97174
2165=	1	6.09627
2165=	1	6.26470
2165=	1	6.37028
2165=	1	6.58000
2165=	1	6.87181
2165=	1	6.91577
2165=	1	6.94409
2165=	1	6.94780
2165=	1	6.95766
2165=	1	6.96367
2165=	1	6.96878
2165=	1	6.99557
2165=	1	7.00383
2165=	1	7.15000
2165=	1	7.21694
2165=	1	7.28333
2165=	1	7.30833
2165=	1	7.33543
2165=	1	7.33919
2165=	1	7.37245
2165=	1	7.44477
2165=	1	7.45499
2165=	1	7.45782
2165=	1	7.62452
2165=	1	7.67672
2165=	1	8.11440
2165=	1	8.22805
2165=	1	8.33008
2165=	1	8.43175
2165=	1	8.56568
2165=	1	8.61109
2165=	1	8.81603
2165=	1	8.81833
2165=	1	8.82327
2165=	1	9.24194
2165=	1	9.24413
2165=	1	9.48306
2165=	1	9.50000
2165=	1	9.51385
2165=	1	9.53744
2165=	1	9.56673

62083	TOTAL
