rank	count	Longitude
2173=	1	137.72900
2173=	1	137.74100
2173=	1	137.76666
2173=	1	137.83083
2173=	1	137.87000
2173=	1	137.90671
2173=	1	137.92500
2173=	1	138.00000
2173=	1	138.04163
2173=	1	138.06670
2173=	1	138.08000
2173=	1	138.08334
2173=	1	138.09130
2173=	1	138.10000
2173=	1	138.11664
2173=	1	138.12726
2173=	1	138.13063
2173=	1	138.14363
2173=	1	138.25000
2173=	1	138.26250
2173=	1	138.27116
2173=	1	138.35000
2173=	1	138.36100
2173=	1	138.36200
2173=	1	138.38333
2173=	1	138.39509
2173=	1	138.41666
2173=	1	138.42000
2173=	1	138.44508
2173=	1	138.46808
2173=	1	138.47700
2173=	1	138.48053
2173=	1	138.48806
2173=	1	138.48861
2173=	1	138.50900
2173=	1	138.51511
2173=	1	138.51666
2173=	1	138.56400
2173=	1	138.56700
2173=	1	138.57138
2173=	1	138.57400
2173=	1	138.57523
2173=	1	138.57690
2173=	1	138.58282
2173=	1	138.59500
2173=	1	138.60191
2173=	1	138.61200
2173=	1	138.62885
2173=	1	138.63333
2173=	1	138.64361
2173=	1	138.65489
2173=	1	138.66666
2173=	1	138.67405
2173=	1	138.67600
2173=	1	138.67944
2173=	1	138.68319
2173=	1	138.68333
2173=	1	138.69486
2173=	1	138.70100
2173=	1	138.70136
2173=	1	138.71695
2173=	1	138.72638
2173=	1	138.72738
2173=	1	138.73906
2173=	1	138.83398
2173=	1	138.85700
2173=	1	138.98333
2173=	1	139.09676
2173=	1	139.13551
2173=	1	139.13583
2173=	1	139.18000
2173=	1	139.21700
2173=	1	139.22020
2173=	1	139.24277
2173=	1	139.26667
2173=	1	139.28197
2173=	1	139.28401
2173=	1	139.33907
2173=	1	139.36861
2173=	1	139.38400
2173=	1	139.44305
2173=	1	139.44502
2173=	1	139.45517
2173=	1	139.49091
2173=	1	139.50760
2173=	1	139.52444
2173=	1	139.55900
2173=	1	139.66800
2173=	1	139.73500
2173=	1	139.81638
2173=	1	139.92200
2173=	1	139.97800
2173=	1	139.98333
2173=	1	140.07700
2173=	1	140.20400
2173=	1	140.29390
2173=	1	140.31600
2173=	1	140.36690
2173=	1	140.41670
2173=	1	140.48109
2173=	1	140.53210
2173=	1	140.62700
2173=	1	140.73857
2173=	1	140.75500
2173=	1	140.78277
2173=	1	140.88556
2173=	1	140.91666
2173=	1	140.97362
2173=	1	141.01700
2173=	1	141.24100
2173=	1	141.46671
2173=	1	141.58793
2173=	1	141.61666
2173=	1	141.63689
2173=	1	141.71104
2173=	1	141.72000
2173=	1	141.73279
2173=	1	141.77555
2173=	1	141.77622
2173=	1	141.79000
2173=	1	141.81666
2173=	1	141.82683
2173=	1	141.86667
2173=	1	141.92941
2173=	1	141.96667
2173=	1	142.00000
2173=	1	142.01660
2173=	1	142.02799
2173=	1	142.22000
2173=	1	142.22900
2173=	1	142.26700
2173=	1	142.28400
2173=	1	142.28845
2173=	1	142.34000
2173=	1	142.35000
2173=	1	142.37555
2173=	1	142.38709
2173=	1	142.39972
2173=	1	142.40000
2173=	1	142.47700
2173=	1	142.48500
2173=	1	142.48600
2173=	1	142.50400
2173=	1	142.51336
2173=	1	142.51832
2173=	1	142.57485
2173=	1	142.65000
2173=	1	142.70637
2173=	1	142.73146
2173=	1	142.80900
2173=	1	142.82600
2173=	1	142.85480
2173=	1	143.18333
2173=	1	143.19867
2173=	1	143.19869
2173=	1	143.21666
2173=	1	143.29700
2173=	1	143.31600
2173=	1	143.31667
2173=	1	143.38333
2173=	1	143.41667
2173=	1	143.45541
2173=	1	143.48806
2173=	1	143.51167
2173=	1	143.52400
2173=	1	143.52491
2173=	1	143.53300
2173=	1	143.58400
2173=	1	143.60040
2173=	1	143.60551
2173=	1	143.75000
2173=	1	143.75657
2173=	1	143.81600
2173=	1	143.91500
2173=	1	143.98646
2173=	1	144.07926
2173=	1	144.17240
2173=	1	144.22200
2173=	1	144.22600
2173=	1	144.23300
2173=	1	144.43800
2173=	1	144.50000
2173=	1	144.52400
2173=	1	144.53728
2173=	1	144.59194
2173=	1	144.61975
2173=	1	144.63333
2173=	1	144.65000
2173=	1	144.66666
2173=	1	144.68500
2173=	1	144.72888
2173=	1	144.86666
2173=	1	144.91533
2173=	1	144.93333
2173=	1	144.93350
2173=	1	144.96670
2173=	1	145.00500
2173=	1	145.05888
2173=	1	145.10000
2173=	1	145.11667
2173=	1	145.12103
2173=	1	145.13000
2173=	1	145.16666
2173=	1	145.19917
2173=	1	145.21667
2173=	1	145.21670
2173=	1	145.22000
2173=	1	145.28202
2173=	1	145.28400
2173=	1	145.29888
2173=	1	145.31139
2173=	1	145.31667
2173=	1	145.33944
2173=	1	145.34000
2173=	1	145.34038
2173=	1	145.35000
2173=	1	145.36700
2173=	1	145.37400
2173=	1	145.38222
2173=	1	145.38300
2173=	1	145.39038
2173=	1	145.40733
2173=	1	145.41917
2173=	1	145.44166
2173=	1	145.44730
2173=	1	145.44969
2173=	1	145.45000
2173=	1	145.45500
2173=	1	145.47805
2173=	1	145.48502
2173=	1	145.48575
2173=	1	145.48600
2173=	1	145.49600
2173=	1	145.50337
2173=	1	145.52054
2173=	1	145.52400
2173=	1	145.52907
2173=	1	145.54000
2173=	1	145.54095
2173=	1	145.54140
2173=	1	145.54900
2173=	1	145.56527
2173=	1	145.56666
2173=	1	145.57400
2173=	1	145.57444
2173=	1	145.57602
2173=	1	145.58318
2173=	1	145.61100
2173=	1	145.61195
2173=	1	145.61249
2173=	1	145.61667
2173=	1	145.61790
2173=	1	145.62916
2173=	1	145.63964
2173=	1	145.66170
2173=	1	145.67980
2173=	1	145.68330
2173=	1	145.68333
2173=	1	145.68673
2173=	1	145.70100
2173=	1	145.71083
2173=	1	145.71445
2173=	1	145.71667
2173=	1	145.72333
2173=	1	145.73333
2173=	1	145.73361
2173=	1	145.73500
2173=	1	145.74375
2173=	1	145.74700
2173=	1	145.75694
2173=	1	145.77400
2173=	1	145.82483
2173=	1	145.83500
2173=	1	145.85905
2173=	1	145.86667
2173=	1	145.86670
2173=	1	145.86700
2173=	1	145.88499
2173=	1	145.92265
2173=	1	145.92400
2173=	1	145.92800
2173=	1	145.95120
2173=	1	145.96148
2173=	1	145.96670
2173=	1	146.00630
2173=	1	146.08500
2173=	1	146.11277
2173=	1	146.11660
2173=	1	146.14783
2173=	1	146.15722
2173=	1	146.16623
2173=	1	146.17208
2173=	1	146.17260
2173=	1	146.21083
2173=	1	146.24205
2173=	1	146.25117
2173=	1	146.26140
2173=	1	146.26873
2173=	1	146.28519
2173=	1	146.30760
2173=	1	146.31805
2173=	1	146.32788
2173=	1	146.36700
2173=	1	146.37055
2173=	1	146.38056
2173=	1	146.38550
2173=	1	146.44857
2173=	1	146.51000
2173=	1	146.54900
2173=	1	146.56994
2173=	1	146.63596
2173=	1	146.64999
2173=	1	146.66666
2173=	1	146.71580
2173=	1	146.71700
2173=	1	146.71805
2173=	1	146.73300
2173=	1	146.73333
2173=	1	146.73334
2173=	1	146.77538
2173=	1	146.81255
2173=	1	146.82500
2173=	1	146.84300
2173=	1	146.87500
2173=	1	146.94916
2173=	1	146.99100
2173=	1	146.99103
2173=	1	147.01670
2173=	1	147.05888
2173=	1	147.06800
2173=	1	147.13527
2173=	1	147.16666
2173=	1	147.17361
2173=	1	147.19600
2173=	1	147.24777
2173=	1	147.26241
2173=	1	147.31810
2173=	1	147.33333
2173=	1	147.33411
2173=	1	147.36661
2173=	1	147.41400
2173=	1	147.41700
2173=	1	147.42450
2173=	1	147.45194
2173=	1	147.48750
2173=	1	147.50125
2173=	1	147.62087
2173=	1	147.66700
2173=	1	147.71233
2173=	1	147.74999
2173=	1	147.79500
2173=	1	147.79972
2173=	1	147.81027
2173=	1	147.81361
2173=	1	147.84118
2173=	1	147.87000
2173=	1	147.88151
2173=	1	147.92944
2173=	1	147.97530
2173=	1	147.98444
2173=	1	148.00500
2173=	1	148.01666
2173=	1	148.02650
2173=	1	148.04000
2173=	1	148.06666
2173=	1	148.07333
2173=	1	148.08845
2173=	1	148.13460
2173=	1	148.14100
2173=	1	148.15000
2173=	1	148.15041
2173=	1	148.18400
2173=	1	148.25076
2173=	1	148.26511
2173=	1	148.31330
2173=	1	148.31790
2173=	1	148.39000
2173=	1	148.40120
2173=	1	148.41800
2173=	1	148.45277
2173=	1	148.51000
2173=	1	148.51670
2173=	1	148.52710
2173=	1	148.55000
2173=	1	148.58341
2173=	1	148.60100
2173=	1	148.62194
2173=	1	148.65820
2173=	1	148.65933
2173=	1	148.67183
2173=	1	148.67198
2173=	1	148.67805
2173=	1	148.67900
2173=	1	148.68111
2173=	1	148.70071
2173=	1	148.70694
2173=	1	148.76564
2173=	1	148.79768
2173=	1	148.90830
2173=	1	148.90916
2173=	1	148.91787
2173=	1	148.93333
2173=	1	148.93460
2173=	1	148.97020
2173=	1	149.03330
2173=	1	149.03972
2173=	1	149.05300
2173=	1	149.06196
2173=	1	149.07000
2173=	1	149.09699
2173=	1	149.13533
2173=	1	149.13748
2173=	1	149.16499
2173=	1	149.21000
2173=	1	149.23166
2173=	1	149.23333
2173=	1	149.26800
2173=	1	149.28333
2173=	1	149.30340
2173=	1	149.34486
2173=	1	149.35675
2173=	1	149.36166
2173=	1	149.38191
2173=	1	149.41800
2173=	1	149.43460
2173=	1	149.47472
2173=	1	149.50120
2173=	1	149.51201
2173=	1	149.52694
2173=	1	149.54194
2173=	1	149.56667
2173=	1	149.65900
2173=	1	149.70205
2173=	1	149.73775
2173=	1	149.73900
2173=	1	149.76000
2173=	1	149.80000
2173=	1	149.82661
2173=	1	149.84074
2173=	1	149.88015
2173=	1	149.90800
2173=	1	149.91100
2173=	1	149.91700
2173=	1	149.93194
2173=	1	149.94000
2173=	1	149.98972
2173=	1	150.00277
2173=	1	150.01670
2173=	1	150.04110
2173=	1	150.06800
2173=	1	150.09333
2173=	1	150.11900
2173=	1	150.16800
2173=	1	150.17361
2173=	1	150.18666
2173=	1	150.22205
2173=	1	150.24027
2173=	1	150.25000
2173=	1	150.26785
2173=	1	150.30000
2173=	1	150.33333
2173=	1	150.33460
2173=	1	150.37360
2173=	1	150.37497
2173=	1	150.37694
2173=	1	150.38600
2173=	1	150.43500
2173=	1	150.44200
2173=	1	150.45000
2173=	1	150.47300
2173=	1	150.50000
2173=	1	150.53330
2173=	1	150.56473
2173=	1	150.56619
2173=	1	150.56630
2173=	1	150.56790
2173=	1	150.59300
2173=	1	150.59400
2173=	1	150.61790
2173=	1	150.63333
2173=	1	150.63460
2173=	1	150.65100
2173=	1	150.66667
2173=	1	150.70120
2173=	1	150.71666
2173=	1	150.71678
2173=	1	150.74535
2173=	1	150.76800
2173=	1	150.77120
2173=	1	150.80960
2173=	1	150.83570
2173=	1	150.85100
2173=	1	150.86019
2173=	1	150.89300
2173=	1	150.89800
2173=	1	150.90770
2173=	1	150.92311
2173=	1	150.92440
2173=	1	150.93330
2173=	1	150.93333
2173=	1	150.93590
2173=	1	150.96666
2173=	1	150.97021
2173=	1	150.97055
2173=	1	150.98590
2173=	1	150.99618
2173=	1	151.00833
2173=	1	151.04999
2173=	1	151.05000
2173=	1	151.07400
2173=	1	151.08100
2173=	1	151.08500
2173=	1	151.08600
2173=	1	151.10676
2173=	1	151.11790
2173=	1	151.11999
2173=	1	151.12277
2173=	1	151.13500
2173=	1	151.15158
2173=	1	151.16670
2173=	1	151.16800
2173=	1	151.16901
2173=	1	151.17809
2173=	1	151.20000
2173=	1	151.20959
2173=	1	151.23330
2173=	1	151.23333
2173=	1	151.23731
2173=	1	151.25551
2173=	1	151.26790
2173=	1	151.27410
2173=	1	151.32600
2173=	1	151.34000
2173=	1	151.35000
2173=	1	151.36670
2173=	1	151.36800
2173=	1	151.38333
2173=	1	151.41800
2173=	1	151.42453
2173=	1	151.50969
2173=	1	151.52500
2173=	1	151.53330
2173=	1	151.54444
2173=	1	151.55857
2173=	1	151.56666
2173=	1	151.56694
2173=	1	151.56940
2173=	1	151.60000
2173=	1	151.60100
2173=	1	151.60120
2173=	1	151.61191
2173=	1	151.62241
2173=	1	151.63000
2173=	1	151.63200
2173=	1	151.71600
2173=	1	151.71666
2173=	1	151.72063
2173=	1	151.73500
2173=	1	151.76405
2173=	1	151.78300
2173=	1	151.79390
2173=	1	151.79800
2173=	1	151.83283
2173=	1	151.83944
2173=	1	151.84885
2173=	1	151.85000
2173=	1	151.85221
2173=	1	151.86666
2173=	1	151.87024
2173=	1	151.95687
2173=	1	151.96083
2173=	1	151.96185
2173=	1	151.96634
2173=	1	151.99999
2173=	1	152.04194
2173=	1	152.04276
2173=	1	152.04302
2173=	1	152.07332
2173=	1	152.12055
2173=	1	152.16611
2173=	1	152.20750
2173=	1	152.21200
2173=	1	152.21383
2173=	1	152.23330
2173=	1	152.27700
2173=	1	152.30000
2173=	1	152.31264
2173=	1	152.31666
2173=	1	152.34743
2173=	1	152.36527
2173=	1	152.37109
2173=	1	152.39999
2173=	1	152.41670
2173=	1	152.43460
2173=	1	152.45647
2173=	1	152.46666
2173=	1	152.46800
2173=	1	152.52465
2173=	1	152.53000
2173=	1	152.56100
2173=	1	152.57256
2173=	1	152.60000
2173=	1	152.60280
2173=	1	152.62000
2173=	1	152.63270
2173=	1	152.64138
2173=	1	152.65083
2173=	1	152.66532
2173=	1	152.71500
2173=	1	152.71667
2173=	1	152.71774
2173=	1	152.72200
2173=	1	152.72300
2173=	1	152.72500
2173=	1	152.72700
2173=	1	152.72900
2173=	1	152.73528
2173=	1	152.74999
2173=	1	152.79861
2173=	1	152.80000
2173=	1	152.82000
2173=	1	152.83333
2173=	1	152.85422
2173=	1	152.86704
2173=	1	152.86800
2173=	1	152.87500
2173=	1	152.88333
2173=	1	152.88500
2173=	1	152.89000
2173=	1	152.90049
2173=	1	152.93166
2173=	1	152.93861
2173=	1	152.95948
2173=	1	152.96283
2173=	1	152.96666
2173=	1	152.96667
2173=	1	152.96800
2173=	1	152.97386
2173=	1	152.97800
2173=	1	152.98356
2173=	1	152.99000
2173=	1	153.01666
2173=	1	153.01800
2173=	1	153.02606
2173=	1	153.05491
2173=	1	153.05600
2173=	1	153.05900
2173=	1	153.06700
2173=	1	153.06790
2173=	1	153.06800
2173=	1	153.07600
2173=	1	153.07900
2173=	1	153.08459
2173=	1	153.09222
2173=	1	153.11800
2173=	1	153.12083
2173=	1	153.13333
2173=	1	153.13500
2173=	1	153.15000
2173=	1	153.16900
2173=	1	153.18580
2173=	1	153.20000
2173=	1	153.20277
2173=	1	153.21000
2173=	1	153.27700
2173=	1	153.33459
2173=	1	153.35100
2173=	1	153.38300
2173=	1	153.38910
2173=	1	153.39121
2173=	1	153.41088
2173=	1	153.42944
2173=	1	153.43333
2173=	1	153.45400
2173=	1	153.45800
2173=	1	153.55100
2173=	1	153.56700
2173=	1	153.57333
2173=	1	154.22583
2173=	1	154.23347
2173=	1	154.83333
2173=	1	155.35000
2173=	1	155.56667
2173=	1	156.78333
2173=	1	157.27085
2173=	1	158.06667
2173=	1	158.16001
2173=	1	158.20464
2173=	1	158.20622
2173=	1	158.22690
2173=	1	158.23079
2173=	1	158.25304
2173=	1	159.04300
2173=	1	159.06800
2173=	1	159.07444
2173=	1	159.78333
2173=	1	159.81666
2173=	1	160.03334
2173=	1	160.07565
2173=	1	160.18426
2173=	1	160.68555
2173=	1	160.83777
2173=	1	163.02461
2173=	1	164.22013
2173=	1	164.31639
2173=	1	164.33950
2173=	1	164.38333
2173=	1	164.78333
2173=	1	165.22416
2173=	1	165.28333
2173=	1	165.29055
2173=	1	165.49000
2173=	1	165.57500
2173=	1	165.61681
2173=	1	165.62000
2173=	1	165.83194
2173=	1	165.95000
2173=	1	166.06667
2173=	1	166.10000
2173=	1	166.19000
2173=	1	166.21670
2173=	1	166.48333
2173=	1	166.50888
2173=	1	166.53330
2173=	1	166.56666
2173=	1	166.60867
2173=	1	166.68333
2173=	1	166.76667
2173=	1	166.89817
2173=	1	166.91666
2173=	1	166.92440
2173=	1	167.16390
2173=	1	167.17357
2173=	1	167.18361
2173=	1	167.21670
2173=	1	167.25335
2173=	1	167.43563
2173=	1	167.94934
2173=	1	167.94996
2173=	1	167.95000
2173=	1	168.12298
2173=	1	168.12489
2173=	1	168.14838
2173=	1	168.16855
2173=	1	168.19233
2173=	1	168.25000
2173=	1	168.26666
2173=	1	168.32330
2173=	1	168.99307
2173=	1	169.15401
2173=	1	169.20622
2173=	1	169.20806
2173=	1	169.26939
2173=	1	169.30000
2173=	1	169.79803
2173=	1	169.93972
2173=	1	169.98917
2173=	1	170.05000
2173=	1	170.22259
2173=	1	170.23333
2173=	1	172.02190
2173=	1	172.11666
2173=	1	174.76670
2173=	1	175.26600
2173=	1	177.39220
2173=	1	177.58333
2173=	1	177.87000
2173=	1	177.91132
2173=	1	177.93083
2173=	1	177.94121
2173=	1	177.96000
2173=	1	178.01194
2173=	1	178.01222
2173=	1	178.07810
2173=	1	178.15000
2173=	1	178.17192
2173=	1	178.23333
2173=	1	178.24571
2173=	1	178.41250
2173=	1	178.48330
2173=	1	178.50000
2173=	1	178.79145
2173=	1	178.82857
2173=	1	179.88311
2173=	1	94.16666
2173=	1	98.00284
2173=	1	98.66670
2173=	1	99.52361

62083	TOTAL
