rank	count	TAXON_LSID
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8d30c44f-690d-4690-b708-7597ad3039a1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8d65e84c-c486-4bb5-a2c4-182d3fc31822
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8d7e051f-a3dd-419f-8b10-0ae596827560
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8e3fa426-2a70-4884-b560-64774a4ebc4e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8e52575c-e68d-463a-afed-e98de9f315d9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8e73d200-c01e-440a-b9ea-9cc76cf1d07c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8e81bf38-9b1c-46fd-87e8-f604cce1a3e6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8eadb721-f288-456e-a028-11262d682c6a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8f149c94-6e46-4330-bfb5-13242ae7f8e5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8f976c6e-e641-4dd9-a8f2-7237b9747b28
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8fa98870-5ccf-41a5-a33d-9e9df9ca2285
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8fbcc0fe-34d9-4547-99e9-75207ab6593b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8fcf73a3-dfac-4659-a63f-833b8419416c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:90056706-aa56-41b8-95af-7a343872e0bd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:904c36e9-b0d9-4078-ac5f-2433e2dbb030
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9068218a-8a45-4f6d-baae-fb893695e577
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:909d0d61-be59-4d38-808c-09d79056b181
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9113890c-6e57-4be7-b8eb-90cbb337ae9b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:915d0876-ffe5-40e5-9991-13c8e27f26ab
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:917ada2c-f681-48ea-bc0d-1d9e826a5a1d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:91a4a1e7-224f-4e20-9000-8eda6d583b5c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:91b80872-3cb9-4fb8-aca3-534df4d77ffd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:91fd414e-c55d-4238-b9a6-b09e98d13b27
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:92109c40-c869-4889-8c18-6e110de3db35
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:929053bb-617e-48d9-a922-6256a35d9be4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:929a8a41-2512-4a90-991b-6afe328159eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:929b06ff-7369-4bfe-84bc-7b9fd79cc6c8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:92a7e2eb-617c-4cbd-a4a7-d2b0461d0c9d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:92e61efc-a0e6-41f8-896a-1a69e6b07e68
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:92f6dbaa-6be6-4469-a555-3e0c4200bda0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:93071753-6f85-4b3b-85a5-8d8f71e97c4b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9339beef-34f5-4757-831b-9e6a7f70954d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:938f8b74-566f-4aa5-acbf-b6887787e31e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:93c1bd34-1a33-43e0-bebf-e1fcb17b2eef
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:93d491ac-63af-413e-8ea5-ffad63487988
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:93dd025e-1b2d-4cf7-95ce-f5068120f97d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9422199e-db5d-400f-ba06-34d740a00b74
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:944bd139-6bfe-4dca-a3a4-5ecb6879cef8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:944ce36c-b479-4f87-9bdf-a11b2831daba
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9466b4a1-4d74-4142-8ffc-b9420cd4a9f7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:946c979b-82fb-4540-ad29-11caaf63c5ef
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9482ccd7-71e7-4416-b7cc-2244ffd9bc8e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:948e0f72-7756-4118-9e30-86416fc72e9f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:94dd15ac-c409-4968-a0ae-c94ab737d993
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:957fc265-552f-4a20-9ec2-69c87c5c551d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9583933d-5690-4525-9ec6-bd4367e751a4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:95ebee44-27ea-4f47-ac11-a9a991d16706
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9603152a-0ca5-4c73-b1a2-b80a5fce946c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9605b185-e9cd-452f-9291-72d02d497055
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:96cc0faa-266e-45ab-bba2-74bb7ee49a59
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9707d377-9b53-4919-8f49-65f6f942855b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:97094690-37de-45db-ba48-b0749442586c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:975d8f5c-402d-4f02-8739-52c7aed30d46
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:981f1dd7-3396-4f4a-ae7b-f2f25d153258
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:98516542-f44d-4ea2-880b-42b6914a77eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:985a0df1-def3-4265-b87d-0f5308f3034c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:988a6f26-603d-484c-8c48-bf068f7a842b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:989858c2-75ee-4871-8fe6-194fdb34f2d9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:98b7f9fa-4056-4fa5-b780-7f58e57119a2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:98ce0878-1f70-441c-abf8-8307c15ccc67
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:98e20566-31e3-49c5-9e46-0c0c9b44c91e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9922189e-df14-41a8-8b0b-54ab2cfed641
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:992e18c5-f4c3-47b4-aab7-4831b4fb50a1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:992f9cf7-c6a9-457a-87fa-fa03da573519
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9937fb13-1413-4511-bde3-32c84b613d0c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:99b3e840-f017-4718-bfbb-219a330059d4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9a663f9b-1fdf-4475-9f54-07fe7625dc05
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9ac0610d-38e2-4218-9574-9a5612f46805
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9acddbf9-cca3-484f-9638-bc80a00da3dd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9afa3279-ab01-41e6-a09a-792557e1879f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9afd4809-7bcf-4bcf-8193-3576f5d11104
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b151613-d955-458c-9d31-74bfdadd348c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b2c47ca-0dd4-4865-96c0-8afff9760e2c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b37f69e-9edc-4b4d-b4ea-7fd15532c8d7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b409ce2-ef66-4ed7-8d3e-f72a6cbd609a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b4e7903-7cfd-4477-8d7a-ce0c9ce653df
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9b97e3b3-10b5-4e80-b952-e7c1aaa04c78
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9bbf9713-4f3c-4ed0-9bca-285014bf8f2d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c0bdde3-638e-4928-b1a9-e5ac60393268
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c44cfaa-8562-4667-b5bf-1ee3cdfec23f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c44d39c-77f1-4c01-bc04-ca1b338267db
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c5af260-6c28-4f8a-8694-985ce206f29d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c883e17-390e-4222-9dd1-0ecbc2ffd401
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9c8947d7-b167-42a2-a8fa-885ad173c2a7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9ca1dd33-5bdc-4c98-bf7d-173959c2b42b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f68-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f80-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f89-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-106d-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-1076-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-10b2-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-10f7-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-1112-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-1115-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-11c3-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-1253-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-126b-0b3b-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9d2be69a-48f6-40fe-9c5a-48961bbc9f47
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9d330114-1364-4c48-8a85-b3041d495719
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9d34ee4d-cdd4-46ab-b0f6-e8e113a1c830
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9d8b3801-c01b-4445-9be3-89e62eaaf988
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9dd3b104-0d2a-4b3c-ae38-b82215094e11
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9df9a5a5-c890-4211-8664-02ad6a7ea82c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9e36c5b1-9771-427b-be0e-91cd70645661
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9e7e0a4f-7a30-426c-98a1-69be74736c32
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9e7fc2e5-fe76-46b9-a1db-a3baab7dd866
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9e8ea4ec-a9b1-4953-8143-6f9374c084cf
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9ec925c9-726a-4d2b-bbf5-2b580d5dfdf2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9ed9ab17-0b95-4709-ae45-b4eaeb1c46ac
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9f3bd2a7-1e25-4d12-a595-944771349f20
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9f98fbe5-bf26-4688-a00a-559f62effbeb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9f9dd9c2-4979-40e7-aad8-e7f772b29d73
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:9fa46cd6-b1e5-43f9-bd90-e3e9b60ee5d3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a0159458-0f95-4bf0-87bd-9091257e1d0c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a05da1b6-8d44-4c6f-94da-8c9031ba890f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a0619622-cd63-4e68-a209-037072cfe3b5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a09f3967-db31-4aff-98d5-8e2d7ea230b0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a0a6cb95-0886-476f-a8e4-ff54bba6cdf6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a0c2a6dd-dc1d-401e-8826-8a1ed72d443b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a113060d-d688-449c-b13f-9982b2693cd2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a11d8366-51af-4931-9c7f-ad535311d0c6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a159ffc7-8c92-4fee-9e4b-d85096e5e526
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a178b268-7a4c-45f4-a733-79e5a4e780c4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a1a1b3df-ceaf-4d77-a29b-c9ef1bd9d2c5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a1b61f5a-31f3-4de0-9a07-2a28542c56eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a2064197-461c-46f7-b723-cbb3e72683d8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a20e378d-ec13-442d-a67d-d6afb919b2bc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a20e7941-074f-494f-8a86-90f3c870f983
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a25520cb-dd5a-4204-8d4d-0d9f3da4c614
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a29c239d-7abc-48e0-a405-842586d401e6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a2e56822-9bf7-49dd-8265-9dce18c73154
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a32f65ed-216c-4c9b-bf58-4489b5a020ad
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3561e8f-f0e6-44c5-ad05-d343da584042
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a365cd8a-4b55-4a18-8771-329b6a33d932
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a393c12a-37e1-4002-b6a1-a616bed5fa37
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3949330-a646-4e83-926b-846043b1441f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3c00b8e-6beb-4578-9386-649eab19d7f9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3cf09c1-3fe1-42de-b2b2-75ceb665d202
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3d146a4-eecd-496e-ba0a-97c4d94fda8f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3d52142-6d37-40b7-91dc-91fe2f7d35c1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a3dc8d6e-da81-42fa-8933-3f94281b1176
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a40a6f87-0f7c-4b04-bb73-6ab0e2352431
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a40dfb9b-6568-4dcb-84b0-56f8c3540436
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a412f11e-fb74-4263-a2d6-d364f80ae08f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a45bf4c1-4aa7-4dec-9eab-e6547bf362cb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a4693366-77eb-42e1-82eb-25302b3ec95b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a48b309d-90b4-4c8f-bafa-2958b016d7f9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a4a81c10-2b35-456f-b04e-31658bedba61
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a4adc5ef-41c3-4278-ba19-e8de6176b26f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a4b89a49-988c-48ec-8328-eb9cfbf621f9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a56cb45c-8878-4c60-a3bc-63392e893bfc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a5728055-51fc-4002-b65c-c3f977f6852d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a59728db-942b-41de-a304-930528fcb20a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a5c56b1a-de33-4f76-8d43-98babb564b56
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a5d490d5-9ac7-4ecd-aedd-5b48d0cbb4a1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a603d785-b1d4-44f7-bd01-43055d62cdaf
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a60e1d42-0806-470a-ba06-4af2e6c1d5b0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a6338602-8dcf-4b3e-86cb-3750129061de
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a646b918-e35d-4a05-93e2-8fd4ea84ca50
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a66c0d0c-5dfd-41f8-b520-a52049ea746f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a67e9bd5-d862-4e8a-9fad-c0927c2c71bb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a68010f2-3aac-42c2-9512-847131d183ce
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a68c9693-4ef8-4e86-9e0d-24ae28a49174
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a6acfc6c-494e-4a35-bc33-3fc738d6e1b6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a6b3f4b2-54ae-4c8e-90f6-732c86ad4b47
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a6c96c11-3369-4780-a028-dbea7cce0d7c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a726d28d-80fe-409e-ae4b-275c9e690071
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a734ae72-f882-41e5-b1d2-2c4d2c4b7b01
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a76caf6f-f661-44aa-ac5b-06ab20575469
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a7ad2a96-6924-4209-916a-c8bbf36d204b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a7b2b3be-82f3-42e5-ac65-28ceef8488a2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a7e194c4-acfd-435b-8700-6f565b07cda5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a7f20683-ed17-43ff-b44d-6ae90256ff3c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a829abfd-caf6-4647-92c4-7cf18712ebb9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a82c22ca-2b81-4af4-8246-d85d86ef313f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a868059d-2464-4f4d-a168-6a59a986aa48
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a88d560d-a30d-4baf-983b-f810b268f0c0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a8c03eaf-e968-4bfb-a76b-68b32f9eefcc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a8d60e26-9507-4fde-ad5d-22205fac4056
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a8dcc588-b403-477d-8ccd-2833a109d68a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a8ecdb52-f0a0-47c2-9d31-bff8bdc10bd3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a8ef6e28-ba42-4ae2-9f09-547ee990c974
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a9081475-3efd-4155-a4b9-b4f25a40d1a7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a9275ea3-9aad-4ba6-97f6-fcc2a9a8e82a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a92df7a5-3fdc-4c84-aa83-775803ecefc6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a94ec5dc-c28a-4bdf-b7f2-58fd7f533829
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a989ccb1-623c-41d1-8a61-da4a099f5a77
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a9c57213-d439-4ffb-9a84-12801016f952
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:a9ed0649-2559-47e4-906b-9ae11f32c821
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:aa12d3b2-fde6-47f9-91f6-57e8bb717007
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:aa779645-186f-413f-a13c-0bfc8bfe1ef9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ab2aeee3-a426-498e-a40e-a3a817f55a2b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ab36429a-4b0a-48f3-af20-2f4ec489cef4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ab3988a8-b9c9-437e-92c5-3ed2312fef30
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:abc98932-1534-4659-8d2a-23ce8a4a78a9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:abd7d01a-21f9-4a9a-b61f-a65c85cf2201
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac10aca7-13d3-4063-b203-209cce888375
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac1389bb-79a5-4f31-ba4e-33500e570359
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac5bb346-7d24-4d5e-b754-7b86b624d9a6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac7d680b-9c59-4e2d-9d89-cbfc186ed40b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac847c88-9f89-4f9e-ad59-ddf95879ac94
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac8c6857-9106-49e7-8b2f-047a46ccb2b3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ac90da52-5b9e-4b80-9480-4f7020e5f88f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:aca44b1b-685f-40e3-87ce-cd247a3ffc0b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad104505-8938-4933-b266-3f0e51d74e37
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad11f436-0ace-4a95-b706-093154ef6e3b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad2c0105-c22e-4137-acdb-e759c907fad1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad3a8eea-81e8-4d87-b621-23fd1b338ab9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad5b4b5c-25ae-4884-8546-852aa9c0720e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad8cbe8a-2f5b-42bc-9388-3fac7036800d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ad949bde-a1bd-47a8-a61e-7cc308d05477
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ada88bea-92c3-4c99-b57d-315a63561f85
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:adab3499-8e78-4dcb-996a-8392f7a02119
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:adcb2afc-3ea9-426b-9939-9d6ad871499e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ae0d1654-7a8e-4a6c-af82-ea0ca57fdc96
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ae710c4d-93eb-45da-aab9-e2ebad9f364a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:aead0ccd-807b-4642-add0-3890e7a10fca
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:aef75f2e-076c-47b3-99e9-e04d9b798139
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af09b6ae-c5e4-426c-9409-f202de4b0603
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af2ebdc9-a847-4aa0-bb5d-2165bb1bd78a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af6e51f6-a63e-410f-8ad3-401eee97f081
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af7dded3-6482-4e9e-9bfb-ce35cdb84a7a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af809db0-3cb6-4931-864d-1244d0bd7243
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:af943910-288e-429b-85a4-b7e564d32962
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:afcacdde-e362-4487-a4b5-b42ce3673210
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b0041c00-864f-412f-85f0-160f27162ce3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b03d2ae2-fc0b-4526-9434-53595e7ce666
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b0632c83-7ba3-4bcb-a144-d327b74ef45a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b0cd677b-4c04-4ac0-8003-8101a4884ff0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b0ff0261-782f-41a6-bfab-e5f80974629b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b11ffef2-658e-4be2-9b80-4d83242b8c8c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b12f050e-ea94-437f-b347-9742fbc695f5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b1335606-88b8-4cf4-a623-daba6eea51ab
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b156e666-401a-452c-93dd-bb7054915254
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b18c5ced-8053-458d-a025-47520aed6da4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b1a4bb4f-efba-44be-a2a7-7e5d39e57b53
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b1c54203-f3f6-47e6-ba47-2feda8a47a03
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b1e73458-1162-4a02-b793-19e590dd2a4f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b21ce70b-2e6a-4d7e-a906-d727c47ad875
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1a3-3686-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1ca-3686-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1e2-3686-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1e5-3686-e044-00144f3b4a43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1e9-3686-e044-00144f3b4a43
