rank	count	TAXON_LSID
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6aba2fda-f59d-4dd5-8491-cb9d1f284b45
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ae2ada7-b75d-4bc9-86db-fe70354032b4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ae66a80-74e5-4e83-be10-029d08931775
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6af3f568-a06c-4b18-b947-84890a5f2d05
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6b954f87-438d-4e26-9b07-c411a38cc207
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6c762918-65d5-4efc-af59-7003bb99eb98
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6c8873fe-18cb-42c4-9cc5-d08a13930d17
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6c887cba-fa08-47a4-a6e3-5e14544dab3f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ca0aa81-5b2f-4332-ab02-d6c01910ea75
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ceb6838-a889-4dda-9c14-e62ae7812168
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ceda985-5f37-4268-8360-3c6f6ba8c9a9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6cf6d879-98d0-45aa-8078-ffb2070dfa98
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6cf9657f-4c78-4955-8869-b29473959dd7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6d2411cd-35f8-44c7-a440-0acccf7f69e3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6d30014a-32cc-4f87-9474-118381a8610f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6d49c3ff-7aa9-4ea5-a815-5ad28eb26ca3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6d560863-f208-45b7-9185-0eb2aad6b67d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6daf6bae-a106-4097-b4c6-579e26f88d70
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6dd73ca6-8209-45b2-be77-319102fa6749
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6dde53ff-ced6-498b-ba00-a8e24f9f2737
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6df8b768-fd14-4062-8d04-82cdbc54368d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6e0b67fa-3f86-4471-8b08-c13b1130b8b1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6e3cc33c-a5c9-4cd1-84fe-40793c458fa6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6e41e81a-8a56-4ad6-b163-9a7c68dbdf79
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6e7655e3-c135-4b52-af55-0d8f32961fab
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6e778f04-0a2f-40a7-9721-5e1c23744966
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6ece138c-430e-40c8-983d-ac3ad8769c94
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6eed723a-f70a-4df0-8d62-ff7e7ec21a78
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6eee9fd3-5eec-4d8d-b5a1-6faf984153a5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6efbcb8c-d625-4730-9788-c90a4c5b04e8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6f9d0d46-0ab1-4270-8691-7d9d8514199e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6fa6df6b-a8e8-4a3d-aa0a-057a91c18241
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6fb22eb2-04e3-4115-b8ee-ce757c2e8962
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:6fd03b81-b6ff-4dd8-be2c-9975a6c35f71
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:701f5c40-e836-4c62-82b6-c6c53fa3874c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:70286bbd-a144-4c2c-bf9c-d7625f974966
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:702ce6e7-b7b0-4037-8086-ad14f294652d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:703b3ee4-8350-4145-98a9-669ed98ea33e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7044ee9f-01d3-4b34-990a-5e4d645a2276
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:70477c42-2a07-4e3b-8abf-f8542adbee27
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:70488ed9-f086-481b-bc29-7a54e7f70938
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7053f2a0-c192-4657-83a5-c041790a356a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7076c560-0c58-46a0-b412-83744c616bb9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7087704b-5db1-44dc-adb4-09e940f8a9ec
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7090567d-626a-49db-982a-215bfc093a05
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:70fb0efe-bdbe-4fad-8c08-16246882a959
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7158b606-3635-49a4-99b5-58cfaa37082b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71803a9e-d791-4c4a-9ef1-94a6d1c13aea
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71ab2871-7c11-49f7-8e54-0cfaed6c4925
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71b15906-ce8f-47a6-b939-2b5ac01af2e2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71dad54c-5142-41d3-88ae-5239ec612ce1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71e53d13-1808-4a16-bfa6-4e77a095de57
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:71eb6083-93c2-4046-b77b-f3accde258d3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:726ba175-fc34-4182-8a46-feab87244376
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7292fa6f-a649-4a55-8538-93880c57c3b7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:72af4782-28e1-4cd2-bc0d-800f16da471f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:734fee79-9c6c-427c-b993-72be2c79d8e8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:738d8290-1431-41b1-9fb0-c15f077d055f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:73e100e3-af3b-4e0a-97fe-38c8f04e943d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:73ee3575-aba7-410d-8488-7a16c449f18e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7406a1b9-15e1-4187-b32b-ac10e4e5b74c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74155820-a2b4-4ae9-9edb-f39edaacf98e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:741b574f-9978-4554-bb32-be87fe6034f8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74225a2e-fe37-47f2-bcab-4b1977a7ba21
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:742be213-7736-4024-87b9-5bfacb606b64
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74422432-ab24-40c4-93a7-22a4c08fbf6c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74490242-92f7-4a9f-87af-e19399cb22f1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74519585-09ce-43ed-bef5-6b4f00324528
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74638723-f692-4054-a680-bed48e93522f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74c35535-baf0-4f78-b174-b03fa4191afd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74d71397-c61b-488a-9308-539761eb7445
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74e86e5b-c0bb-4ffc-ba39-0d5672b99733
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:74ebcf27-e0b1-4023-baf8-cc3aed524013
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:750d98b0-764c-4b4b-a519-ccf4e061c934
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:753f48df-8b7b-4118-9500-323782c42071
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:755628e5-4298-42fb-8d59-c62bdaa6889a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:759457cb-9b3b-415e-9119-ceb8b1d44834
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:75ba9cfd-465e-47f9-9918-e7d1371c1cd8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:75bca1dd-570c-4f9f-a4af-cdabf3737b52
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:75de9252-9fe4-4d31-86c6-ed9cac65e895
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:75e6a308-bb7f-4d39-93b3-e0e747f5c3ba
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:75e92c9d-0229-49ee-91b0-893f3f287742
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7624cf4b-91db-4b08-b4a5-6f44f871d1c2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7626c37f-f471-42fc-837d-46d459502478
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:763832e6-ab91-4360-a53e-a281308a3148
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7643a927-69e7-4836-9a77-491a67bd155c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7669dc69-2669-43a9-b42d-9bf0595a5936
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:766f200a-dd98-437c-a386-88eb3fc91db5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:76786ab4-6101-4119-9ae2-cccaede642e5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7697539e-e29a-4253-a512-938c33b75db9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:76cca324-8f8c-4d26-af71-da4dba577b8a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:76ec16c1-1abb-4c7f-bba1-b4b8391214fe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7748da5f-0dea-4e7e-8c0b-ab3477bdd1fe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:774dc92a-9fe5-42e8-8c19-b9f9e66f8642
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:775c9f77-bd54-4dac-8d17-0c3f5772e024
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:77c2414f-be95-448f-a93f-de4bdde05083
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:77cc2c30-5a03-404c-8f42-dd997ce14b75
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:77cdb12e-261d-4bc6-b21f-66bde8b4f01c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:77dead9f-1145-4825-b0c4-39a0528b7f8f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:77febd6e-3876-4744-ac2f-830becafc2df
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78012626-840c-4d9a-b0a7-83aa99f8f3ab
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78303c31-c8b7-436d-856b-b72da37a4c3c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7874809d-2df7-4968-b532-a495474a323e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7881eba1-544a-489c-b08c-008ad7858cb3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:789e627a-3445-4190-99f2-63f525fadbbe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78d88900-48dc-4218-8127-de0214496898
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78ecb86e-a42f-4f26-8625-e3b11b5d97a2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78ecd4c8-c1f9-40cb-b70f-bc6e0afcb060
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:78f5bf7b-27b2-4895-93dc-736e02976ef7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:790e436a-b358-4079-9feb-c9f47effa71a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:791d2577-ae69-4f79-bc27-d873f494eb73
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7933fef5-d509-489b-97bd-f947ec9161ed
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:793b7c4f-aa36-4d7d-950a-e8488b50ad05
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:799512f7-357f-49a0-a5bf-3494322b6234
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7a751904-8d65-4b39-8c9c-b3a36d27440a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7aa06ad2-6f1f-45a2-88f2-18276e23a1d7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b046fbc-06ff-4872-b500-fed2f3f9f950
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b1aefba-6343-4e00-a657-c50b95a9de65
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b1d75ad-17e2-419b-9171-7de2fd63c105
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b4709b9-acb9-48f6-a9db-628d2483da59
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b5aacad-8ff2-4a30-9bf6-18b913ffca48
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b65ac0b-e4ac-4b87-bcaa-4f93b94e77ec
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b750a52-6578-48db-b0fa-3037d34bc09f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b81bc0c-8fca-4d48-852d-7a8769b17eca
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7b822971-0352-42d2-b2d2-7ef2e916f4f4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7bce776f-567d-42bb-a92f-ff8802cdbaa4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7c0d0f44-1d7a-47de-b031-e227f4887a7b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7ca8c297-e49c-428d-9bf7-32293526c4eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7cabe587-cc62-4eb2-8a49-3a7a7db50cc8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7d0bc8cf-0f58-41f7-84c6-ac0111d7fee1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7d23571a-5fae-4282-8206-ae8aafd4d751
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7d527b80-633b-4bc7-a4e9-2c043bb52dd7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7d6716f6-7da2-415b-b72d-6bc9987891aa
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7d772808-0bd9-4832-b447-f9b63d1ec9f7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7da96e4a-c244-4fd1-ab11-36436a2f6ddd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7daf8ca7-304b-456e-9145-47793bcd24fb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7dd67f42-c3dc-4fa5-8b84-dabc7c22e1eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7dec2497-e323-4c82-8f9a-e197521c679a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7df008cc-2ef5-4d97-a253-02d6a7b6af39
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7e1e7d8e-ecae-499c-b9dd-9ee7219ac552
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7e659c2d-ba54-47da-ac73-5a6090b3e085
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7eca568b-2684-4450-88a0-101d28026837
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7ed974fd-b4ab-47f4-b050-0c61010d784e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7eea805f-a392-46a8-bc9e-c34e2c31961b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f0c7b5b-1593-44e5-bf2f-cb7a4c59041e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f47d4ed-f0aa-4f1a-95f6-eae5c2ba6d81
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f4ca8db-9eb8-4266-bfa3-1b519155d143
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f6ed219-a9b1-4f4e-a602-dbd8ff8081ad
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f799d6d-5cb2-4c8b-9368-fff3d1530f08
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f79de47-b356-4c68-b2d6-5efa43a33a50
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f81a747-4e9e-4525-b709-cbe1992f3210
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7f8d00fc-494f-4d27-8fbb-dbc3273410c8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7fa1b51c-85ab-4a46-8346-6028c5d8220a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7fcb8f6c-431c-46a7-a4d2-9cd5039fc3c0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7fcf6183-32f8-4203-8ebb-744826a2472e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:7feb3572-1fd2-4593-becb-e809795f726e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:802e2cc0-03e7-4f33-951a-87a5a51167f8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:806222b7-e707-4ef3-9441-633f4778e34a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8093abba-57f8-43e2-aba5-6d63fbe24eaf
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:80d55178-0c30-4b3b-927d-43e80084dc0a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:80e2da4d-fe74-431c-bf63-6f7a40341bbc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:80fb6683-c426-44d1-9e88-e1cabd54bd1a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:81095355-ce67-432e-8815-5ea7179d332d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8110bd65-3e20-4162-9e0e-3393ac4b3e45
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:81228ad3-c2d9-4a76-88d7-d63fdf81f142
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:813d38da-fa60-4e9e-92be-d3d8bb65f77d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8160ba20-9b0c-4751-b095-8ae716116741
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:819e108a-9f4b-4aee-bd70-3c87f77a6c33
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:823bf172-7baa-4d20-a05a-ac64b59f2853
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:82b0e79b-6857-4e3e-aaa6-1b198198a62c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:82dbf98c-58f2-4ba4-a83c-ad6bf1b49db5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:82f1b269-bf1d-4a70-a9c2-7e01dd7e9c62
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:83370a16-1cba-47c3-93c2-d4f22e98fea2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:833e8773-828c-424c-8fbd-9689550b8574
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:83620cb2-bee4-44fb-80fe-9d9bc26b02f3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8391c6c3-d15e-4fab-83c2-2c269ef47d22
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:839a1077-2744-48d4-9fbc-461afc7d6198
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:83ba1aae-3ea8-4a1e-a9b7-acfcbf3795de
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:840fa26f-f463-4890-bbf9-ae7c3d24a4a3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84315f74-adb8-4474-99e5-4ca8a475436e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:845d8f61-97e3-4ff2-95e0-fe657ab6aa28
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:845f5046-b9ed-4f9f-9f5c-100a5deb1f1b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8494b9b9-9478-45f1-8b2a-5574d5e09247
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84c9f734-c437-42c5-8e0a-eb77dbd34002
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84ca4525-0f98-453b-b0bb-c5d1c4a9a75b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84ce71fc-e784-4723-82ba-823bad9a89b7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84d78d0b-16dc-43b8-884f-580ca59e3b51
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:84e17a88-3b9c-4390-9e77-7a57b0a56777
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:85046155-efb6-4350-a04b-287b7851dc41
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:850bf5a9-4bf4-4138-9758-04f63bf1027f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:854e3055-c0c1-45eb-9a7c-ce5b7f0239a1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:856e33fd-2389-4014-8eb5-c1abc85e2479
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:857d8019-9b04-46fd-93e6-4d660868975d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:85e8b01c-e2d4-466d-9209-96b4389bd1d6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:85e975de-98e7-48e6-9434-031297df572c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8635ee53-32d6-43e4-82e8-245df7afcc89
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:86380d8c-7ad1-495c-9979-168478fb1388
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:863d4622-ef07-4348-ad7a-f05c385cc306
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:866c6b62-bfa2-4105-952b-1ff9001dda5e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:869456d2-7676-4220-93f3-108934eed276
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:86c341b4-691e-4db0-b834-b6b5fd35edc9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:86c98afe-b05a-4baa-a7f2-01c4de51e583
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:86ee3023-c45e-4e10-a2e2-f248e2270e27
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:86ef41a8-aeef-402f-ab73-dada403b5c5c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:871a616a-225b-4d44-94d1-b549441a3915
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8773505b-912b-47b4-94cc-c60fb0f202a1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8784d87e-b806-4327-bf76-4e1deb44b311
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:878b07fa-e011-4e27-9851-70ae5727bdfa
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8792621e-e75d-43d5-aea1-c8ffb9637656
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:87a5a387-6a17-43a2-9822-de31d19b697a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:87cf2a41-07c4-43a9-ae09-c8688b866120
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:87f1af38-403a-4b87-ab03-e0e0d5b9fcf3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:88025afd-549b-47d4-8a6b-27dce8160d9f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8857fb8a-e74c-4e7a-9990-9f442a8061d3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:88694f76-e286-45ff-a62b-a01ca2d3950f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8887c168-6543-44fb-86a4-e376ebf05679
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:88fc0bd5-abc0-4e49-9885-c2b49f387524
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89045a7b-d5c5-44d0-a13f-791b8037fede
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89213fff-03ff-4ea2-9ec0-6040c27a5bc8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8932b536-4f5e-4161-88e1-31d863b59c57
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:897867b7-e040-4f86-a441-07b46537868b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:897d773f-14d5-46e9-b8f4-b32e773a6f90
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:898600ac-4e42-4a37-98ef-017fc57cbae3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89b8f0c4-de82-49f9-80f5-61cdda8b9931
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89c1e5db-3fc2-4b8c-b830-898ee9f2acc8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89dbdf64-203a-45e2-b6d1-588950fb89f7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:89ec0bf6-2748-4436-bac2-a8ef7b6adb23
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8a7830f5-544d-4de1-bef7-2f74b1a879ad
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8a78c03d-8dec-4764-add9-26389a835575
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8a8fca67-2ad8-41a3-a808-f5196c3abc1d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8af80166-816d-4e80-bf1c-58c9bcc06d9b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8b1f1cec-dad0-4666-a023-08655a6cf89f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8b2d9ae9-fa19-4ca9-9bd4-7276ed15120c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8b321d71-7742-4869-ada2-9470dcb785d1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8b461146-5e50-4eca-82f0-3988e7840997
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8b57cb14-a2f3-4e1f-93d1-38635be32ecf
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8bc7149c-3b5a-44da-9c01-963317fcc6ec
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8bc89482-227b-494c-bc3d-516344bb2f36
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8c507007-4cf2-42de-99a7-45f2799bcf6a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8c530a89-dcbf-4110-ba42-9672b1f77006
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8c5336c1-ab3f-4987-a48b-3f688d0df1df
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8c65dcfe-b752-4b40-997c-0413a40814fc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8cb49867-78ae-489a-8a68-27efd41c3d7f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8cc55851-923d-43f8-94a9-678cf3c5c24e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8cc86d09-9752-4510-b255-48065f4844ad
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:8d0bb49c-8728-4c1b-b4d2-7289b4531e31
