rank	count	N_EPITHET_NAME
1374=	2	Superb Blue Wren
1374=	2	Superb Fruit-dove, Purple-breasted Fruit Pigeon
1374=	2	Sweet Tuber
1374=	2	Swimming Crab
1374=	2	Swinhoe's Snipe
1374=	2	Sydney Golden Wattle
1374=	2	Table Coral
1374=	2	Tabular Coral
1374=	2	Tahitian chestnut
1374=	2	Tamma
1374=	2	Tasmanian Numbfish
1374=	2	Tawny Frogmouth, Mopoke
1374=	2	Tea
1374=	2	Tea Tree
1374=	2	Teleost
1374=	2	Thick-tailed Gecko
1374=	2	Thistle
1374=	2	Thornapple
1374=	2	Toadfish
1374=	2	Tommy Roundhead
1374=	2	Torres Strait Pigeon
1374=	2	Tree Tomato
1374=	2	Tropical Almond
1374=	2	Tropical Oyster, Blacklip Oyster
1374=	2	Turpentine Tree
1374=	2	Turquoise Parrot
1374=	2	Turtle Dove
1374=	2	Underground Grassgrub
1374=	2	Unidentified cyclopoid species
1374=	2	Unidentified termite species
1374=	2	Velvet Gecko
1374=	2	Vine scrub
1374=	2	Wallaby Tick
1374=	2	Wallum Banksia
1374=	2	Water Apple
1374=	2	Weeping Baeckea
1374=	2	Western Australian Gizzard Shad
1374=	2	Western Minnow
1374=	2	Western Netted Dragon
1374=	2	Western Rainbowfish
1374=	2	Western Rosella
1374=	2	Western Sign-bearing Froglet
1374=	2	Western Spotted Frog
1374=	2	Whirling Abalone
1374=	2	White Ash
1374=	2	White Cedar
1374=	2	White Clover
1374=	2	White Shark
1374=	2	White's Skink
1374=	2	White-bellied Mangrove Snake
1374=	2	White-cheeked Honeyeater
1374=	2	White-crowned Snake
1374=	2	White-spotted puffer
1374=	2	White-striped Mastiff-bat
1374=	2	White-throated Needletail
1374=	2	White-winged Chough, Mutton Bird
1374=	2	Whitespotted Dogfish
1374=	2	Whitespotted Guitarfish
1374=	2	Whorling Stony Coral
1374=	2	Wild Passionfruit
1374=	2	Wild Tobacco Bush
1374=	2	Winter Whiting
1374=	2	Wireweed
1374=	2	Wirilda
1374=	2	Wompoo Pigeon
1374=	2	Wood Sandpiper
1374=	2	Woolly Tea-Tree
1374=	2	Wrinkled Toadlet
1374=	2	Yam
1374=	2	Yapunyah
1374=	2	Yellow Gum, White Ironbark, South Australian Blue Gum
1374=	2	Yellow Stripey
1374=	2	Yellow-Wood
1374=	2	Yellow-faced Honeyeater
1374=	2	Yellow-tufted Honeyeater
1374=	2	Yellowfin Tuna
1374=	2	Yellowtail Fusilier
1374=	2	Yorrell
1374=	2	Zebra Finch
1374=	2	alpine heath
1374=	2	beaked Hakea
1374=	2	bean, wild bean
1374=	2	black sallee
1374=	2	black wattle, hickory wattle, mangium, forest mangrove
1374=	2	blackbutt
1374=	2	bracken fern
1374=	2	cashew nut
1374=	2	devils twine 
1374=	2	egg and bacon, golden or bush peas
1374=	2	fringe myrtle
1374=	2	fungi
1374=	2	golden shower, pink shower, Senna, sensitive pea, sickle pod
1374=	2	golden wattle
1374=	2	heath
1374=	2	hop bush
1374=	2	lignum
1374=	2	looded-gum, rosegum, toolur
1374=	2	lupins, lupines
1374=	2	messmate
1374=	2	mountain ash
1374=	2	mountain pepper
1374=	2	myrtle
1374=	2	pencil pine
1374=	2	red parrotpea
1374=	2	red spotted gum
1374=	2	rice
1374=	2	risdon peppermint
1374=	2	shining peppermint
1374=	2	spotted blue gum
1374=	2	spotted gum, brittle gum
1374=	2	sunflower
1374=	2	swamp gum
1374=	2	swamp oak
1374=	2	teak
1374=	2	tobacco
1374=	2	twiggy bushpea
1374=	2	twiggy daisybush   
1374=	2	urn gum
1374=	2	white gum, South Australian blue gum
1374=	2	white mahogany
1374=	2	yellow gum
1374=	2	zoanthid
1959=	1	 Black-fronted Dotterel
1959=	1	 Broad-billed Sandpiper
1959=	1	"kangaroo"
1959=	1	(Tall) Yellowtop, Camel Weed, Showy Groundsel
1959=	1	African Civet Cat
1959=	1	African mahogany, white mahogany
1959=	1	Alpine Water Skink
1959=	1	Antarctic Blenny
1959=	1	Antarctic Silverfish
1959=	1	Antarctic horsefish
1959=	1	Antipodes Green Parakeet
1959=	1	Apples
1959=	1	Arabic Gum
1959=	1	Argyle apple
1959=	1	Ariadna's Ctenotus
1959=	1	Armed Crab
1959=	1	Ash-grey Mouse
1959=	1	Asian Water Buffalo
1959=	1	Asian rice
1959=	1	Atherton Antechinus
1959=	1	Australian Bonito
1959=	1	Australian Herring
1959=	1	Australian King Parrot
1959=	1	Australian Oedaleus
1959=	1	Australian Owlet-night jar
1959=	1	Australian Pratincole
1959=	1	Australian Red Cedar
1959=	1	Australian Two-pored Dragon
1959=	1	Australian Weasel Shark
1959=	1	Australian salmon
1959=	1	Balloonfish
1959=	1	Banded Hare-wallaby
1959=	1	Banded Humbug
1959=	1	Banded Whiteface
1959=	1	Bandicoot
1959=	1	Bandy-bandy
1959=	1	Barbados nut, purging nut,
1959=	1	Barking Frog
1959=	1	Barking Owl
1959=	1	Barramundi Cod
1959=	1	Barred Grubfish
1959=	1	Barred Queenfish
1959=	1	Barred-sided Skink
1959=	1	Barrier reef anemonefish
1959=	1	Bartail Goatfish
1959=	1	Basking Shark
1959=	1	Bathurst Burr
1959=	1	Beaked Coralfish
1959=	1	Bennett's Tree-kangaroo
1959=	1	Big-belly Seahorse
1959=	1	Bignonia Emu-Bush
1959=	1	Bignose Unicornfish
1959=	1	Bigscale rubyfish
1959=	1	Bitterns
1959=	1	Black Booyong
1959=	1	Black Currawong
1959=	1	Black Damsel
1959=	1	Black Jewfish
1959=	1	Black Kite
1959=	1	Black Tamma
1959=	1	Black Wallaroo
1959=	1	Black Wattle, Early Black Wattle, Green Wattle
1959=	1	Black sole
1959=	1	Black-bellied Swamp Snake
1959=	1	Black-collared Dragon
1959=	1	Black-spotted Goatfish
1959=	1	Blackback Anemonefish
1959=	1	Blackbar devil
1959=	1	Blackish Blind Snake
1959=	1	Blackspot Barracuda
1959=	1	Blackspot Boarfish
1959=	1	Blacktip grouper
1959=	1	Blisterbush
1959=	1	Blotched Fantail Ray
1959=	1	Blue Box
1959=	1	Blue Catfish
1959=	1	Blue Demoiselle
1959=	1	Blue Marble Tree
1959=	1	Blue Shark
1959=	1	Blue Threadfin
1959=	1	Blue Weed-whiting
1959=	1	Blue sea chub
1959=	1	Bluefish
1959=	1	Bluelined Surgeonfish
1959=	1	Bluespine Unicornfish
1959=	1	Bluespotted Flathead
1959=	1	Blunt Leaf Wattle
1959=	1	Blunt-Leaf Heath
1959=	1	Bollgard Cotton
1959=	1	Boxer crab
1959=	1	Boyd's Forest Dragon
1959=	1	Brassy Chub
1959=	1	Brassy chub
1959=	1	Bridled Nail-tail Wallaby
1959=	1	Broad leaved paperbark
1959=	1	Broad-headed Snake
1959=	1	Broad-leaved Pepper Tree
1959=	1	Broadleaved Paperbark
1959=	1	Brooks Ctenotus
1959=	1	Broombush
1959=	1	Brown Lancewood
1959=	1	Brown Skua
1959=	1	Brown chub
1959=	1	Brown-banded Butterflyfish
1959=	1	Brush Box
1959=	1	Brush Poison Tree, Scrub Poison Tree
1959=	1	Brush-tailed Bettong, Woylie
1959=	1	Buckinghamia SIlky Oak
1959=	1	Bullrout
1959=	1	Cadaghi Gum
1959=	1	Cairns Rainbowfish
1959=	1	Candlenut
1959=	1	Cave Gudgeon
1959=	1	Central Deserts Robust Slider
1959=	1	Centralian Blue-tongued Skink, Blue-tongued Lizard
1959=	1	Chalker's Wattle
1959=	1	Chenile Honey Mrytle
1959=	1	Chesnut-quilled Rock-Pigeon
1959=	1	Chinese evergreen oak
1959=	1	Chinese tea
1959=	1	Christmas Bush
1959=	1	Chrysanthemum
1959=	1	Cider Gum
1959=	1	Citrus Planthopper
1959=	1	Clown Wrasse
1959=	1	Coachwood
1959=	1	Coarse Sands Ctenotus
1959=	1	Coast Banksia
1959=	1	Coastal Sheathtail-bat, North-eastern Sheathtail-bat
1959=	1	Cockroach
1959=	1	Cocky Apple
1959=	1	Coin Spot Wattle
1959=	1	Common Bent Wing Bat
1959=	1	Common Bentwing-bat
1959=	1	Common Blossom-bat, Eastern Blossom Bat
1959=	1	Common Coral Trout
1959=	1	Common Dart
1959=	1	Common Gurnard Perch
1959=	1	Common Lilly Pilly
1959=	1	Common Saury
1959=	1	Common Saw Shark
1959=	1	Common Sheathtail-bat
1959=	1	Common South-west Ctenotus
1959=	1	Conkerberry, Bush Plum
1959=	1	Cook's Cardinalfish
1959=	1	Coowarra Box
1959=	1	Coral Monocle Bream
1959=	1	Coral Rockcod
1959=	1	Cotton tree, Cottonwood Hibiscus
1959=	1	Crab
1959=	1	Creek Whaler
1959=	1	Crescent Sweetlips
1959=	1	Crested Shrike-tit
1959=	1	Curl Snake
1959=	1	Curlew Sand Piper
1959=	1	Cypress Pine
1959=	1	Darktail Snapper
1959=	1	Davidson's Plum
1959=	1	Delicate Mouse
1959=	1	Desert Death Adder
1959=	1	Desert Froglet
1959=	1	Desert Mouse
1959=	1	Desert Quandong
1959=	1	Diadem Leaf-nosed Bat
1959=	1	Diamond Dove
1959=	1	Dingo 
1959=	1	Dingo, Domestic Dog
1959=	1	Dogtooth Tuna
1959=	1	Dolly Bush
1959=	1	Dolphin Fish, Mahi Mahi
1959=	1	Domestic Bee
1959=	1	Draughtboard Shark
1959=	1	Dugite
1959=	1	Dundas Mahogany
1959=	1	Dusky Dolphin
1959=	1	Dusky Pasture Scarab
1959=	1	Dusky Robin
1959=	1	Dusky Woodswallow
1959=	1	Dwarf Sawfish
1959=	1	Eastern Blue-tongued Lizard
1959=	1	Eastern Broad-nosed Bat, South-eastern Broad-nosed Bat
1959=	1	Eastern Chestnut Mouse
1959=	1	Eastern Common Froglet
1959=	1	Eastern Cowtail Stingray
1959=	1	Eastern Curlew
1959=	1	Eastern Little Mastiff-bat
1959=	1	Egrets
1959=	1	Ehrenberg's Snapper
1959=	1	Elephant Fish
1959=	1	Elephant Shark
1959=	1	Emu-Bush
1959=	1	Endeavour Dogfish
1959=	1	Eucalypt forest
1959=	1	Eyrean Grasswren
1959=	1	Fawn Hopping-mouse
1959=	1	Fawn Leafnosed-bat
1959=	1	Fern
1959=	1	Ferns
1959=	1	Finger Cherry
1959=	1	Fiveline Cardinalfish
1959=	1	Flat-tail mullet
1959=	1	Flock Pigeon
1959=	1	Flooded gum
1959=	1	Forrest's Featherflower
1959=	1	Fourline Cardinalfish
1959=	1	Foxface
1959=	1	Fragile Cardinalfish
1959=	1	Fraser's Delma
1959=	1	Fraser's She-Oak
1959=	1	Freespine flathead
1959=	1	Freshwater Cobbler
1959=	1	Freshwater Sawfish, Largetooth Sawfish
1959=	1	Galaxias
1959=	1	Ghost Bat
1959=	1	Giant Frog
1959=	1	Giant Kahawai
1959=	1	Giant Mallee
1959=	1	Giant Mud Crab (Fao)
1959=	1	Gilbert's Potoroo
1959=	1	Gilthead Seabream
1959=	1	Gippsland Mallee
1959=	1	Glauert's Froglet
1959=	1	Globe Fish
1959=	1	Gold-spotted Trevally
1959=	1	Goldband Snapper
1959=	1	Golden Spray
1959=	1	Golden Wreath Wattle
1959=	1	Golden-backed Tree-rat
1959=	1	Golden-crowned Snake
1959=	1	Golden-headed Cisticola
1959=	1	Golden-lined spinefoot
1959=	1	Goldenline Whiting
1959=	1	Goldsilk Seabream, Picnic Seabream, Riverbream
1959=	1	Goldspotted Rockcod
1959=	1	Graceful Shark
1959=	1	Grass Emperor
1959=	1	Grass(es)
1959=	1	Greasy grouper
1959=	1	Great-billed Heron
1959=	1	Greater Knot
1959=	1	Green Moon Wrasse
1959=	1	Green Tea-Tree
1959=	1	Greenback Flounder
1959=	1	Grevillas
1959=	1	Grevillea
1959=	1	Grey Butcher Bird
1959=	1	Grey Fantail
1959=	1	Grey Myrtle
1959=	1	Grey Possumwood
1959=	1	Grey-backed Storm-Petrel
1959=	1	Grey-crowned Babbler
1959=	1	Greynurse Shark
1959=	1	Guioa
1959=	1	Gunther's Toadlet
1959=	1	Hairfinned leatherjacket
1959=	1	Hairy St John's wart
1959=	1	Hapuka
1959=	1	Harpacticoid copepod
1959=	1	Honey Possum
1959=	1	Honeycomb Stingray
1959=	1	Hongkong Butterflyfish
1959=	1	Hooded Scaly-foot
1959=	1	Hooting Frog
1959=	1	Hop BItter-Pea
1959=	1	Hop-Bush
1959=	1	Hornlip mullet
1959=	1	Humpback Turretfish
1959=	1	Humpback grouper
1959=	1	Humpnose unicornfish
1959=	1	Imperforate St. John's wort
1959=	1	Indeterminate percoid teleost
1959=	1	Indian lac tree, kosum
1959=	1	Indian laurel
1959=	1	Indian-laurel
1959=	1	Indo-Pacific Blue Marlin
1959=	1	Indo-pacific Blue Marlin
1959=	1	Inland Broad-nosed Bat
1959=	1	Inland Dotterel
1959=	1	Inshore Surgeonfish
1959=	1	Intermediate Egret
1959=	1	Jan's Banded Snake
1959=	1	Japanese Meagre
1959=	1	Japanese Topeshark
1959=	1	Japanese evergreen oak
1959=	1	Jarrah
1959=	1	Java plum
1959=	1	Jenkins Whipray
1959=	1	Jewelled Gecko
1959=	1	Jewelled blenny
1959=	1	John Dory
1959=	1	KIng Threadfin
1959=	1	Kangaroo Island Mallee
1959=	1	Kekabu hutan
1959=	1	Kelela charm
1959=	1	King Billy pine
1959=	1	King Dory
1959=	1	Kolio, Ure-Ure, Calophyllum
1959=	1	Lamb's Tail Wattle
1959=	1	Large Bronze Bush-Pea
1959=	1	Large-footed Myotis, Southern Myotis
1959=	1	Leaf-green Tree Frog
1959=	1	Leaping Bonito
1959=	1	Lemon damsel
1959=	1	Leopard Flounder
1959=	1	Leopard, Zoo Animal
1959=	1	Lesser Bilby
1959=	1	Lesser Panda
1959=	1	Lesser Salmon Catfish or Bue Catfish
1959=	1	Lesueur's Frog
1959=	1	Lilly Pilly
1959=	1	Lilly-Pilly
1959=	1	Lined Butterflyfish
1959=	1	Little Broad-nosed Bat
1959=	1	Little Curlew
1959=	1	Little Filesnake
1959=	1	Little Lorikeet
1959=	1	Little Stint
1959=	1	Little Tunny
1959=	1	Lolly Bush
1959=	1	Long Purple-Flag
1959=	1	Long-Fruited Bloodwood
1959=	1	Long-finned Rockcod
1959=	1	Long-nosed Dragon
1959=	1	Long-nosed Potaroo
1959=	1	Long-snouted Ctenotus
1959=	1	Long-tailed Planigale
1959=	1	Long-toed Stint
1959=	1	Longfin Batfish
1959=	1	Longfin Rockcod
1959=	1	Longfin boarfish
1959=	1	Longfin grouper
1959=	1	Longhead Flathead
1959=	1	Longhorn Cowfish
1959=	1	Longnose Butterflyfish
1959=	1	Longray Whiptail
1959=	1	Longspine Cardinalfish
1959=	1	Longspine Porcupinefish
1959=	1	Longtail Tuna
1959=	1	Luderick
1959=	1	Maclear's Rat
1959=	1	Madras thorn
1959=	1	Madras thorn, Manila tamarind, seema chintakaya
1959=	1	Magellan plunderfish
1959=	1	Magpie-lark
1959=	1	Mahogany
1959=	1	Mallee
1959=	1	Mallee Fowl
1959=	1	Manuka
1959=	1	Maori Cod
1959=	1	Marble-headed Whipsnake
1959=	1	Marblefish
1959=	1	Marine eels
1959=	1	Marjorie's Hardyhead
1959=	1	Masked Bannerfish
1959=	1	Masked Rabbitfish
1959=	1	Melaleuca
1959=	1	Milk Shark
1959=	1	Milk Vine
1959=	1	Minni Ritchi
1959=	1	Mirror Dory
1959=	1	Montana tung
1959=	1	Monterey Cypress
1959=	1	Moreton Bay Fig, Black Fig
1959=	1	Moses Perch
1959=	1	Moss
1959=	1	Mountain Tea-Tree
1959=	1	Mountain Water Gum
1959=	1	Mouth almighty
1959=	1	Mud Dauber
1959=	1	Mud Whiting
1959=	1	Mulga
1959=	1	Mullets
1959=	1	Murray Hardyhead
1959=	1	Murray river rainbowfish
1959=	1	Muscovy Duck
1959=	1	Muttonwood
1959=	1	Narrow Sawfish
1959=	1	Narrow-Leaf Wattle
1959=	1	Narrow-Leafed Ironbark
1959=	1	Narrow-Leaved White Stringybark
1959=	1	Narrowtail Stingray
1959=	1	Native Forest
1959=	1	Native Guava
1959=	1	Native Mulberry
1959=	1	Native legume
1959=	1	Native vegetation
1959=	1	Nervous Shark
1959=	1	Net Bush
1959=	1	New Holland Mouse
1959=	1	Nodding Thistle
1959=	1	Noisy Miner
1959=	1	Noisy Pitta
1959=	1	Northern Brush Mahogany
1959=	1	Northern Hairy-nosed Wombat
1959=	1	Northern Mastiff-bat
1959=	1	Northern Rosella
1959=	1	Northern Spiny-tailed Gecko
1959=	1	Northern Yellow-faced Turtle
1959=	1	Notched Threadfin Bream
1959=	1	O'Meara's Minni Ritchi
1959=	1	Oats
1959=	1	Ocelot
1959=	1	Oldfield's Mallee
1959=	1	Olive Seasnake
1959=	1	Onion
1959=	1	Orange-crowned Toadlet
1959=	1	Orangutan
1959=	1	Oriental Weatherloach
1959=	1	Ornate Rainbowfish
1959=	1	Osprey
1959=	1	Pacific Blue Eye
1959=	1	Pademelon
1959=	1	Pale-headed Rosella
1959=	1	Pale-headed Snake
1959=	1	Pallid Cuckoo
1959=	1	Parthenium
1959=	1	Partridge Pigeon
1959=	1	Pará rubber tree
1959=	1	Paspalum
1959=	1	Patchwork Lanternfish
1959=	1	Peaceful Dove
1959=	1	Peacock Rockcod
1959=	1	Peacock rockskipper
1959=	1	Pearson's Green Tree Frog
1959=	1	Pectoral Sandpiper
1959=	1	Pied Monarch
1959=	1	Pilbara Rock Monitor
1959=	1	Pine
1959=	1	Pink Ling
1959=	1	Pink anemonefish
1959=	1	Pink whipray
1959=	1	Pink-Flowered Doughwood
1959=	1	Plain's Rat
1959=	1	Plains Frog
1959=	1	Port Lincoln Ringneck
1959=	1	Pouch Lamprey
1959=	1	Prawn
1959=	1	Proteas
1959=	1	Pruinose Scarab
1959=	1	Pygmy Blue-tongue
1959=	1	Pygmy Perch
1959=	1	Péron's Snake-eyed Skink
1959=	1	Queensland Maple
1959=	1	RIngtail Cardinalfish
1959=	1	Rabbitfish
1959=	1	Raccoon Butterflyfish
1959=	1	Radiata pine
1959=	1	Radjah Shelduck
1959=	1	Rainbow Bee-eater
1959=	1	Rainbow Runner
1959=	1	Rat
1959=	1	Rat-kangaroo
1959=	1	Red Gurnard
1959=	1	Red Mahogany
1959=	1	Red Olive Plum
1959=	1	Red Squirrelfish
1959=	1	Red moki
1959=	1	Red-cheeked Parrot
1959=	1	Red-tailed Black-Cockatoo
1959=	1	Red-winged Parrot
1959=	1	Red-winged Parrot 
1959=	1	Redfin Perch
1959=	1	Reed-Leaf Wattle
1959=	1	Richard's Pipit
1959=	1	Ridge Myrtle
1959=	1	Ringed toadfish
1959=	1	Ringtail Cardinalfish
1959=	1	Rippled rockskipper
1959=	1	Risdon gum, drooping gum, blue peppermint
1959=	1	Risso's Lanternfish
1959=	1	River Bottlebrush
1959=	1	Rosen's Snake
1959=	1	Ross Seal
1959=	1	Rough Rock Crab
1959=	1	Roughnose Stingray
1959=	1	Rufous Night Heron
1959=	1	Saddle Butterflyfish
1959=	1	Saddletail Snapper
1959=	1	Sailfin Tang
1959=	1	Samson fish
1959=	1	Sand Frog
1959=	1	Sand Piper
1959=	1	Sand grey mullet
1959=	1	Sandbar Shark
1959=	1	Sandstone Antechinus
1959=	1	Sandy Inland Mouse
1959=	1	Sarus Crane
1959=	1	Scallop
1959=	1	Scarab Beetle
1959=	1	Scarlet-breasted Parrot
1959=	1	Scrubtit
1959=	1	Sea Sweep
1959=	1	Sea Trumpeter
1959=	1	Sea carp
1959=	1	Semicircle angelfish
1959=	1	Sharkray
1959=	1	Sharman's Rock-wallaby
1959=	1	Sharp-tailed Sandpiper
1959=	1	Sharpnose Guitarfish
1959=	1	Shining Bronze-Cuckoo
1959=	1	Short-finned eel
1959=	1	Short-snout Shovelnose Ray
1959=	1	Short-tailed Pygmy Monitor
1959=	1	Shortbill Spearfish
1959=	1	Shortspine Spurdog
1959=	1	Shrimps
1959=	1	Sicklefin Lemon Shark
1959=	1	Sicklefin Weasel Shark
1959=	1	Sign-bearing Froglet
1959=	1	Silky Mouse
1959=	1	Silky oak
1959=	1	Silver drummer
1959=	1	Silver mullet
1959=	1	Six-lined Trumpeter
1959=	1	Sixbar angelfish
1959=	1	Sixplate sawtail
1959=	1	Sixspine Leatherjacket
1959=	1	Skipjack tuna
1959=	1	Skylark
1959=	1	Sleek Unicornfish
1959=	1	Slender Banksia
1959=	1	Slender Garfish
1959=	1	Slender Tuna
1959=	1	Small Eyed Sting Ray
1959=	1	Small Plague Grasshopper
1959=	1	Small Western Froglet
1959=	1	Small-Fruited Grey Gum
1959=	1	Small-Leaved Emu Bush
1959=	1	Small-scale Sillago
1959=	1	Smaller Salmon Catfish
1959=	1	Smalleye Stingray
1959=	1	Smalltooth Flounder
1959=	1	Smokey Mouse
1959=	1	Smooth Hammerhead
1959=	1	Smooth Knob-tailed Gecko
1959=	1	Smooth leaved Bloodwood
1959=	1	Smooth-Barked Apple
1959=	1	Smooth-handed Crab
1959=	1	Smoothnose Wedgefish 
1959=	1	Snubnose Drummer
1959=	1	Soi phang
1959=	1	Soi phang, Li shuo zhui
1959=	1	South-eastern Slider
1959=	1	Southern Anchovy
1959=	1	Southern Boobook Owl
1959=	1	Southern Brown Bandicoot,
1959=	1	Southern Maori Wrasse
1959=	1	Southern Red Scorpionfish
1959=	1	Southern Scrub-robin
1959=	1	Southern Shortfin Eel
1959=	1	Southern black bream
1959=	1	Spangled Emperor
1959=	1	Spear Thistle
1959=	1	Spectacled Seasnake
1959=	1	Spiky oreo
1959=	1	Spineless Yucca
1959=	1	Spinifex Pigeon
1959=	1	Splendid Fairy-wren
1959=	1	Spotted Blue Eye
1959=	1	Spotted Python
1959=	1	Spotted Quail-thrush
1959=	1	Spotted Sicklefish
1959=	1	Spotted Surgeonfish
1959=	1	Squaretail mullet
1959=	1	Squatter Pigeon
1959=	1	Sri Lanka glochidion, Hong Kong abacus
1959=	1	St. John's wort
1959=	1	Staff Vine
1959=	1	Staghorn Damsel
1959=	1	Staghorn damselfish
1959=	1	Starflower
1959=	1	Starry Triggerfish
1959=	1	Stephens' Banded Snake
1959=	1	Stick-nest Rat
1959=	1	Stingray
1959=	1	Stokes's Seasnake
1959=	1	Stout Longtom
1959=	1	Stout Whiting
1959=	1	Striated Heron
1959=	1	Stripe-tailed Monitor
1959=	1	Striped Burrowing Frog
1959=	1	Striped Honeyeater
1959=	1	Summan Grouper
1959=	1	Superb Fairy-wren
1959=	1	Surf Parrotfish
1959=	1	Swallow-tail
1959=	1	Swamp mahogany
1959=	1	Sweetlip Emperor, Redthroat Emperor
1959=	1	Sydney Green Wattle
1959=	1	Tallowwood
1959=	1	Tamil
1959=	1	Tarakihi
1959=	1	Tasmanian Thornbill
1959=	1	Tasselled Wobbegong
1959=	1	Taupata, mirror bush, lookingglass bush, New Zealand laurel and shiny leaf
1959=	1	Tetraodontiform fishes
1959=	1	Thicklip Wrasse
1959=	1	Thorny Devil, Moloch
1959=	1	Threadfin Ponyfish
1959=	1	Threadfin Silverbiddy
1959=	1	Threadfin butterflyfish
1959=	1	Threespot damsel
1959=	1	Tick Bush
1959=	1	Tiger Cardinalfish
1959=	1	Tiger Flathead
1959=	1	Toothy Flathead
1959=	1	Tope Shark
1959=	1	Torres Straits Pigeon
1959=	1	Trap–door Spider
1959=	1	Tree Everlasting
1959=	1	Tree Martin
1959=	1	Triangular Butterflyfish
1959=	1	Triggerfish
1959=	1	Tschudi's Froglet
1959=	1	Tusk
1959=	1	Unidentified teleost
1959=	1	Utchee Rainbowfish
1959=	1	VESPERTILIONIDAE
1959=	1	Vagabond butterflyfish
1959=	1	Victoria's Riflebird
1959=	1	Victorian blue gum
1959=	1	Vincent's Sillago
1959=	1	Waddi
1959=	1	Wallflower Poison
1959=	1	Warming's Lanternfish
1959=	1	Water Bush
1959=	1	Water Gum
1959=	1	Water apple
1959=	1	Wedgetail Triggerfish
1959=	1	Weeping Myall
1959=	1	West Australian Dhufish
1959=	1	Western Brown Snake
1959=	1	Western Chestnut Mouse
1959=	1	Western Coastal Wattle
1959=	1	Western Pygmy Perch
1959=	1	Western Spiny-tailed Gecko
1959=	1	Western Trumpeter Whiting
1959=	1	Western Wobbegong
1959=	1	Wet sclerophyll forest
1959=	1	Whimbrel (Siberian)
1959=	1	White Leafhopper
1959=	1	White Myrtle
1959=	1	White Tea-Tree
1959=	1	White-backed Swallow
1959=	1	White-barred boxfish
1959=	1	White-bellied Sea-Eagle
1959=	1	White-browed Scrubwren
1959=	1	White-eared Honeyeater
1959=	1	White-headed Pigeon
1959=	1	White-quilled Rock-Pigeon
1959=	1	White-winged Black Tern
1959=	1	Whitespotted devil
1959=	1	Whitetail damsel
1959=	1	Whitley's Sergeant
1959=	1	Wild passionfruit
1959=	1	Wilson's Storm-Petrel
1959=	1	Wilyurwur
1959=	1	Winged Broom-Pea
1959=	1	Wire-leaf Mistletoe
1959=	1	Wodjil Poison
1959=	1	Woolly
1959=	1	Yellow Box
1959=	1	Yellow Gum
1959=	1	Yellow Wattlebird
1959=	1	Yellow boxfish
1959=	1	Yellow-bellied Seasnake
1959=	1	Yellow-faced Whip Snake, Spinifex Snake
1959=	1	Yellow-nosed Albatross
1959=	1	Yellow-tailed Black-cockatoo
1959=	1	Yellowfin Parrotfish
1959=	1	Yellowfin Seabream
1959=	1	Yellowfin Whiting
1959=	1	Yellowspotted Boarfish
1959=	1	Yellowstripe Scad
1959=	1	Yellowtail Emperor
1959=	1	Yertchuk
1959=	1	Zoanthid
1959=	1	Zollinger's indigo
1959=	1	Zoroasterid Asteroids
1959=	1	abui, agon, big leaf, big lif rop, kebeas, wiliao
1959=	1	alder
1959=	1	anarep
1959=	1	apple box
1959=	1	apples
1959=	1	atechu, cachou, cutchtree, black cutch, black catechu
1959=	1	black pepper
1959=	1	blue gum
1959=	1	boo
1959=	1	bottlebrush
1959=	1	brisingid asteroids
1959=	1	brown terminalia
1959=	1	buas buas
1959=	1	bush pea
1959=	1	bushwillows, combretums
1959=	1	cacao tree, cocoa tree
1959=	1	candlenut
1959=	1	cassava
1959=	1	cassia
1959=	1	castor oil plant
1959=	1	cider gum
1959=	1	cinnamon, cassia
1959=	1	cocoa tree
1959=	1	corn
1959=	1	cotton tree, tree cotton
1959=	1	cowpea
1959=	1	drooping pine
1959=	1	dye fig, humped fig
1959=	1	echinasterid asteroids
1959=	1	elms
1959=	1	erect guinea flower
1959=	1	false sarsaparilla, purple coral pea, happy wanderer
1959=	1	fig
1959=	1	fruit trees
1959=	1	grape
1959=	1	grapevine
1959=	1	grass tree
1959=	1	grasses
1959=	1	green matid
1959=	1	gum
1959=	1	gutta percha
1959=	1	heartleaved silver gum
1959=	1	hoary guineaflower
1959=	1	hoop pine
1959=	1	jambul
1959=	1	kadam
1959=	1	kangaroos and wallabies
1959=	1	kauri pine
1959=	1	laurel
1959=	1	leechi, litchi, laichi, lichu, lizhi
1959=	1	mango
1959=	1	mantid
1959=	1	marine birds
1959=	1	marrango tree
1959=	1	mint
1959=	1	mistletoe
1959=	1	mountain coffee, arabica coffee
1959=	1	mugwort
1959=	1	needle bush
1959=	1	odontasterid asteroids
1959=	1	pale yellow terminalia
1959=	1	pomelo
1959=	1	pomelo fruit
1959=	1	praying mantid
1959=	1	prickly beauty, prickly bush-pea
1959=	1	rambutan
1959=	1	real cinnamon
1959=	1	river red gum
1959=	1	rubberwood
1959=	1	saltbush
1959=	1	sandalwood
1959=	1	scented geraniums, storksbills
1959=	1	sengon
1959=	1	silk tree
1959=	1	small-fruit Hakea
1959=	1	soapberry
1959=	1	soi phang, ca oi dau ne
1959=	1	soya bean
1959=	1	spurge
1959=	1	stony coral
1959=	1	susi-porma
1959=	1	sweet acacia
1959=	1	tea plant
1959=	1	thorn mimosa
1959=	1	true cinnamon
1959=	1	twiggy guinea flower
1959=	1	unidentifeid Teleost
