rank	count	SCIENTIFIC_NAME
2361=	6	Meranoplus barretti
2361=	6	Meranoplus dichrous
2361=	6	Meranoplus dimidiatus
2361=	6	Meranoplus diversus
2361=	6	Meranoplus doddi
2361=	6	Meranoplus duyfkeni
2361=	6	Meranoplus excavatus
2361=	6	Meranoplus fenestratus
2361=	6	Meranoplus ferrugineus
2361=	6	Meranoplus froggatti
2361=	6	Meranoplus hilli
2361=	6	Meranoplus hospes
2361=	6	Meranoplus linae
2361=	6	Meranoplus minimus
2361=	6	Meranoplus minor
2361=	6	Meranoplus mjobergi
2361=	6	Meranoplus oceanicus
2361=	6	Meranoplus oxleyi
2361=	6	Meranoplus pubescens
2361=	6	Meranoplus puryi
2361=	6	Meranoplus rugosus
2361=	6	Meranoplus similis
2361=	6	Meranoplus unicolor
2361=	6	Meretrix meretrix
2361=	6	Merisca margaritina
2361=	6	Mesembriomys macrurus
2361=	6	Mesophloeobia yeatesi
2361=	6	Metacanthus (Metacanthus) pertener vittatus
2361=	6	Microporus gestroi
2361=	6	Microporus ovatulus
2361=	6	Micropyga tuberculata
2361=	6	Microvelia (Pacificovelia) oceanica
2361=	6	Mimotrechus carteri
2361=	6	Mimotrechus scitulus
2361=	6	Miniopterus australis
2361=	6	Mirounga leonina
2361=	6	Mitra (Mitra) carbonaria
2361=	6	Mitra (Mitra) chalybeia
2361=	6	Mitra (Mitra) nubila nubila
2361=	6	Mitra (Mitra) stictica
2361=	6	Mitra (Nebularia) chrysalis
2361=	6	Mitra (Nebularia) fraga
2361=	6	Mitra (Nebularia) proscissa
2361=	6	Mitra (Nebularia) rubritincta
2361=	6	Mitra (Strigatella) paupercula
2361=	6	Mitra (Strigatella) pellisserpentis pellisserpentis
2361=	6	Mitra (Strigatella) scutulata
2361=	6	Mixophyes schevilli
2361=	6	Mochtherus obscurus
2361=	6	Monacanthus chinensis
2361=	6	Monachometra patula
2361=	6	Monachometra robusta
2361=	6	Monocentrum frenchi
2361=	6	Monocentrum grandiceps
2361=	6	Monocentrum laticeps
2361=	6	Monocentrum longiceps
2361=	6	Monocentrum macros
2361=	6	Monocentrum megacephalum
2361=	6	Monocentrum parallelum
2361=	6	Monocentrum perlongum
2361=	6	Monocentrum procerum
2361=	6	Monocentrum robustum
2361=	6	Monomorium falcatum
2361=	6	Montacuta jervisensis
2361=	6	Montacuta vitreus
2361=	6	Monteithiella humeralis
2361=	6	Montrouzieriellus turneri
2361=	6	Morelia bredli
2361=	6	Morethia butleri
2361=	6	Morethia taeniopleura
2361=	6	Morion australis
2361=	6	Morion dalbertisi
2361=	6	Mugil cephalus
2361=	6	Mugilogobius notospilus
2361=	6	Munduala kuranda
2361=	6	Munduala maculosa
2361=	6	Munduala typica
2361=	6	Murphitella franklandiensis
2361=	6	Murravia exarata
2361=	6	Mutusca prolixa
2361=	6	Myadora ovata
2361=	6	Myappena capito
2361=	6	Mycoolona atricornis
2361=	6	Mygoodano virescens
2361=	6	Myiagra (Myiagra) cyanoleuca
2361=	6	Myiagra (Myiagra) rubecula
2361=	6	Myobatrachus gouldii
2361=	6	Myodorthaea monteithi
2361=	6	Myrmeleon diminutus
2361=	6	Mysella dromanaensis
2361=	6	Nactus galgajuga
2361=	6	Nactus pelagicus
2361=	6	Narcine tasmaniensis
2361=	6	Nassaria (Nassaria) acuminata
2361=	6	Nassarius (Nassarius) arcularia
2361=	6	Nassarius (Nassarius) arcularia arcularia
2361=	6	Nassarius (Niotha) delicatus
2361=	6	Nassarius (Plicarcularia) fraudulentus
2361=	6	Nassarius (Profundinassa) dilutus
2361=	6	Nassarius (Telasco) gaudiosus
2361=	6	Nassarius (Telasco) reeveanus
2361=	6	Nassarius (Zeuxis) algidus
2361=	6	Nassarius (Zeuxis) crebriscostatus
2361=	6	Nassarius (Zeuxis) macrocephalus
2361=	6	Natatolana pellucida
2361=	6	Nealotus tripes
2361=	6	Neamia articycla
2361=	6	Nectarinia (Cyrtostomus) jugularis
2361=	6	Nectarinia (Cyrtostomus) jugularis frenata
2361=	6	Nectria ocellata
2361=	6	Nelusetta ayraud
2361=	6	Nemipterus balinensis
2361=	6	Neobatrachus aquilonius
2361=	6	Neocancilla papilio papilio
2361=	6	Neocarenum angustatum
2361=	6	Neocarenum blackburni
2361=	6	Neocarenum cylindripenne
2361=	6	Neocarenum dingo
2361=	6	Neocarenum parviceps
2361=	6	Neocarenum retusum
2361=	6	Neocarenum rugosulum
2361=	6	Neocarenum singulare
2361=	6	Neocarenum spenceri
2361=	6	Neochmia (Aegintha) temporalis temporalis
2361=	6	Neocymodema sulcicollis
2361=	6	Neognathophausia ingens
2361=	6	Neolethaeus australiensis
2361=	6	Neomazium typicum
2361=	6	Neometra conaminis
2361=	6	Neometra gorgonia
2361=	6	Neoscaphus simplex
2361=	6	Nephrurus stellatus
2361=	6	Nephrurus wheeleri
2361=	6	Nerita (Ilynerita) planospira
2361=	6	Nerita (Linnerita) polita
2361=	6	Nerita (Theliostyla) chamaeleon
2361=	6	Nesoptilotis leucotis novaenorciae
2361=	6	Neuroctenus crassicornis
2361=	6	Neuroctenus hyalinipennis australicus
2361=	6	Niarius haglundi
2361=	6	Niarius umbrosus
2361=	6	Niarius venosus
2361=	6	Nimba saxatilis
2361=	6	Ninus insignis
2361=	6	Niveoscincus coventryi
2361=	6	Niveoscincus metallicus
2361=	6	Niveoscincus ocellatus
2361=	6	Noliphus annulipes
2361=	6	Notiasemus glauerti
2361=	6	Notius melancholicus
2361=	6	Notius posticus
2361=	6	Notocypraea angustata
2361=	6	Notocypraea comptoni comptoni
2361=	6	Notocypraea declivis
2361=	6	Notocypraea piperita piperita
2361=	6	Notogibbula preissiana
2361=	6	Notomys cervinus
2361=	6	Notomys fuscus
2361=	6	Notomys mitchellii
2361=	6	Notoncus spinisquamis
2361=	6	Notonecta (Enitharonecta) handlirschi
2361=	6	Notonecta (Notonecta) australis
2361=	6	Notonomus philippi
2361=	6	Nototrechus unicolor
2361=	6	Novatilla barnardi
2361=	6	Novatilla virgata
2361=	6	Nuchequula gerreoides
2361=	6	Numilia subquadrata
2361=	6	Nurus curtus
2361=	6	Nurus latipennis
2361=	6	Nurus niger
2361=	6	Nyctimystes dayi
2361=	6	Nyctophilus arnhemensis
2361=	6	Nymphocoris hilli
2361=	6	Nysius spectabilis
2361=	6	Nysius vinitor
2361=	6	Ochterus secundus secundus
2361=	6	Ocirrhoe australis
2361=	6	Ocirrhoe cavenda
2361=	6	Ocirrhoe dallasi
2361=	6	Ocirrhoe westwoodi
2361=	6	Ocirrhoe wilsoni
2361=	6	Ocrisiona koahi
2361=	6	Ocrisiona leucocomis
2361=	6	Ocrisiona melancholica
2361=	6	Ocypode ceratophthalma
2361=	6	Ocypode cordimanus
2361=	6	Odontodactylus scyllarus
2361=	6	Ogeria arcuata
2361=	6	Ogeria bifurca
2361=	6	Ogeria biprojecta
2361=	6	Ogeria cavatica
2361=	6	Ogeria convexicauda
2361=	6	Ogeria dentispina
2361=	6	Ogeria multidentata
2361=	6	Ogeria obliquicauda
2361=	6	Ogeria parallela
2361=	6	Ogeria quadridentata
2361=	6	Ogeria spinera
2361=	6	Oligometra carpenteri
2361=	6	Oligometra serripinna
2361=	6	Oligometrides adeonae
2361=	6	Omyta centrolineata centrolineata
2361=	6	Omyta delineata
2361=	6	Omyta spinosa
2361=	6	Oncocoris carpentarius
2361=	6	Oncocoris coelebs
2361=	6	Oncocoris discoideus
2361=	6	Oncocoris exus
2361=	6	Oncocoris griseus
2361=	6	Oncocoris hackeri
2361=	6	Oncocoris normantoni
2361=	6	Oncocoris ruber
2361=	6	Oncocoris spiculus
2361=	6	Oncocoris turbator
2361=	6	Oncocoris typicus
2361=	6	Onitis alexis
2361=	6	Onthophagus arrilla
2361=	6	Onthophagus atrox
2361=	6	Onthophagus auritus
2361=	6	Onthophagus australis
2361=	6	Onthophagus bicarinaticeps
2361=	6	Onthophagus chepara
2361=	6	Onthophagus clypealis
2361=	6	Onthophagus darlingtoni
2361=	6	Onthophagus desectus
2361=	6	Onthophagus dicranocerus
2361=	6	Onthophagus discolor
2361=	6	Onthophagus fabricii
2361=	6	Onthophagus furcaticeps
2361=	6	Onthophagus gandju
2361=	6	Onthophagus glabratus
2361=	6	Onthophagus granulatus
2361=	6	Onthophagus gurburra
2361=	6	Onthophagus lamgalio
2361=	6	Onthophagus laminatus
2361=	6	Onthophagus macrocephalus
2361=	6	Onthophagus manya
2361=	6	Onthophagus mije
2361=	6	Onthophagus millamilla
2361=	6	Onthophagus mongana
2361=	6	Onthophagus mulgravei
2361=	6	Onthophagus nammuldi
2361=	6	Onthophagus nigriventris
2361=	6	Onthophagus nodulifer
2361=	6	Onthophagus nurubuan
2361=	6	Onthophagus parallelicornis
2361=	6	Onthophagus parvus
2361=	6	Onthophagus purpureicollis
2361=	6	Onthophagus rubrimaculatus
2361=	6	Onthophagus sagittarius
2361=	6	Onthophagus subocelliger
2361=	6	Onthophagus symbioticus
2361=	6	Onthophagus walteri
2361=	6	Onthophagus wombalano
2361=	6	Onthophagus worooa
2361=	6	Onthophagus yeyeko
2361=	6	Onthophagus yourula
2361=	6	Ontiscus barberi
2361=	6	Ontiscus brevipilus
2361=	6	Ontiscus brevis
2361=	6	Ontiscus darwini
2361=	6	Ontiscus obscurus
2361=	6	Ontiscus vitiensis
2361=	6	Onychomyrmex mjobergi
2361=	6	Onychoprion anaethetus antarctica
2361=	6	Onymocoris barberi
2361=	6	Onymocoris hackeri
2361=	6	Onymocoris izzardi
2361=	6	Ooldeon maculipes
2361=	6	Ophidiocephalus taeniatus
2361=	6	Opistognathus darwiniensis
2361=	6	Opistognathus jacksoniensis
2361=	6	Oplobates woodwardi
2361=	6	Oratosquillina interrupta
2361=	6	Orcinus orca
2361=	6	Ordirete hopevalensis
2361=	6	Orectognathus clarki
2361=	6	Orectolobus halei
2361=	6	Oreoica gutturalis gutturalis
2361=	6	Orius chadwicki
2361=	6	Orthetrum migratum
2361=	6	Orthetrum serapia
2361=	6	Orthoscuticella amphora
2361=	6	Orthoscuticella intermedia
2361=	6	Orthoscuticella lata
2361=	6	Orthoscuticella lorica
2361=	6	Orthoscuticella margaritacea
2361=	6	Orthoscuticella urnula
2361=	6	Orthoscuticella ventricosa
2361=	6	Orthoscuticella wilsoni
2361=	6	Oryctoderus latitarsis
2361=	6	Ostorhinchus fasciatus
2361=	6	Otostigmus astenus
2361=	6	Otostigmus ateles
2361=	6	Otostigmus politus
2361=	6	Otostigmus tuberculatus
2361=	6	Oxycomanthus comanthipinna
2361=	6	Oxycomanthus perplexum
2361=	6	Oxycomanthus plectrophorum
2361=	6	Pachycondyla australis
2361=	6	Pachymerellus zygethus
2361=	6	Pachymerinus australis
2361=	6	Pachymerinus froggatti
2361=	6	Pachyplagia acracantheis
2361=	6	Pachyplagia aremenohylaea
2361=	6	Pachyplagia australia
2361=	6	Pachyplagia nesohylaea
2361=	6	Pachyplagia ombriohylaea
2361=	6	Pachyplagia sporadohylaea
2361=	6	Palmadusta humphreysii
2361=	6	Palmadusta lutea
2361=	6	Palmadusta ziczac
2361=	6	Pamborus viridis
2361=	6	Pamerapa murrhea
2361=	6	Pamerapa pilosa
2361=	6	Pamerarma necventralis
2361=	6	Panaetius lobulatus
2361=	6	Paphia (Paphia) semirugata
2361=	6	Paphia (Paphia) undulata
2361=	6	Paphia (Protapes) gallus
2361=	6	Paracarventus woodwardi
2361=	6	Paraeucosmetus cincticornis
2361=	6	Paraeucosmetus insignis
2361=	6	Paraeucosmetus pacificus
2361=	6	Paraeucosmetus pallicornis
2361=	6	Paragenor halei
2361=	6	Paragenor robustus
2361=	6	Paralamyctes (Haasiella) camooensis
2361=	6	Paralamyctes (Haasiella) ginini
2361=	6	Paralamyctes (Haasiella) subicolus
2361=	6	Paralamyctes (Nothofagobius) cassisi
2361=	6	Paralamyctes (Nothofagobius) mesibovi
2361=	6	Paralamyctes (Paralamyctes) monteithi
2361=	6	Paralamyctes (Paralamyctes) neverneverensis
2361=	6	Paralamyctes (Thingathinga) grayi
2361=	6	Paralamyctes (Thingathinga) hornerae
2361=	6	Paranaspides lacustris
2361=	6	Paranisops endymion
2361=	6	Paranisops inconstans
2361=	6	Parantechinus bilarni
2361=	6	Parantropora laguncula
2361=	6	Parapasiphae sulcatifrons
2361=	6	Paraplatoides niger
2361=	6	Pararhombocoris distinctus
2361=	6	Parascolopsis eriomma
2361=	6	Parascolopsis inermis
2361=	6	Parascutigera aculeata
2361=	6	Parascutigera guttata
2361=	6	Parascutigera mjobergi
2361=	6	Parascutigera noduligera
2361=	6	Parascutigera sphinx
2361=	6	Parascutigera spinulata
2361=	6	Parascutigera viridula
2361=	6	Parascyllium variolatum
2361=	6	Parasuta flagellum
2361=	6	Parasynthemis regina
2361=	6	Paratanytarsus kathleenae
2361=	6	Parathyginus doddi
2361=	6	Pardalotus (Pardalotinus) striatus
2361=	6	Pardalotus (Pardalotinus) striatus substriatus
2361=	6	Pardalotus (Pardalotus) punctatus
2361=	6	Parellisina albida
2361=	6	Paristiopterus labiosus
2361=	6	Parmularia smeatoni
2361=	6	Parocirrhoe woodwardi
2361=	6	Parribacus antarcticus
2361=	6	Pastinachus ater
2361=	6	Pateena curta
2361=	6	Pateena polymitarior
2361=	6	Paussotropus cylindricus
2361=	6	Pegala laevis
2361=	6	Pegasus lancifer
2361=	6	Pegasus volitans
2361=	6	Peltocopta crassiventris
2361=	6	Percnon affine
2361=	6	Perileptus (Perileptus) cylindricollis
2361=	6	Perileptus (Pyrrotachys) constrictipes
2361=	6	Perileptus (Pyrrotachys) minimus
2361=	6	Perileptus (Pyrrotachys) sloanei
2361=	6	Perileptus (Pyrrotachys) subopacus
2361=	6	Perileptus (Pyrrotachys) westralis
2361=	6	Peronella lesueuri
2361=	6	Pesvarus pachypus
2361=	6	Petaurus gracilis
2361=	6	Petrogale concinna
2361=	6	Petrogale xanthopus
2361=	6	Petroica (Petroica) goodenovii
2361=	6	Phaenacantha australiae
2361=	6	Phalium areola
2361=	6	Phaneropora galatheae
2361=	6	Phanogenia distinctus
2361=	6	Phanogenia gracilis
2361=	6	Phanogenia multibrachiatus
2361=	6	Pharaonella rostrata
2361=	6	Phascolarctos cinereus
2361=	6	Phasianotrochus irisodontes
2361=	6	Philemon (Philemon) buceroides
2361=	6	Philemon (Philemon) buceroides yorki
2361=	6	Philipis quadraticollis
2361=	6	Philipis striata
2361=	6	Philoscaphus bicostatus
2361=	6	Philoscaphus carinatus
2361=	6	Phycocus graniceps
2361=	6	Phylloda foliacea
2361=	6	Physopelta australis
2361=	6	Physopelta gutta famelica
2361=	6	Physopelta gutta gutta
2361=	6	Pilbarascutigera incola
2361=	6	Pillucina pisidium
2361=	6	Pinguitellina pinguis
2361=	6	Piramurana cyclops
2361=	6	Pirothyris vercoi
2361=	6	Pirricoris annectans
2361=	6	Pisinna castella
2361=	6	Pisinna frenchiensis
2361=	6	Pitar (Pitarina) bullatus
2361=	6	Pitar (Pitarina) potteri
2361=	6	Pitar (Pitarina) regularis
2361=	6	Placamen calophyllum
2361=	6	Plagiocardium (Maoricardium) setosum
2361=	6	Planilaoma luckmanii
2361=	6	Platycephalus fuscus
2361=	6	Platycephalus laevigatus
2361=	6	Platycoris bipunctatus
2361=	6	Platycoris brunneus
2361=	6	Platycoris fulvolateris
2361=	6	Platycoris minimus
2361=	6	Platycoris musgravei
2361=	6	Platycoris rotundatus
2361=	6	Platycoris rugosus
2361=	6	Platylomalus victoriae
2361=	6	Platysoma (Platysoma) paugami paugami
2361=	6	Platythyrea parallela
2361=	6	Platytomus obscurior
2361=	6	Platytomus pachypus
2361=	6	Platytomus tibialis
2361=	6	Plautia grossepunctata
2361=	6	Plectorhyncha lanceolata
2361=	6	Pleurocodonellina clavicula
2361=	6	Pleurocodonellina laciniosa
2361=	6	Pleurocodonellina signata
2361=	6	Plinthisus (Isioscytus) australiensis
2361=	6	Plinthisus (Nanoplinthisus) acrocephalus
2361=	6	Plinthisus (Nanoplinthisus) bassianus
2361=	6	Plinthisus (Nanoplinthisus) dampieris
2361=	6	Plinthisus (Nanoplinthisus) flindersi
2361=	6	Plinthisus (Nanoplinthisus) grossi
2361=	6	Plinthisus (Nanoplinthisus) mullewa
2361=	6	Plinthisus (Nanoplinthisus) nudus
2361=	6	Plinthisus (Nanoplinthisus) platycephalus
2361=	6	Plinthisus (Nanoplinthisus) reticulatus
2361=	6	Plinthisus (Nanoplinthisus) sericeus
2361=	6	Plinthisus (Nanoplinthisus) tindalis
2361=	6	Podomyrma adelaidae
2361=	6	Podomyrma basalis
2361=	6	Podomyrma bispinosa
2361=	6	Podomyrma chasei
2361=	6	Podomyrma christae
2361=	6	Podomyrma clarki
2361=	6	Podomyrma delbruckii
2361=	6	Podomyrma densestrigosa
2361=	6	Podomyrma elongata
2361=	6	Podomyrma femorata
2361=	6	Podomyrma ferruginea
2361=	6	Podomyrma formosa
2361=	6	Podomyrma grastralis
2361=	6	Podomyrma gratiosa
2361=	6	Podomyrma grossestriata
2361=	6	Podomyrma inermis
2361=	6	Podomyrma kitschneri
2361=	6	Podomyrma kraepelini
2361=	6	Podomyrma laevifrons
2361=	6	Podomyrma laevissima
2361=	6	Podomyrma lampros
2361=	6	Podomyrma libra
2361=	6	Podomyrma macrophthalma
2361=	6	Podomyrma maculiventris
2361=	6	Podomyrma marginata
2361=	6	Podomyrma micans
2361=	6	Podomyrma mjobergi
2361=	6	Podomyrma muckeli
2361=	6	Podomyrma nitida
2361=	6	Podomyrma novemdentata
2361=	6	Podomyrma obscurior
2361=	6	Podomyrma octodentata
2361=	6	Podomyrma odae
2361=	6	Podomyrma omniparens
2361=	6	Podomyrma overbecki
2361=	6	Podomyrma rugosa
2361=	6	Podomyrma turneri
2361=	6	Podotenus channonensis
2361=	6	Poecilometis alexandrianus
2361=	6	Poecilometis apicalis apicalis
2361=	6	Poecilometis calidus
2361=	6	Poecilometis confusus
2361=	6	Poecilometis darwini plenicolor
2361=	6	Poecilometis extraneus
2361=	6	Poecilometis fasciatus
2361=	6	Poecilometis fuscescens
2361=	6	Poecilometis griseicolor
2361=	6	Poecilometis longicornis
2361=	6	Poecilometis macromaculatus
2361=	6	Poecilometis monteithi
2361=	6	Poecilometis nigriventris decoratus
2361=	6	Poecilometis nigriventris nigriventris
2361=	6	Poecilometis pallescens
2361=	6	Poecilometis politus
2361=	6	Poecilometis punctiventris
2361=	6	Poecilotoma callosa
2361=	6	Poecilotoma perconfusa
2361=	6	Pogonus cardiotrachelus
2361=	6	Pogonus diplochaetoides
2361=	6	Pogonus fennelli
2361=	6	Pogonus matthewsi
2361=	6	Pogonus saskiae
2361=	6	Pogonus vicinus
2361=	6	Polinices (Polinices) flemingianus
2361=	6	Polinices (Polinices) mammilla
2361=	6	Polyodontognathus caerulescens
2361=	6	Polypedilum (Polypedilum) nubiferum
2361=	6	Polyprion americanus
2361=	6	Polyprion oxygeneios
2361=	6	Polyrhachis clotho
2361=	6	Pomadasys argenteus
2361=	6	Pomadasys auritus
2361=	6	Pomadasys kaakan
2361=	6	Pomadasys maculatus
2361=	6	Pomadasys trifasciatus
2361=	6	Pomatostomus (Morganornis) superciliosus superciliosus
2361=	6	Pomatostomus (Pomatostomus) temporalis
2361=	6	Pontiometra andersoni
2361=	6	Porismus strigatus
2361=	6	Porocara glabrata
2361=	6	Potamarcha congener
2361=	6	Prionopodella pectinigera
2361=	6	Proablepharus kinghorni
2361=	6	Probatoceps monteithi
2361=	6	Prolactistes australis
2361=	6	Prolasius bruneus
2361=	6	Prolasius flavicornis
2361=	6	Prolasius hellenae
2361=	6	Prolasius nitidissimus
2361=	6	Prolasius pallidus
2361=	6	Prolasius wilsoni
2361=	6	Propetestrica angulata
2361=	6	Propetestrica trimaculata
2361=	6	Prosopogmus oodiformis
2361=	6	Prosympiestus dilatatus
2361=	6	Prosympiestus nasutus
2361=	6	Prosympiestus subparallelus
2361=	6	Protestrica montana
2361=	6	Prothereua annulata
2361=	6	Pseudagonica nitida nitida
2361=	6	Pseudagonica nitida orientalis
2361=	6	Pseudapines geminata
2361=	6	Pseudarchaster boardmani
2361=	6	Pseudechis collettii
2361=	6	Pseudocaranx dentex
2361=	6	Pseudocaranx georgianus
2361=	6	Pseudodaphnella tincta
2361=	6	Pseudomugil signifer
2361=	6	Pseudomys desertor
2361=	6	Pseudomys fumeus
2361=	6	Pseudomys hermannsburgensis
2361=	6	Pseudomys occidentalis
2361=	6	Pseudomys shortridgei
2361=	6	Pseudonaja guttata
2361=	6	Pseudoncocoris southcotti
2361=	6	Pseudonepanthia gracilis
2361=	6	Pseudopachybrachius undulatus
2361=	6	Pseudorhombus diplospilus
2361=	6	Pseudorhombus triocellatus
2361=	6	Pseudothecadactylus lindneri
2361=	6	Pseudotorinia amoena
2361=	6	Pseudotorinia delectabilis
2361=	6	Psychopsis elegans
2361=	6	Pternistria bispina
2361=	6	Pteropus poliocephalus
2361=	6	Pterygia conus
2361=	6	Pterygia crenulata
2361=	6	Pterygia fenestrata
2361=	6	Pterynotus (Pterynotus) bednalli
2361=	6	Ptilometra australis
2361=	6	Ptilometra macronema
2361=	6	Ptilotula plumulus
2361=	6	Ptychodera flava
2361=	6	Ptycta campbelli
2361=	6	Puellina egretta
2361=	6	Puellina vulgaris
2361=	6	Purpuradusta microdon
2361=	6	Purpuradusta minoridens
2361=	6	Pustularia bistrinotata mediocris
2361=	6	Queenslandophilus sjostedti
2361=	6	Rattus leucopus
2361=	6	Rattus villosissimus
2361=	6	Rectilamina australis
2361=	6	Recurvirostra novaehollandiae
2361=	6	Rhabdotus reflexus
2361=	6	Rhynchocinetes brucei
2361=	6	Rhynchozoon bifurcum
2361=	6	Rhynchozoon compactum
2361=	6	Rhynchozoon haha
2361=	6	Rhynchozoon heteromorpha
2361=	6	Rhynchozoon limatulum
2361=	6	Rhynchozoon scopulorum
2361=	6	Rhynchozoon splendens
2361=	6	Rhynchozoon tubulosum
2361=	6	Rhyparus helophoroides
2361=	6	Rhyparus ironensis
2361=	6	Rhysida carinulata
2361=	6	Rhysida nuda
2361=	6	Rhysida polyacantha
2361=	6	Rhyssemus blackburnei
2361=	6	Rhyssemus inscitus
2361=	6	Rhytidoponera aciculata
2361=	6	Rhytidoponera maniae
2361=	6	Rhytidoponera mayri
2361=	6	Rhytidoponera metallica
2361=	6	Rhytidoponera taurus
2361=	6	Rhytidoponera victoriae
2361=	6	Rhytisternus liopleurus
2361=	6	Rhytisternus miser
2361=	6	Rhyzodiastes (Rhyzoarca) burnsi
2361=	6	Ribautia aggregata
2361=	6	Ribautia conifera
2361=	6	Ribautia derrana
2361=	6	Ribautia dietrichiae
2361=	6	Ribautia imparata
2361=	6	Ribautia mjobergi
2361=	6	Ribautia porosa
2361=	6	Ribautia rainbowi
2361=	6	Ribautia repanda
2361=	6	Ribautia wheeleri
2361=	6	Riptortus abdominalis
2361=	6	Riptortus atricornis
2361=	6	Riptortus serripes
2361=	6	Rissoella (Jeffreysilla) confusa confusa
2361=	6	Saccoglossus otagoensis
2361=	6	Saiphos equalis
2361=	6	Sandalodes scopifer
2361=	6	Sandalodes superbus
2361=	6	Saproscincus mustelinus
2361=	6	Saprosites mendax
2361=	6	Saprosites nitidicollis
2361=	6	Sarticus (Sarticus) aubei
2361=	6	Sassia (Austrotriton) bassi
2361=	6	Sassia (Sassia) parkinsonia
2361=	6	Scabricola (Scabricola) eximia
2361=	6	Scabricola (Swainsonia) casta
2361=	6	Scabricola (Swainsonia) ekerae
2361=	6	Scaevius milii
2361=	6	Schizoporella errata
2361=	6	Schizosmittina maplestonei
2361=	6	Schizotaenia oliga
2361=	6	Sciocoris obscurus
2361=	6	Sciophyrella australica
2361=	6	Scissurella coronata
2361=	6	Sclerasterias dubia
2361=	6	Scoliorhapis theeli
2361=	6	Scolopendra morsitans
2361=	6	Scolopendra subspinipes mutilans
2361=	6	Scoloposcelis parallelus
2361=	6	Scotinophara allanae
2361=	6	Scutarcopagia linguafelis
2361=	6	Secutor insidiator
2361=	6	Sejanus palumae
2361=	6	Sepedonophilus hodites
2361=	6	Sepedonophilus morbosus
2361=	6	Sepedonophilus perforatus
2361=	6	Sericornis (Sericornis) frontalis
2361=	6	Seriola hippos
2361=	6	Seriola lalandi
2361=	6	Serolina acaste
2361=	6	Setocoris bybliphilus
2361=	6	Setodyschirius macleayi
2361=	6	Setodyschirius mastersii
2361=	6	Setodyschirius ovensensis
2361=	6	Setodyschirius stephensii
2361=	6	Setodyschirius torrensensis
2361=	6	Setodyschirius wilsoni
2361=	6	Setodyschirius zonatus
2361=	6	Sillago analis
2361=	6	Sillago burra
2361=	6	Sillago maculata
2361=	6	Simaetha paetula
2361=	6	Simoselaps anomalus
2361=	6	Sinezona carinata
