rank	count	Longitude
584=	7	147.81361
584=	7	148.10068
584=	7	148.97598
584=	7	149.15726
584=	7	149.52260
584=	7	149.73900
584=	7	150.18590
584=	7	151.15100
584=	7	153.05000
584=	7	159.04470
584=	7	159.06867
628=	6	113.84910
628=	6	114.43760
628=	6	114.66400
628=	6	115.06744
628=	6	115.09890
628=	6	115.14150
628=	6	115.48886
628=	6	115.87091
628=	6	115.91556
628=	6	116.37240
628=	6	116.96508
628=	6	116.97158
628=	6	117.01908
628=	6	117.05350
628=	6	117.89040
628=	6	118.49830
628=	6	119.82000
628=	6	120.03333
628=	6	120.64611
628=	6	120.79202
628=	6	121.69060
628=	6	122.16230
628=	6	122.23000
628=	6	131.01750
628=	6	131.02629
628=	6	133.08167
628=	6	135.32338
628=	6	135.63402
628=	6	138.60000
628=	6	138.62379
628=	6	138.70000
628=	6	138.70033
628=	6	139.22760
628=	6	140.00000
628=	6	141.15960
628=	6	141.38700
628=	6	144.86247
628=	6	144.88900
628=	6	145.12246
628=	6	145.26666
628=	6	145.26670
628=	6	145.31977
628=	6	145.48502
628=	6	145.53311
628=	6	145.60000
628=	6	145.68333
628=	6	145.76625
628=	6	145.94500
628=	6	147.70416
628=	6	147.86080
628=	6	147.89981
628=	6	148.03461
628=	6	148.82302
628=	6	148.83680
628=	6	149.01973
628=	6	150.93342
628=	6	150.94483
628=	6	151.05789
628=	6	151.25600
628=	6	151.30705
628=	6	152.48330
628=	6	152.81076
628=	6	152.95110
628=	6	153.18580
628=	6	153.18722
628=	6	153.20000
628=	6	159.07250
628=	6	164.26020
628=	6	164.96680
628=	6	167.98024
698=	5	105.37000
698=	5	114.37110
698=	5	116.03000
698=	5	116.12200
698=	5	116.21510
698=	5	116.47769
698=	5	116.53711
698=	5	116.96816
698=	5	117.02969
698=	5	117.23177
698=	5	118.55000
698=	5	119.40955
698=	5	119.95930
698=	5	120.15620
698=	5	120.64180
698=	5	120.79647
698=	5	120.90275
698=	5	121.21140
698=	5	123.16870
698=	5	131.11889
698=	5	132.20927
698=	5	132.61194
698=	5	133.50306
698=	5	140.43320
698=	5	140.44900
698=	5	140.63330
698=	5	141.18400
698=	5	141.25244
698=	5	141.76418
698=	5	141.77017
698=	5	142.27697
698=	5	142.35000
698=	5	142.42000
698=	5	144.65000
698=	5	145.28342
698=	5	145.29083
698=	5	145.32558
698=	5	145.43250
698=	5	145.60500
698=	5	145.62616
698=	5	146.10000
698=	5	146.34061
698=	5	146.36852
698=	5	146.40972
698=	5	146.81836
698=	5	146.89200
698=	5	148.53333
698=	5	148.58330
698=	5	148.78333
698=	5	149.60000
698=	5	150.06340
698=	5	150.31790
698=	5	150.93754
698=	5	151.03461
698=	5	151.07400
698=	5	151.39583
698=	5	151.93500
698=	5	152.04302
698=	5	152.45100
698=	5	152.53800
698=	5	152.65000
698=	5	166.92675
760=	4	114.03340
760=	4	115.01638
760=	4	115.05553
760=	4	116.57250
760=	4	116.72478
760=	4	117.61205
760=	4	117.76325
760=	4	118.14623
760=	4	119.58560
760=	4	120.54944
760=	4	120.55927
760=	4	120.63791
760=	4	120.66966
760=	4	120.71719
760=	4	120.76163
760=	4	120.85216
760=	4	121.16330
760=	4	125.85420
760=	4	127.80390
760=	4	131.03115
760=	4	131.03328
760=	4	131.03523
760=	4	131.12510
760=	4	131.18000
760=	4	132.32120
760=	4	132.44500
760=	4	132.78250
760=	4	132.85030
760=	4	132.85389
760=	4	132.90333
760=	4	132.99994
760=	4	133.04000
760=	4	134.35420
760=	4	135.66666
760=	4	137.00111
760=	4	137.05278
760=	4	138.51666
760=	4	139.66722
760=	4	140.44191
760=	4	140.86460
760=	4	141.36883
760=	4	141.73000
760=	4	141.77505
760=	4	141.84228
760=	4	142.33417
760=	4	142.53194
760=	4	143.11949
760=	4	143.18333
760=	4	144.90000
760=	4	145.00000
760=	4	145.05090
760=	4	145.21670
760=	4	145.23333
760=	4	145.27000
760=	4	145.27703
760=	4	145.35072
760=	4	145.43330
760=	4	145.53650
760=	4	145.56670
760=	4	145.66667
760=	4	145.86370
760=	4	145.90171
760=	4	145.91638
760=	4	145.92265
760=	4	146.11170
760=	4	146.15528
760=	4	146.15840
760=	4	146.62185
760=	4	147.00400
760=	4	147.30949
760=	4	147.42207
760=	4	147.96225
760=	4	148.16667
760=	4	148.26350
760=	4	148.26667
760=	4	148.91667
760=	4	149.75000
760=	4	150.00000
760=	4	150.10000
760=	4	150.71043
760=	4	150.85120
760=	4	150.88500
760=	4	151.10010
760=	4	152.36800
760=	4	152.39216
760=	4	152.72000
760=	4	152.75581
760=	4	152.85000
760=	4	153.05780
760=	4	153.07120
760=	4	153.19333
760=	4	153.60000
760=	4	167.95194
760=	4	167.95795
854=	3	0.00000
854=	3	105.41000
854=	3	114.29100
854=	3	114.69020
854=	3	115.13500
854=	3	115.63699
854=	3	115.66938
854=	3	116.06879
854=	3	116.08610
854=	3	116.37550
854=	3	116.51489
854=	3	116.84591
854=	3	116.91005
854=	3	116.92169
854=	3	117.08477
854=	3	117.22000
854=	3	117.95900
854=	3	119.36240
854=	3	120.09820
854=	3	120.53330
854=	3	120.63772
854=	3	120.67308
854=	3	120.74694
854=	3	120.82936
854=	3	121.15050
854=	3	122.96750
854=	3	128.12000
854=	3	128.78239
854=	3	130.48167
854=	3	130.96674
854=	3	131.02059
854=	3	131.02364
854=	3	131.02757
854=	3	131.03229
854=	3	133.46661
854=	3	135.43008
854=	3	137.67300
854=	3	138.18801
854=	3	138.39509
854=	3	138.85000
854=	3	141.33570
854=	3	141.38630
854=	3	141.52536
854=	3	142.25920
854=	3	142.28408
854=	3	142.29444
854=	3	142.56667
854=	3	142.60114
854=	3	143.83333
854=	3	144.61308
854=	3	144.72428
854=	3	144.89000
854=	3	145.02050
854=	3	145.14000
854=	3	145.25000
854=	3	145.29133
854=	3	145.31688
854=	3	145.37400
854=	3	145.46667
854=	3	145.63333
854=	3	145.67580
854=	3	145.76670
854=	3	145.80000
854=	3	145.86670
854=	3	145.89200
854=	3	146.08632
854=	3	146.30000
854=	3	146.40000
854=	3	146.63140
854=	3	146.72931
854=	3	146.77700
854=	3	146.87500
854=	3	147.18816
854=	3	147.33232
854=	3	147.79500
854=	3	147.88493
854=	3	148.07140
854=	3	148.28828
854=	3	148.55700
854=	3	148.71670
854=	3	148.72752
854=	3	148.99905
854=	3	149.08333
854=	3	149.21670
854=	3	149.26667
854=	3	149.30340
854=	3	150.15741
854=	3	150.28533
854=	3	150.98548
854=	3	151.00000
854=	3	151.00833
854=	3	151.03722
854=	3	151.08333
854=	3	151.11335
854=	3	151.34200
854=	3	151.98333
854=	3	152.25000
854=	3	152.47390
854=	3	152.50401
854=	3	152.56666
854=	3	152.70000
854=	3	152.71235
854=	3	152.76700
854=	3	152.91667
854=	3	153.10570
854=	3	153.11000
854=	3	153.15000
854=	3	153.16980
854=	3	153.37350
854=	3	159.06983
854=	3	159.07444
854=	3	164.42300
966=	2	101.71361
966=	2	105.39500
966=	2	107.68110
966=	2	114.28410
966=	2	114.46030
966=	2	115.08918
966=	2	115.09695
966=	2	115.09913
966=	2	115.10800
966=	2	115.11667
966=	2	115.20144
966=	2	115.37661
966=	2	115.52694
966=	2	115.76186
966=	2	116.08889
966=	2	116.47489
966=	2	116.48810
966=	2	116.53686
966=	2	116.54328
966=	2	116.54694
966=	2	116.70850
966=	2	116.71300
966=	2	116.80210
966=	2	116.84643
966=	2	117.25730
966=	2	117.35000
966=	2	117.88530
966=	2	117.97472
966=	2	117.98889
966=	2	118.07000
966=	2	118.86166
966=	2	119.24560
966=	2	119.62333
966=	2	120.06690
966=	2	120.18050
966=	2	120.55072
966=	2	120.59500
966=	2	120.68611
966=	2	120.70625
966=	2	120.73818
966=	2	120.77333
966=	2	122.21119
966=	2	123.46903
966=	2	123.55000
966=	2	123.76666
966=	2	126.49000
966=	2	126.64385
966=	2	128.69947
966=	2	130.73793
966=	2	130.75651
966=	2	130.81610
966=	2	130.93400
966=	2	131.08279
966=	2	131.16203
966=	2	131.83600
966=	2	131.96090
966=	2	132.17840
966=	2	132.50600
966=	2	132.52000
966=	2	132.58000
966=	2	132.62620
966=	2	132.68139
966=	2	132.78333
966=	2	133.13000
966=	2	133.29056
966=	2	133.38583
966=	2	134.51670
966=	2	134.54000
966=	2	134.90000
966=	2	135.51000
966=	2	137.01300
966=	2	137.32000
966=	2	138.41374
966=	2	138.51309
966=	2	138.70900
966=	2	138.73763
966=	2	139.59800
966=	2	140.01620
966=	2	140.03748
966=	2	140.36690
966=	2	140.41060
966=	2	140.57012
966=	2	140.65462
966=	2	140.86630
966=	2	141.33205
966=	2	141.48745
966=	2	141.49000
966=	2	141.74500
966=	2	141.78916
966=	2	142.50000
966=	2	142.53932
966=	2	142.68333
966=	2	142.95000
966=	2	143.35000
966=	2	143.37300
966=	2	143.38270
966=	2	143.55000
966=	2	144.76667
966=	2	144.86719
966=	2	144.89800
966=	2	145.03529
966=	2	145.06900
966=	2	145.28333
966=	2	145.31670
966=	2	145.32472
966=	2	145.33000
966=	2	145.37985
966=	2	145.40611
966=	2	145.47000
966=	2	145.48600
966=	2	145.50840
966=	2	145.53000
966=	2	145.55250
966=	2	145.56500
966=	2	145.57233
966=	2	145.57394
966=	2	145.58639
966=	2	145.69005
966=	2	145.70100
966=	2	145.74272
966=	2	145.79000
966=	2	145.83333
966=	2	145.86514
966=	2	145.86700
966=	2	145.88333
966=	2	145.89966
966=	2	145.90100
966=	2	145.95000
966=	2	146.00000
966=	2	146.12521
966=	2	146.16667
966=	2	146.30228
966=	2	146.31018
966=	2	146.33333
966=	2	146.36258
966=	2	146.37560
966=	2	146.55407
966=	2	146.56495
966=	2	146.62849
966=	2	146.66090
966=	2	146.73000
966=	2	146.73100
966=	2	146.76666
966=	2	146.91800
966=	2	147.09663
966=	2	147.16119
966=	2	147.19616
966=	2	147.23500
966=	2	147.25000
966=	2	147.39372
966=	2	147.73777
966=	2	147.81500
966=	2	147.82944
966=	2	147.93324
966=	2	148.04413
966=	2	148.14100
966=	2	148.15948
966=	2	148.18278
966=	2	148.18333
966=	2	148.21613
966=	2	148.38460
966=	2	148.49000
966=	2	148.51000
966=	2	148.56500
966=	2	148.63840
966=	2	148.80500
966=	2	148.83333
966=	2	148.91713
966=	2	149.00052
966=	2	149.20000
966=	2	149.26790
966=	2	149.72450
966=	2	149.92323
966=	2	150.00794
966=	2	150.03460
966=	2	150.23333
966=	2	150.27000
966=	2	150.33333
966=	2	150.82828
966=	2	150.83330
966=	2	150.97578
966=	2	151.10800
966=	2	151.24230
966=	2	151.25000
966=	2	151.27791
966=	2	151.30056
966=	2	151.33330
966=	2	151.36670
966=	2	151.42350
966=	2	151.57694
966=	2	151.59000
966=	2	151.66638
966=	2	151.90300
966=	2	151.93333
966=	2	151.96670
966=	2	151.99400
966=	2	152.52444
966=	2	152.53263
966=	2	152.53330
966=	2	152.88167
966=	2	153.03330
966=	2	153.08730
966=	2	153.11667
966=	2	153.18333
966=	2	153.18500
966=	2	153.20167
966=	2	153.21054
966=	2	153.28667
966=	2	153.48333
966=	2	159.05194
966=	2	159.06800
966=	2	159.09250
966=	2	165.78030
966=	2	178.03330
1180=	1	105.33000
1180=	1	105.35000
1180=	1	105.37500
1180=	1	105.38000
1180=	1	114.00500
1180=	1	114.16195
1180=	1	114.18400
1180=	1	114.62740
1180=	1	114.73333
1180=	1	114.96667
1180=	1	115.03666
1180=	1	115.14148
1180=	1	115.18333
1180=	1	115.27290
1180=	1	115.45552
1180=	1	115.62547
1180=	1	115.64583
1180=	1	115.65240
1180=	1	115.74705
1180=	1	115.76670
1180=	1	115.88900
1180=	1	115.94100
1180=	1	116.02000
1180=	1	116.07842
1180=	1	116.08017
1180=	1	116.10403
1180=	1	116.15000
1180=	1	116.27017
1180=	1	116.28250
1180=	1	116.46152
1180=	1	116.55000
1180=	1	116.58677
1180=	1	116.81667
1180=	1	116.99900
1180=	1	117.12000
1180=	1	117.23890
1180=	1	117.27000
1180=	1	117.27670
1180=	1	117.55000
1180=	1	117.55605
1180=	1	117.74916
1180=	1	117.86667
1180=	1	117.88139
1180=	1	117.90000
1180=	1	117.95000
1180=	1	118.10000
1180=	1	118.40040
1180=	1	119.00250
1180=	1	119.32833
1180=	1	119.45673
1180=	1	119.75650
1180=	1	119.78700
1180=	1	119.78840
1180=	1	119.99930
1180=	1	120.09180
1180=	1	120.09360
1180=	1	120.28333
1180=	1	120.30795
1180=	1	120.56930
1180=	1	120.63861
1180=	1	120.64555
1180=	1	120.64944
1180=	1	120.70644
1180=	1	120.71175
1180=	1	120.74408
1180=	1	120.85311
1180=	1	121.70000
1180=	1	122.37299
1180=	1	122.47680
1180=	1	122.77783
1180=	1	122.83901
1180=	1	122.98169
1180=	1	125.12000
1180=	1	125.50000
1180=	1	126.32000
1180=	1	126.55000
1180=	1	126.96400
1180=	1	127.35767
1180=	1	127.50000
1180=	1	127.57627
1180=	1	127.83096
1180=	1	128.74063
1180=	1	129.10000
1180=	1	129.11478
1180=	1	130.22611
1180=	1	130.23000
1180=	1	130.24000
1180=	1	130.25000
1180=	1	130.46619
1180=	1	130.50000
1180=	1	130.70000
1180=	1	130.83330
1180=	1	130.87250
1180=	1	130.95818
1180=	1	130.98857
1180=	1	130.99151
1180=	1	131.01604
1180=	1	131.22000
1180=	1	131.29298
1180=	1	131.79834
1180=	1	132.08000
1180=	1	132.21667
1180=	1	132.38300
1180=	1	132.39000
1180=	1	132.54000
1180=	1	132.55000
1180=	1	132.61167
1180=	1	132.65900
1180=	1	132.74370
1180=	1	132.83333
1180=	1	132.88210
1180=	1	132.93333
1180=	1	132.93708
1180=	1	132.96387
1180=	1	133.01000
1180=	1	133.18000
1180=	1	133.20000
1180=	1	133.25083
1180=	1	133.43717
1180=	1	134.37980
1180=	1	134.50000
1180=	1	134.57000
1180=	1	135.09909
1180=	1	135.09944
1180=	1	135.19244
1180=	1	135.34060
1180=	1	135.40000
1180=	1	135.40098
1180=	1	135.71500
1180=	1	135.88700
1180=	1	135.99722
1180=	1	136.05000
1180=	1	136.54984
1180=	1	136.55858
1180=	1	136.60800
1180=	1	137.07033
1180=	1	137.11474
1180=	1	137.39704
1180=	1	138.25000
1180=	1	138.26000
1180=	1	138.35802
1180=	1	138.36200
1180=	1	138.43000
1180=	1	138.46400
1180=	1	138.53333
1180=	1	138.55467
1180=	1	138.63330
1180=	1	138.67531
1180=	1	138.67944
1180=	1	138.72738
1180=	1	138.74023
1180=	1	138.75862
1180=	1	139.18000
1180=	1	139.28197
1180=	1	139.29202
1180=	1	139.37000
1180=	1	139.40000
1180=	1	139.45000
1180=	1	139.49340
1180=	1	139.50000
1180=	1	139.55980
1180=	1	139.82722
1180=	1	139.89639
1180=	1	140.08333
1180=	1	140.37009
1180=	1	140.49196
1180=	1	140.85980
1180=	1	140.86980
1180=	1	140.96667
1180=	1	141.20000
1180=	1	141.25750
1180=	1	141.31888
1180=	1	141.46822
1180=	1	141.47158
1180=	1	141.48341
1180=	1	141.77605
1180=	1	141.78745
1180=	1	141.79333
1180=	1	141.80500
1180=	1	141.83083
1180=	1	141.92967
1180=	1	141.96222
1180=	1	142.21000
1180=	1	142.46666
1180=	1	142.53300
1180=	1	142.75000
1180=	1	142.83333
1180=	1	143.14000
1180=	1	143.23333
1180=	1	143.24187
1180=	1	143.29100
1180=	1	143.93708
1180=	1	143.97047
1180=	1	144.04200
1180=	1	144.17240
1180=	1	144.22028
1180=	1	144.30780
1180=	1	144.79869
1180=	1	144.82039
1180=	1	144.87800
1180=	1	144.92999
1180=	1	144.96091
1180=	1	145.00256
