rank	count	UID
1=	1	1018227
1=	1	1018228
1=	1	1018229
1=	1	1018230
1=	1	1018231
1=	1	1018232
1=	1	1018233
1=	1	1018234
1=	1	1018235
1=	1	1018236
1=	1	1018237
1=	1	1018238
1=	1	1018239
1=	1	1018240
1=	1	1018241
1=	1	1018242
1=	1	1018243
1=	1	1018244
1=	1	1018245
1=	1	1018246
1=	1	1018247
1=	1	1018248
1=	1	1018249
1=	1	1018250
1=	1	1018251
1=	1	1018252
1=	1	1018253
1=	1	1018254
1=	1	1018255
1=	1	1018256
1=	1	1018257
1=	1	1018258
1=	1	1018259
1=	1	1018260
1=	1	1018261
1=	1	1018262
1=	1	1018263
1=	1	1018264
1=	1	1018265
1=	1	1018266
1=	1	1018267
1=	1	1018268
1=	1	1018269
1=	1	1018270
1=	1	1018271
1=	1	1018272
1=	1	1018273
1=	1	1018274
1=	1	1018275
1=	1	1018276
1=	1	1018277
1=	1	1018278
1=	1	1018279
1=	1	1018280
1=	1	1018281
1=	1	1018282
1=	1	1018283
1=	1	1018284
1=	1	1018285
1=	1	1018286
1=	1	1018287
1=	1	1018288
1=	1	1018289
1=	1	1018290
1=	1	1018291
1=	1	1018292
1=	1	1018293
1=	1	1018294
1=	1	1018295
1=	1	1018296
1=	1	1018297
1=	1	1018298
1=	1	1018299
1=	1	1018300
1=	1	1018301
1=	1	1018302
1=	1	1018303
1=	1	1018304
1=	1	1018305
1=	1	1018306
1=	1	1018307
1=	1	1018308
1=	1	1018309
1=	1	1018310
1=	1	1018311
1=	1	1018312
1=	1	1018313
1=	1	1018314
1=	1	1018315
1=	1	1018316
1=	1	1018317
1=	1	1018318
1=	1	1018319
1=	1	1018320
1=	1	1018321
1=	1	1018322
1=	1	1018323
1=	1	1018324
1=	1	1018325
1=	1	1018326
1=	1	1018327
1=	1	1018328
1=	1	1018329
1=	1	1018330
1=	1	1018331
1=	1	1018332
1=	1	1018333
1=	1	1018334
1=	1	1018335
1=	1	1018336
1=	1	1018337
1=	1	1018338
1=	1	1018339
1=	1	1018340
1=	1	1018341
1=	1	1018342
1=	1	1018343
1=	1	1018344
1=	1	1018345
1=	1	1018346
1=	1	1018347
1=	1	1018348
1=	1	1018349
1=	1	1018350
1=	1	1018351
1=	1	1018352
1=	1	1018353
1=	1	1018354
1=	1	1018355
1=	1	1018356
1=	1	1018357
1=	1	1018358
1=	1	1018359
1=	1	1018360
1=	1	1018361
1=	1	1018362
1=	1	1018363
1=	1	1018364
1=	1	1018365
1=	1	1018366
1=	1	1018367
1=	1	1018368
1=	1	1018369
1=	1	1018370
1=	1	1018371
1=	1	1018372
1=	1	1018373
1=	1	1018374
1=	1	1018375
1=	1	1018376
1=	1	1018377
1=	1	1018378
1=	1	1018379
1=	1	1018380
1=	1	1018381
1=	1	1018382
1=	1	1018383
1=	1	1018384
1=	1	1018385
1=	1	1018386
1=	1	1018387
1=	1	1018388
1=	1	1018389
1=	1	1018390
1=	1	1018391
1=	1	1018392
1=	1	1018393
1=	1	1018394
1=	1	1018395
1=	1	1018396
1=	1	1018397
1=	1	1018398
1=	1	1018399
1=	1	1018400
1=	1	1018401
1=	1	1018402
1=	1	1023065
1=	1	1023068
1=	1	1023077
1=	1	1023085
1=	1	1023088
1=	1	1023089
1=	1	1023090
1=	1	1023091
1=	1	1023098
1=	1	1023099
1=	1	1023100
1=	1	1023101
1=	1	1023102
1=	1	1023103
1=	1	1023104
1=	1	1023105
1=	1	1023106
1=	1	1023109
1=	1	1023110
1=	1	1023111
1=	1	1023145
1=	1	1023146
1=	1	1023147
1=	1	1023148
1=	1	1023149
1=	1	1023150
1=	1	1023151
1=	1	1023152
1=	1	1023153
1=	1	1023154
1=	1	1023155
1=	1	1023156
1=	1	1023157
1=	1	1023158
1=	1	1023159
1=	1	1023160
1=	1	1023161
1=	1	1023162
1=	1	1023163
1=	1	1023164
1=	1	1023165
1=	1	1023166
1=	1	1023167
1=	1	1023168
1=	1	1023169
1=	1	1023170
1=	1	1023172
1=	1	1023173
1=	1	1023174
1=	1	1023175
1=	1	1023176
1=	1	1023177
1=	1	1023178
1=	1	1023180
1=	1	1023181
1=	1	1023182
1=	1	1023183
1=	1	1023185
1=	1	1023186
1=	1	1023192
1=	1	1023193
1=	1	1023194
1=	1	1023195
1=	1	1023196
1=	1	1023197
1=	1	1023198
1=	1	1023199
1=	1	1023200
1=	1	1023201
1=	1	1023202
1=	1	1023203
1=	1	1023204
1=	1	1023205
1=	1	1023206
1=	1	1023207
1=	1	1023208
1=	1	1023209
1=	1	1023210
1=	1	1023211
1=	1	1023212
1=	1	1023213
1=	1	1023214
1=	1	1023215
1=	1	1023216
1=	1	1023217
1=	1	1023218
1=	1	1023219
1=	1	1023220
1=	1	1023221
1=	1	1023222
1=	1	1023223
1=	1	1023224
1=	1	1023225
1=	1	1023226
1=	1	1023227
1=	1	1023228
1=	1	1023229
1=	1	1023230
1=	1	1023231
1=	1	1023233
1=	1	1023234
1=	1	1023235
1=	1	1023236
1=	1	1023237
1=	1	1023238
1=	1	1023239
1=	1	1023240
1=	1	1023241
1=	1	1023242
1=	1	1023243
1=	1	1023244
1=	1	1023245
1=	1	1023246
1=	1	1023247
1=	1	1023248
1=	1	1023249
1=	1	1023250
1=	1	1023251
1=	1	1023252
1=	1	1023253
1=	1	1023254
1=	1	1023255
1=	1	1023256
1=	1	1023258
1=	1	1023259
1=	1	1023260
1=	1	1023261
1=	1	1023262
1=	1	1023263
1=	1	1023264
1=	1	1023265
1=	1	1023266
1=	1	1023267
1=	1	1023268
1=	1	1023269
1=	1	1023270
1=	1	1023271
1=	1	1023272
1=	1	1023273
1=	1	1023274
1=	1	1023275
1=	1	1023276
1=	1	1023277
1=	1	1023278
1=	1	1023279
1=	1	1023280
1=	1	1023281
1=	1	1023282
1=	1	1023283
1=	1	1023284
1=	1	1023285
1=	1	1023286
1=	1	1023287
1=	1	1023288
1=	1	1023289
1=	1	1023290
1=	1	1023291
1=	1	1023292
1=	1	1023293
1=	1	1023294
1=	1	1023295
1=	1	1023296
1=	1	1023297
1=	1	1023298
1=	1	1023299
1=	1	1023300
1=	1	1023301
1=	1	1023302
1=	1	1023303
1=	1	1023304
1=	1	1023305
1=	1	1023306
1=	1	1023307
1=	1	1023308
1=	1	1023309
1=	1	1023310
1=	1	1023311
1=	1	1023312
1=	1	1023313
1=	1	1023314
1=	1	1023315
1=	1	1023316
1=	1	1023317
1=	1	1023318
1=	1	1023319
1=	1	1023320
1=	1	1023321
1=	1	1023322
1=	1	1023323
1=	1	1023324
1=	1	1023325
1=	1	1023326
1=	1	1023327
1=	1	1023328
1=	1	1023329
1=	1	1023330
1=	1	1023331
1=	1	1023332
1=	1	1023333
1=	1	1023334
1=	1	1023335
1=	1	1023336
1=	1	1023337
1=	1	1023338
1=	1	1023339
1=	1	1023340
1=	1	1023341
1=	1	1023342
1=	1	1023343
1=	1	1023344
1=	1	1023345
1=	1	1023346
1=	1	1023347
1=	1	1023348
1=	1	1023349
1=	1	1023350
1=	1	1023351
1=	1	1023352
1=	1	1023353
1=	1	1023354
1=	1	1023355
1=	1	1023356
1=	1	1023357
1=	1	1023358
1=	1	1023359
1=	1	1023360
1=	1	1023361
1=	1	1023362
1=	1	1023363
1=	1	1023364
1=	1	1023365
1=	1	1023366
1=	1	1023367
1=	1	1023368
1=	1	1023369
1=	1	1023370
1=	1	1023371
1=	1	1023372
1=	1	1023373
1=	1	1023374
1=	1	1023375
1=	1	1023376
1=	1	1023377
1=	1	1023378
1=	1	1023379
1=	1	1023380
1=	1	1023381
1=	1	1023382
1=	1	1023383
1=	1	1023384
1=	1	1023385
1=	1	1023386
1=	1	1023387
1=	1	1023388
1=	1	1023389
1=	1	1023390
1=	1	1023747
1=	1	1023748
1=	1	1023749
1=	1	1023750
1=	1	1023751
1=	1	1023752
1=	1	1023753
1=	1	1023761
1=	1	1023762
1=	1	1023763
1=	1	1023768
1=	1	1023771
1=	1	1023772
1=	1	1023780
1=	1	1023781
1=	1	1023782
1=	1	1023783
1=	1	1023785
1=	1	1023786
1=	1	1023787
1=	1	1023789
1=	1	1023790
1=	1	1023791
1=	1	1023792
1=	1	1023794
1=	1	1023795
1=	1	1023824
1=	1	1023827
1=	1	1023829
1=	1	1023831
1=	1	1023834
1=	1	1023837
1=	1	1023838
1=	1	1023840
1=	1	1023841
1=	1	1023842
1=	1	1023847
1=	1	1023848
1=	1	1023850
1=	1	1023852
1=	1	1023853
1=	1	1023854
1=	1	1023856
1=	1	1023857
1=	1	1023858
1=	1	1023859
1=	1	1023860
1=	1	1023861
1=	1	1023862
1=	1	1027267
1=	1	1027268
1=	1	1027269
1=	1	1027270
1=	1	1027271
1=	1	1027272
1=	1	1027273
1=	1	1027274
1=	1	1027275
1=	1	1027276
1=	1	1027277
1=	1	1027278
1=	1	1027279
1=	1	1027280
1=	1	1027281
1=	1	1027282
1=	1	1027283
1=	1	1027284
1=	1	1027285
1=	1	1027286
1=	1	1027287
1=	1	1027292
1=	1	1027293
1=	1	1027294
1=	1	1027295
1=	1	1027296
1=	1	1027297
1=	1	1027298
1=	1	1027301
1=	1	1027302
1=	1	1027303
1=	1	1027310
1=	1	1027311
1=	1	1027312
1=	1	1027313
1=	1	1027314
1=	1	1027315
1=	1	1027316
1=	1	1027317
1=	1	1027318
1=	1	1027319
1=	1	1027320
1=	1	1027321
1=	1	1027324
1=	1	1027325
1=	1	1027326
1=	1	1027327
1=	1	1027328
1=	1	1027329
1=	1	1027330
1=	1	1027333
1=	1	1027334
1=	1	1027335
1=	1	1027337
1=	1	1027341
1=	1	1027342
1=	1	1027343
1=	1	1027344
1=	1	1027345
1=	1	1027346
1=	1	1027347
1=	1	1027349
1=	1	1027350
1=	1	1027351
1=	1	1027352
1=	1	1027353
1=	1	1027381
1=	1	1027386
1=	1	1027391
1=	1	1027392
1=	1	1027393
1=	1	1027394
1=	1	1027407
1=	1	1027408
1=	1	1027416
1=	1	1027417
1=	1	1027418
1=	1	1027421
1=	1	1027435
1=	1	1027448
1=	1	1027449
1=	1	1027450
1=	1	1027452
1=	1	1028098
1=	1	1028099
1=	1	1028100
1=	1	1028101
1=	1	1028103
1=	1	1028104
1=	1	1028105
1=	1	1028106
1=	1	1028108
1=	1	1028109
1=	1	1028110
1=	1	1028111
1=	1	1028112
1=	1	1028113
1=	1	1028114
1=	1	1028116
1=	1	1028117
1=	1	1028118
1=	1	1028119
1=	1	1028121
1=	1	1028122
1=	1	1028123
1=	1	1028124
1=	1	1028126
1=	1	1028127
1=	1	1028128
1=	1	1028129
1=	1	1028130
1=	1	1028131
1=	1	1028132
1=	1	1028133
1=	1	1028134
1=	1	1028135
1=	1	1028136
1=	1	1028137
1=	1	1028138
1=	1	1028139
1=	1	1028140
1=	1	1028141
1=	1	1028142
1=	1	1028143
1=	1	1028144
1=	1	1028145
1=	1	1028146
1=	1	1028147
1=	1	1028148
1=	1	1028149
1=	1	1028150
1=	1	1028151
1=	1	1028152
1=	1	1028153
1=	1	1028154
1=	1	1028155
1=	1	1028156
1=	1	1028157
1=	1	1028158
1=	1	1028159
1=	1	1028160
1=	1	1028161
1=	1	1028162
1=	1	1028163
1=	1	1028164
1=	1	1028165
1=	1	1028166
1=	1	1028167
1=	1	1028168
1=	1	1028169
1=	1	1028170
1=	1	1028171
1=	1	1028172
1=	1	1028173
1=	1	1028174
1=	1	1028175
1=	1	1028176
1=	1	1028177
1=	1	1028178
1=	1	1028179
1=	1	1028556
1=	1	1028576
1=	1	1028577
1=	1	1028582
1=	1	1028583
1=	1	1028608
1=	1	1028609
1=	1	1028610
1=	1	1028611
1=	1	1028612
1=	1	1028613
1=	1	1028614
1=	1	1028615
1=	1	1028616
1=	1	1028617
1=	1	1028620
1=	1	1028621
1=	1	1028622
1=	1	1028623
1=	1	1028624
1=	1	1028625
1=	1	1028626
1=	1	1028635
1=	1	1028656
1=	1	1028657
1=	1	1028658
1=	1	1028659
1=	1	1028660
1=	1	1028661
1=	1	1028662
1=	1	1028663
1=	1	1028664
1=	1	1028665
1=	1	1028666
1=	1	1028667
1=	1	1028668
1=	1	1028669
1=	1	1028670
1=	1	1028671
1=	1	1028672
1=	1	1028673
1=	1	1028674
1=	1	1028675
1=	1	1028676
1=	1	1028677
1=	1	1028678
1=	1	1028679
1=	1	1028681
1=	1	1028682
1=	1	1028683
1=	1	1028684
1=	1	1028685
1=	1	1028686
1=	1	1028687
1=	1	1028689
1=	1	1028697
1=	1	1028719
1=	1	1028720
1=	1	1028721
1=	1	1028722
1=	1	1028723
1=	1	1028724
1=	1	1028725
1=	1	1028726
1=	1	1028727
1=	1	1028728
1=	1	1028729
1=	1	1028730
1=	1	1028731
1=	1	1028732
1=	1	1028733
1=	1	1028734
1=	1	1028738
1=	1	1028741
1=	1	1028742
1=	1	1028743
1=	1	1028745
1=	1	1028746
1=	1	1028747
1=	1	1028748
1=	1	1028750
1=	1	1028751
1=	1	1028754
1=	1	1028756
1=	1	1028772
1=	1	1028773
1=	1	1028774
1=	1	1028775
1=	1	1028776
1=	1	1028777
1=	1	1028778
1=	1	1028779
1=	1	1028780
1=	1	1028781
1=	1	1028782
1=	1	1030189
1=	1	1030190
1=	1	1030191
1=	1	1030192
1=	1	1030193
1=	1	1030194
1=	1	1030195
1=	1	1030196
1=	1	1030197
1=	1	1030199
1=	1	1030200
1=	1	1030201
1=	1	1030202
1=	1	1030203
1=	1	1030204
1=	1	1030205
1=	1	1030206
1=	1	1030208
1=	1	1030209
1=	1	1030210
1=	1	1030211
1=	1	1030212
1=	1	1030213
1=	1	1030214
1=	1	1030215
1=	1	1030216
1=	1	1030221
1=	1	1030222
1=	1	1030223
1=	1	1030224
1=	1	1030225
1=	1	1030226
1=	1	1030227
1=	1	1030228
1=	1	1030232
1=	1	1030233
1=	1	1030234
1=	1	1030235
1=	1	1030236
1=	1	1030237
1=	1	1030238
1=	1	1030239
1=	1	1030241
1=	1	1030242
1=	1	1030243
1=	1	1030244
1=	1	1030245
1=	1	1030246
1=	1	1030247
1=	1	1030248
1=	1	1030259
1=	1	1030260
1=	1	1030261
1=	1	1030262
1=	1	1030263
1=	1	1030264
1=	1	1030265
1=	1	1030266
1=	1	1030267
1=	1	1030272
1=	1	1030273
1=	1	1030274
1=	1	1030275
1=	1	1030276
1=	1	1030277
1=	1	1030278
1=	1	1030279
1=	1	1030280
1=	1	1030281
1=	1	1030282
1=	1	1030283
1=	1	1030284
1=	1	1030285
1=	1	1039726
1=	1	1039727
1=	1	1039728
1=	1	1039729
1=	1	1039730
1=	1	1039731
1=	1	1039732
1=	1	1039733
1=	1	1039734
1=	1	1039735
1=	1	1039736
1=	1	1039737
1=	1	1039738
1=	1	1039739
1=	1	1039740
1=	1	1039741
1=	1	1039742
1=	1	1039743
1=	1	1039744
1=	1	1039745
1=	1	1039746
1=	1	1039747
1=	1	1039748
1=	1	1039749
1=	1	1039750
1=	1	1039751
1=	1	1039752
1=	1	1039753
1=	1	1039754
1=	1	1039755
1=	1	1039756
1=	1	1039757
1=	1	1039758
1=	1	1039759
1=	1	1039760
1=	1	1039761
1=	1	1039762
1=	1	1039763
1=	1	1039764
1=	1	1039765
1=	1	1039766
1=	1	1039767
1=	1	1039768
1=	1	1039769
1=	1	1039770
1=	1	1039771
1=	1	1039772
1=	1	1039773
1=	1	1039774
1=	1	1039775
1=	1	1039776
1=	1	1039777
1=	1	1039778
1=	1	1039779
1=	1	1039780
1=	1	1039781
1=	1	1039782
1=	1	1039783
1=	1	1040720
1=	1	1040721
1=	1	1040722
1=	1	1040723
1=	1	1040724
1=	1	1040726
1=	1	1040755
1=	1	1040759
1=	1	1040760
1=	1	1040761
1=	1	1040762
1=	1	1040763
1=	1	1040766
1=	1	1040767
1=	1	1040768
1=	1	1040770
1=	1	1040771
1=	1	1040772
1=	1	1040774
1=	1	1040830
1=	1	1040831
1=	1	1040832
1=	1	1040869
1=	1	1040873
1=	1	1040890
1=	1	1040891
1=	1	1040892
1=	1	1040893
1=	1	1040894
1=	1	1040896
1=	1	1040897
1=	1	1040898
1=	1	1040899
1=	1	1040900
1=	1	1040901
1=	1	1040903
1=	1	1040905
1=	1	1040934
1=	1	1040981
1=	1	1040982
1=	1	1040983
1=	1	1040984
1=	1	1040985
1=	1	1040986
1=	1	1040987
1=	1	1040988
1=	1	1045871
1=	1	1045872
1=	1	1045873
1=	1	1045874
1=	1	1045875
1=	1	1045876
1=	1	1045877
1=	1	1045878
1=	1	1045879
1=	1	1045880
1=	1	1045881
1=	1	1045882
1=	1	1045883
1=	1	1045884
1=	1	1045885
1=	1	1045886
1=	1	1045887
1=	1	1045888
1=	1	1045889
1=	1	1045890
1=	1	1045891
1=	1	1045892
1=	1	1045893
1=	1	1045894
1=	1	1045895
1=	1	1045896
1=	1	1045897
1=	1	1045898
1=	1	1045899
1=	1	1045900
1=	1	1045901
1=	1	1045902
1=	1	1045903
1=	1	1045904
1=	1	1045905
1=	1	1045906
1=	1	1045907
1=	1	1045908
1=	1	1045909
1=	1	1045910
1=	1	1045911
1=	1	1045912
1=	1	1045913
1=	1	1045914
1=	1	1045915
1=	1	1045916
1=	1	1045917
1=	1	1045918
1=	1	1045919
1=	1	1045920
1=	1	1045921
1=	1	1045922
1=	1	1045923
1=	1	1045924
1=	1	1045925
1=	1	1045926
1=	1	1045927
1=	1	1045928
1=	1	1045929
1=	1	1045930
1=	1	1045931
1=	1	1045932
1=	1	1045933
1=	1	1045934
1=	1	1045935
1=	1	1045936
1=	1	1045937
1=	1	1045938
1=	1	1045939
1=	1	1045940
1=	1	1045941
1=	1	1045942
1=	1	1045943
1=	1	1045944
1=	1	1045945
1=	1	1045946
1=	1	1045947
1=	1	1045948
1=	1	1045949
1=	1	1045950
1=	1	1045951
1=	1	1045952
1=	1	1045953
1=	1	1045954
1=	1	1045955
1=	1	1045956
1=	1	1045957
1=	1	1045958
1=	1	1045959
1=	1	1045960
1=	1	1045961
1=	1	1045962
1=	1	1045963
1=	1	1045964
1=	1	1045965
1=	1	1045966
1=	1	1045967
1=	1	1045968
1=	1	1045969
1=	1	1045970
1=	1	1045971
1=	1	1045972
1=	1	1045973
1=	1	1045974
1=	1	1045975
1=	1	1045976
1=	1	1045977
1=	1	1045978
1=	1	1045979
1=	1	1045980
1=	1	1045981
1=	1	1045982
1=	1	1045983
1=	1	1045984
1=	1	1045985
1=	1	1045986
1=	1	1045987
1=	1	1045988
1=	1	1045989
1=	1	1045990
1=	1	1045991
1=	1	1045992
1=	1	1045993
1=	1	1045994
1=	1	1045995
1=	1	1045996
1=	1	1045997
1=	1	1045998
1=	1	1045999
1=	1	1046000
1=	1	1046001
1=	1	1046002
1=	1	1046003
1=	1	1046004
1=	1	1046005
1=	1	1046006
1=	1	1046007
1=	1	1046008
1=	1	1046009
1=	1	1046010
1=	1	1046011
1=	1	1046012
1=	1	1046013
1=	1	1046014
1=	1	1046015
1=	1	1046016
1=	1	1046017
1=	1	1046018
1=	1	1046019
1=	1	1046020
1=	1	1046021
1=	1	1046022
1=	1	1046023
1=	1	1046024
1=	1	1046025
1=	1	1046026
1=	1	1046027
1=	1	1046028
1=	1	1046029
1=	1	1046030
1=	1	1046031
1=	1	1046032
1=	1	1046033
1=	1	1046034
1=	1	1046035
1=	1	1046036
1=	1	1046037
1=	1	1046038
1=	1	1046039
1=	1	1046040
1=	1	1046041
1=	1	1046042
1=	1	1046043
1=	1	1046044
1=	1	1046045
1=	1	1046046
1=	1	1046047
1=	1	1046048
1=	1	1046049
1=	1	1046050
1=	1	1046051
1=	1	1046052
1=	1	1046053
1=	1	1046054
1=	1	1046055
1=	1	1046056
1=	1	1046057
1=	1	1046058
1=	1	1046757
1=	1	1046758
1=	1	1046759
1=	1	1046760
1=	1	1046761
1=	1	1046767
1=	1	1046768
1=	1	1046769
1=	1	1046770
1=	1	1046771
1=	1	1046772
1=	1	1046773
1=	1	1046775
1=	1	1046776
1=	1	1046777
1=	1	1046778
1=	1	1046779
1=	1	1046780
1=	1	1046781
1=	1	1046811
1=	1	1046812
1=	1	1046813
1=	1	1046815
1=	1	1046816
1=	1	1046817
1=	1	1046820
1=	1	1046821
1=	1	1046822
1=	1	1046823
1=	1	1046824
1=	1	1046825
1=	1	1046826
1=	1	1046827
1=	1	1046828
1=	1	1046850
1=	1	1046851
1=	1	1046852
1=	1	1046853
1=	1	1046854
1=	1	1046855
1=	1	1046860
1=	1	1046861
1=	1	1046862
1=	1	1046863
1=	1	1046864
1=	1	1046865
1=	1	1046930
1=	1	1046931
1=	1	1046932
1=	1	1046933
1=	1	1046934
1=	1	1046935
1=	1	1046936
1=	1	1046937
1=	1	1046938
1=	1	1046939
1=	1	1046940
1=	1	1046941
1=	1	1046942
1=	1	1046943
1=	1	1046944
1=	1	1046945
1=	1	1046946
1=	1	1046947
1=	1	1046948
1=	1	1046949
1=	1	1046950
1=	1	1046951
1=	1	1046978
1=	1	1046979
1=	1	1046980
1=	1	1046981
1=	1	1046982
1=	1	1046983
1=	1	1046984
1=	1	1046985
1=	1	1046986
1=	1	1046987
1=	1	1046988
1=	1	1046989
1=	1	1046990
1=	1	1046991
1=	1	1046992
1=	1	1046993
1=	1	1046994
1=	1	1046995
1=	1	1046996
1=	1	1046997
1=	1	1046998
1=	1	1046999
1=	1	1047000
1=	1	1047001
1=	1	1047002
1=	1	1047003
1=	1	1047004
1=	1	1047005
1=	1	1047006
1=	1	1047007
1=	1	1047008
1=	1	1047009
1=	1	1047010
1=	1	1047011
1=	1	1047012
1=	1	1047025
1=	1	1047026
