name	family	highertaxon	interaction	host name	host family	host highertaxon	source
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Cynometra iripa	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Diospyros geminata	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Rhizophora mucronata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Sonneratia caseolaris	Lythraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrodipsas illidgei	Lycaenidae	Lepidoptera	Associate:Commensal:Inhabits	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrodipsas illidgei	Lycaenidae	Lepidoptera	Associate:Commensal:Inhabits	Casuarina glauca	Casuarinaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrodipsas illidgei	Lycaenidae	Lepidoptera	Associate:Neutral	Ogyris amaryllis	Lycaenidae	Lepidoptera	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrolejeunea aulacophora	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrolejeunea aulacophora	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrolejeunea aulacophora	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Casuarina glauca	Casuarinaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrolejeunea aulacophora	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrolejeunea aulacophora	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Bruguiera cylindrica	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Bruguiera sexangula	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Camptostemon schultzii	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Cynometra iripa	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Dalbergia candenatensis	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Diospyros compacta	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Diospyros geminata	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Diospyros littorea	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Nypa fruticans	Arecaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Rhizophora mucronata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Scyphiphora hydrophylacea	Rubiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Sonneratia caseolaris	Lythraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Acrostichum speciosum	Pteridaceae	Pteridophyta	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Camptostemon schultzii	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Ceriops australis	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Scyphiphora hydrophylacea	Rubiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Sesuvium portulacastrum	Aizoaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Sonneratia alba	Sonneratiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Sporobolus virginicus	Poaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Tecticornia halocnemoides	Chenopodiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Acrostichum speciosum	Pteridaceae	Pteridophyta	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Barringtonia	Lecythidaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Bruguiera sexangula	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Camptostemon schultzii	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Casuarina glauca	Casuarinaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Cynometra iripa	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Diospyros geminata	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Juncus kraussii	Juncaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Nypa fruticans	Arecaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Rhizophora mucronata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Samolus repens	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Sesuvium portulacastrum	Aizoaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Aegiceras corniculatum	Primulaceae	Dicotyledoneae	Associate:Neutral	Sonneratia alba	Sonneratiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
