rank	count	NAME_COMPLETE
123=	1	Acanthobothrium robertsoni
123=	1	Acanthobothrium rohdei
123=	1	Acanthobothrium semnovesiculum
123=	1	Acanthobothrium stevensi
123=	1	Acanthobothrium thomasae
123=	1	Acanthobothrium urolophi
123=	1	Acanthobothrium walkeri
123=	1	Acanthocephalus criniae
123=	1	Acanthocephalus hastae
123=	1	Acanthoplacatus adlardi
123=	1	Acanthoplacatus amplihamus
123=	1	Acanthoplacatus brauni
123=	1	Acanthoplacatus parvihamus
123=	1	Acanthoplacatus puelli
123=	1	Acanthoplacatus shieldsi
123=	1	Acanthoplacatus sigani
123=	1	Acanthopsylla dunneti
123=	1	Acanthopsylla franklinensis
123=	1	Acanthopsylla jordani
123=	1	Acanthopsylla rothschildi multidentata
123=	1	Acanthopsylla rothschildi nereis
123=	1	Acanthopsylla saphes
123=	1	Acanthopsylla scintilla rectangulata
123=	1	Acanthopsylla scintilla scintilla
123=	1	Acanthopsylla scintilla tasmanica
123=	1	Acedestia chera
123=	1	Achorophora divergens
123=	1	Achorophora obliqua
123=	1	Acidoproctus emersoni
123=	1	Acidoproctus hilli
123=	1	Acidoproctus moschatae
123=	1	Acizzia alternata
123=	1	Acizzia keithi
123=	1	Acizzia solanicola
123=	1	Acleotrema girellae
123=	1	Acoleus hedleyi
123=	1	Acontonidia triangularis
123=	1	Actilasioptera coronata
123=	1	Actilasioptera pustulata
123=	1	Actilasioptera subfolium
123=	1	Actilasioptera tuberculata
123=	1	Actilasioptera tumidifolium
123=	1	Actornithophilus ceruleus
123=	1	Actornithophilus grandiceps
123=	1	Actornithophilus hoplopteri
123=	1	Actornithophilus pauliani
123=	1	Actornithophilus piceus lari
123=	1	Adelonema trichosuri
123=	1	Adiscofiorinia expansa
123=	1	Albastaspis nivea
123=	1	Alcedoecus alatoclypeatus
123=	1	Alcedoecus delphax
123=	1	Aleurocanthus ashleyi
123=	1	Aleurocanthus banksiae
123=	1	Aleurocanthus callistemonus
123=	1	Aleurocanthus ceracroceus
123=	1	Aleurocanthus coombsi
123=	1	Aleurocanthus froggatti
123=	1	Aleurocanthus gullanae
123=	1	Aleurocanthus hirsutus
123=	1	Aleurocanthus laurenae
123=	1	Aleurocanthus luteus
123=	1	Aleurocanthus maculatus
123=	1	Aleurocanthus mcneili
123=	1	Aleurocanthus neofroggatti
123=	1	Aleurocanthus octospinosum
123=	1	Aleurocanthus pendleburyi
123=	1	Aleurocanthus rugosa
123=	1	Aleurocanthus sapindus
123=	1	Aleurocanthus tsignatus
123=	1	Aleurocanthus valenciae
123=	1	Aleuroclava bagahformis
123=	1	Aleuroclava neolitseae
123=	1	Aleuroctarthrus destructor
123=	1	Aleurodicus dispersus
123=	1	Aleuroduplidens carverae
123=	1	Aleuroduplidens croceata
123=	1	Aleuroduplidens eucalyptifolia
123=	1	Aleuroduplidens santali
123=	1	Aleuroduplidens triangularis
123=	1	Aleuroduplidens wellsae
123=	1	Aleuroinanis myrtacei
123=	1	Aleurolobus marlatti
123=	1	Aleuromarginatus marginiquus
123=	1	Aleuromarginatus moundi
123=	1	Aleuromarginatus nemciae
123=	1	Aleuromarginatus nigrus
123=	1	Aleurotrachelus dryandrae
123=	1	Aleurotrachelus limbatus
123=	1	Aleurotrachelus stypheliae
123=	1	Aliatrema cribbi
123=	1	Aliceathrips engaius
123=	1	Aliceathrips mnestes
123=	1	Aliceathrips palmeri
123=	1	Aliceathrips sorghi
123=	1	Alioides tuberculata
123=	1	Allantomytilus maideni
123=	1	Allograpta alamacula
123=	1	Amidostomum acutum
123=	1	Amidostomum anseris
123=	1	Amidostomum biziurae
123=	1	Amidostomum cygni
123=	1	Amidostomum fulicae
123=	1	Amidostomum tribonyx
123=	1	Amphicephaloides thylogale
123=	1	Amyrsidea (Argimenopon) minuta
123=	1	Anamefiorinia casuarinae
123=	1	Anamefiorinia lidgetti
123=	1	Anarmoxys simplicifrons
123=	1	Anaticola crassicornis nyrocae
123=	1	Anaticola megaceros
123=	1	Anatinella curiosa
123=	1	Anatoecus clayae
123=	1	Anatoecus dentatus dentatus
123=	1	Anatoecus dentatus magnicornutus
123=	1	Anatoecus icterodes icterodes
123=	1	Anatoecus icterodes oloris
123=	1	Ancepaspis anomala
123=	1	Ancepaspis asperata
123=	1	Ancepaspis longicauda
123=	1	Ancepaspis magnicauda
123=	1	Ancepaspis reticulata
123=	1	Ancepaspis rotundicauda
123=	1	Ancepaspis striata
123=	1	Anchistrocephalus microcephalus
123=	1	Anchylodiscus caballeroi
123=	1	Anchylodiscus tandani
123=	1	Ancyrocephalus bassensis
123=	1	Ancyrocephalus vesiculosus
123=	1	Andaspis incisor
123=	1	Andaspis numerata
123=	1	Andracantha clavata
123=	1	Anoeconeossa bundoorensis
123=	1	Anomotaenia asymmetrica
123=	1	Anonchotaenia clelandi
123=	1	Anoplocephala magna
123=	1	Anoplocephala perfoliata
123=	1	Anoplocephaloides mamillana
123=	1	Anoplodiscus cirrusspiralis
123=	1	Anoplotaenia dasyuri
123=	1	Antarctophthirus lobodontis
123=	1	Antarctophthirus mawsoni
123=	1	Antarctophthirus microchir
123=	1	Antarctophthirus ogmorhini
123=	1	Antargidium nigrum
123=	1	Antechinostrongylus disgubernaculus
123=	1	Anteropora leelongi
123=	1	Anthobothrium amuletum
123=	1	Anthobothrium hickmani
123=	1	Anthobothrium lesteri
123=	1	Anthobothrium sexorchidum
123=	1	Anuropodione australiensis
123=	1	Aonchotheca praeputialis
123=	1	Aonidia syncarpiae
123=	1	Aonidiella eremocitri
123=	1	Aonidiella inornata
123=	1	Aploparaksis australis
123=	1	Aploparaksis veitchi
123=	1	Aporhynchus tasmaniensis
123=	1	Ararat cavifrons
123=	1	Araucaricoccus queenslandicus
123=	1	Ardeicola australis
123=	1	Ardeicola harrisoni
123=	1	Ardeicola ibis
123=	1	Ardeicola pilgrimi
123=	1	Ardeicola plataleae
123=	1	Ardeicola rhaphidius
123=	1	Argulus australiensis
123=	1	Argulus belones
123=	1	Argulus diversicolor
123=	1	Argulus macropterus
123=	1	Arhythmorhynchus johnstoni
123=	1	Arhythmorhynchus limosae
123=	1	Armadoskrjabinia globulosa
123=	1	Armadoskrjabinia murrayensis
123=	1	Armillifer aborealis
123=	1	Ascidiophilla alba
123=	1	Aspersentis minor
123=	1	Aspersentis zanclorhynchi
123=	1	Asphondylia acaciae
123=	1	Asphondylia bursicola
123=	1	Asphondylia floriformis
123=	1	Asphondylia germinis
123=	1	Asphondylia glabrigerminis
123=	1	Asphondylia mcneilli
123=	1	Asphondylia obscura
123=	1	Asphondylia occidentalis
123=	1	Asphondylia paucidentata
123=	1	Asphondylia peelei
123=	1	Asphondylia pilogerminis
123=	1	Asphondylia sarcocorniae
123=	1	Asphondylia sturtiana
123=	1	Asphondylia tecticorniae
123=	1	Asphondylia tonsura
123=	1	Asphondylia vesicaria
123=	1	Aspidioides comperei
123=	1	Aspidiotus kennedyae
123=	1	Aspidiotus myoporii
123=	1	Aspidiotus nerii
123=	1	Aspidiotus queenslandicus
123=	1	Aspidiotus serrata
123=	1	Aspidonymus woodwardi
123=	1	Astacopsidrilus myothyros
123=	1	Astraeus (Astraeus) adamsi
123=	1	Astraeus (Astraeus) bakeri
123=	1	Astraeus (Astraeus) blackdownensis
123=	1	Astraeus (Astraeus) carnabyi
123=	1	Astraeus (Astraeus) carteri
123=	1	Astraeus (Astraeus) fraseriensis
123=	1	Astraeus (Astraeus) globosus
123=	1	Astraeus (Astraeus) jansoni
123=	1	Astraeus (Astraeus) macmillani
123=	1	Astraeus (Astraeus) minutus
123=	1	Astraeus (Astraeus) obscurus
123=	1	Astraeus (Depollus) polli
123=	1	Astraeus (Depollus) robustus
123=	1	Astraeus (Depollus) tamminensis
123=	1	Asymmetracantha tasmaniensis
123=	1	Atractotrema sigani
123=	1	Aulacaspis australis
123=	1	Aulacaspis madiunensis
123=	1	Aulacaspis tegalensis
123=	1	Ausallatelura ordoarmata
123=	1	Australeurodes operculobata
123=	1	Australicola pectinatus
123=	1	Australorhynchus tetramorphacanthus
123=	1	Australotaenia grobeli
123=	1	Australotaenia hylae
123=	1	Austrobilharzia terrigalensis
123=	1	Austrogoniodes antarcticus
123=	1	Austrogoniodes bicornutus
123=	1	Austrogoniodes brevipes
123=	1	Austrogoniodes concii
123=	1	Austrogoniodes cristati
123=	1	Austrogoniodes hamiltoni
123=	1	Austrogoniodes macquariensis
123=	1	Austrogoniodes mawsoni
123=	1	Austrogoniodes metoecus
123=	1	Austrogoniodes waterstoni
123=	1	Austrolfersia ferrisi
123=	1	Austrolopesia melaleucae
123=	1	Austromenopon aegialitidis
123=	1	Austromenopon affine
123=	1	Austromenopon beckii
123=	1	Austromenopon elliotti
123=	1	Austromenopon enigki
123=	1	Austromenopon fuscofasciatum
123=	1	Austromenopon himantopi
123=	1	Austromenopon micrandum
123=	1	Austromenopon navigans
123=	1	Austromenopon ossifragae
123=	1	Austromenopon paululum
123=	1	Austromenopon pinguis
123=	1	Austromenopon popellus
123=	1	Austromenopon stammeri
123=	1	Austropsylla brevipecten
123=	1	Austrorhexius orientalis
123=	1	Austrostrongylus aggregatus
123=	1	Austrostrongylus bancrofti
123=	1	Austrostrongylus chandleri
123=	1	Austrostrongylus hydromyos
123=	1	Austrostrongylus incurvispiculum
123=	1	Austrostrongylus mawsonae
123=	1	Austrostrongylus minutus
123=	1	Austrostrongylus notoryctis
123=	1	Austrostrongylus petrogale
123=	1	Austrostrongylus safestatus
123=	1	Austrostrongylus smalesae
123=	1	Austrostrongylus thylogale
123=	1	Austrostrongylus victoriensis
123=	1	Austrostrongylus wallabiae
123=	1	Baccalaureus cannoni
123=	1	Baccalaureus isauricola
123=	1	Baccalaureus torrensis
123=	1	Bactrothrips aliceae
123=	1	Bactrothrips kranzae
123=	1	Baerbonaia parvitaeniunca
123=	1	Balanotaenia bancrofti
123=	1	Bancroftiella ardeae
123=	1	Bancroftiella tenuis
123=	1	Baruscapillaria conspecta
123=	1	Basilia aitkeni
123=	1	Basilia barbarae
123=	1	Basilia brevicauda
123=	1	Basilia halei
123=	1	Basilia hamsmithi
123=	1	Basilia longispinosa
123=	1	Basilia multispinosa
123=	1	Basilia musgravei
123=	1	Basilia techna
123=	1	Basilia transversa
123=	1	Basilia troughtoni
123=	1	Baylisiella tecta
123=	1	Beatogordius lineatus
123=	1	Bembidion (Ananotaphus) errans
123=	1	Bembidion (Notaphus) brullei
123=	1	Bemisia atriplex
123=	1	Bemisia decipiens
123=	1	Bemisia euphorbiae
123=	1	Bemisia gigantea
123=	1	Bemisia subdecipiens
123=	1	Benedenia anticavaginata
123=	1	Benedenia ernsti
123=	1	Benedenia fieldsi
123=	1	Benedenia haywardi
123=	1	Benedenia lolo
123=	1	Benedenia lutjani
123=	1	Benedenia rohdei
123=	1	Benedenia sekii
123=	1	Benhamipolynoe cairnsi
123=	1	Berlesaspis spinifera
123=	1	Berlesaspis spinosa
123=	1	Bertiella aberrata
123=	1	Bertiella affinis
123=	1	Bertiella anapolytica
123=	1	Bertiella arnhemensis
123=	1	Bertiella baylisi
123=	1	Bertiella belidicola
123=	1	Bertiella campanulata
123=	1	Bertiella foederata
123=	1	Bertiella mawsonae
123=	1	Bertiella obesa
123=	1	Bertiella paraberrata
123=	1	Bertiella pellucida
123=	1	Bertiella petaurina
123=	1	Bertiella pseudochiri
123=	1	Bertiella trichosuri
123=	1	Bertiella undulata
123=	1	Bertiella vesicularis
123=	1	Beveridgiella calabyi
123=	1	Beveridgiella inglisi
123=	1	Beveridgiella iota
123=	1	Beveridgiella pearsoni
123=	1	Bhattithrips borealis
123=	1	Bialovarium tandani
123=	1	Bibikovana arcuata
123=	1	Bibikovana gravis
123=	1	Bibikovana iridis
123=	1	Bibikovana rainbowi inusitata
123=	1	Bibikovana rainbowi rainbowi
123=	1	Bibikovana sinuata
123=	1	Bibursibothridium gouldeni
123=	1	Biloculuncus pritchardae
123=	1	Biuterina clavulus
123=	1	Bivagina pagrosomi
123=	1	Bivesicula unexpecta
123=	1	Bivesiculoides fusiformis
123=	1	Bolbosoma capitatum
123=	1	Boopia aquilonia
123=	1	Boopia biseriata
123=	1	Boopia brevispinosa
123=	1	Boopia dubia
123=	1	Boopia greeni
123=	1	Boopia lukoschusi
123=	1	Boopia minuta
123=	1	Boopia mjobergi
123=	1	Boopia murrayi
123=	1	Boopia notafusca
123=	1	Boopia occidua
123=	1	Boopia spinosa
123=	1	Boopia tarsata
123=	1	Boopia uncinata
123=	1	Bothridium parvum
123=	1	Bothridium pithonis
123=	1	Bothriocephalus australis
123=	1	Bovicola (Bovicola) bovis
123=	1	Bovicola (Bovicola) caprae
123=	1	Bovicola (Bovicola) limbatus
123=	1	Bovicola (Bovicola) ovis
123=	1	Brachyrhopala (Brachyrhopala) nigra
123=	1	Bradiopsylla echidnae
123=	1	Branchotenthes octohamatus
123=	1	Bregmatothrips australis
123=	1	Bregmatothrips binervis
123=	1	Breinlia (Breinlia) beveridgei
123=	1	Breinlia (Breinlia) bigenera
123=	1	Breinlia (Breinlia) boltoni
123=	1	Breinlia (Breinlia) dasyuri
123=	1	Breinlia (Breinlia) dendrolagi
123=	1	Breinlia (Breinlia) dentonensis
123=	1	Breinlia (Breinlia) dorcopsis
123=	1	Breinlia (Breinlia) mackerrasae
123=	1	Breinlia (Breinlia) macropi
123=	1	Breinlia (Breinlia) melomyos
123=	1	Breinlia (Breinlia) mundayi
123=	1	Breinlia (Breinlia) oweni
123=	1	Breinlia (Breinlia) presidentei
123=	1	Breinlia (Breinlia) rara
123=	1	Breinlia (Breinlia) robertsi
123=	1	Breinlia (Breinlia) thylogale
123=	1	Breinlia (Breinlia) trichosuri
123=	1	Breinlia (Breinlia) tricondylus
123=	1	Breinlia (Breinlia) ventricola
123=	1	Breinlia (Breinlia) zyzomyos
123=	1	Breinlia (Johnstonema) annulipapillata
123=	1	Breinlia (Johnstonema) woerlei
123=	1	Brueelia daumae
123=	1	Brueelia hectica
123=	1	Brueelia nebulosa
123=	1	Brueelia tenuis
123=	1	Buckarootrema goodmani
123=	1	Cabirops orbionei
123=	1	Calceostoma glandulosum
123=	1	Calicotyle australiensis
123=	1	Calicotyle australis
123=	1	Calicotyle kroyeri
123=	1	Calicotyle stossichi
123=	1	Calicotyle urolophi
123=	1	Calliobothrium hayhowi
123=	1	Callipappus australis
123=	1	Callipappus immanis
123=	1	Callipappus rubidginosus
123=	1	Callipappus westwoodii
123=	1	Callitetrarhynchus gracilis
123=	1	Callitridiplosis jana
123=	1	Callorhynchocotyle hydrolagi
123=	1	Calostaurus macropus
123=	1	Calostaurus mastersii
123=	1	Calostaurus mundayi
123=	1	Calydiscoides australis
123=	1	Calydiscoides gussevi
123=	1	Calydiscoides nemipteris
123=	1	Camelostrongylus mentulatus
123=	1	Campanulotes bidentatus compar
123=	1	Campanulotes durdeni
123=	1	Campanulotes elegans
123=	1	Campanulotes flavus
123=	1	Canungrantmictis morindana
123=	1	Capillaria ornamentata
123=	1	Capillaria rickardi
123=	1	Capitulatinoe cupisetis
123=	1	Capsala foliacea
123=	1	Capsala manteri
123=	1	Capsaloides cristatus
123=	1	Capsaloides magnaspinosus
123=	1	Cardiobothrium beveridgei
123=	1	Cardiodectes bellwoodi
123=	1	Cardomanica andersoni
123=	1	Caryoaustralus sprenti
123=	1	Castiarina ashburtonensis
123=	1	Castiarina browningi
123=	1	Castiarina bucolica
123=	1	Castiarina chamelauci
123=	1	Castiarina chinnocki
123=	1	Castiarina creta
123=	1	Castiarina crockerae
123=	1	Castiarina distantia
123=	1	Castiarina erythroptera
123=	1	Castiarina euclae
123=	1	Castiarina eyrensis
123=	1	Castiarina forresti
123=	1	Castiarina galactica
123=	1	Castiarina inflata
123=	1	Castiarina macquillani
123=	1	Castiarina metallica
123=	1	Castiarina vanderwoudeae
123=	1	Casuarinicola australis
123=	1	Casuarinicola mucronalatus
123=	1	Casuarinicola nigrimaculatus
123=	1	Casuarinicola warrigalensis
123=	1	Cathetocephalus australis
123=	1	Catoessa ambassae
123=	1	Caulopatera pagei
123=	1	Centrorhynchus asturinus
123=	1	Centrorhynchus bancrofti
123=	1	Centrorhynchus horridus
123=	1	Ceratophyllus (Ceratophyllus) gallinae
123=	1	Cercopithifilaria johnstoni
123=	1	Cercopithifilaria pearsoni
123=	1	Cerotrioza nigromacula
123=	1	Cetorhinicola acanthocapax
123=	1	Chauhanellus australis
123=	1	Chauhanellus youngi
123=	1	Chelocythere kalganensis
123=	1	Chentraspis unilobis
123=	1	Chimaericotyle ogilbyi
123=	1	Chionaspis rotundiloba
123=	1	Chitonaleyrodes canberrensis
123=	1	Choanotaenia passerina
123=	1	Choanotaenia ratticola
123=	1	Choanotaenia taylori
123=	1	Chondracanthus goldsmidi
123=	1	Chordodes brevipilus
123=	1	Chordodes queenslandi
123=	1	Chordodes undulatus
123=	1	Choricotyle australiensis
123=	1	Choristopsylla leptophallus
123=	1	Choristopsylla ochi
123=	1	Choristopsylla thomasi
123=	1	Choristopsylla tristis
123=	1	Chrysobothris queenslandica
123=	1	Chrysomphalus aonidum
123=	1	Chrysomphalus dictyospermi
123=	1	Chrysomphalus fodiens
123=	1	Chrysomphalus rubribullatus
123=	1	Chrysomphalus trifasciculatus
123=	1	Ciconiphilus pectiniventris
123=	1	Cirrophthirius recurvirostrae
123=	1	Cladotaenia feuta
123=	1	Clavaspis quadriloba
123=	1	Clavaspis subcuticularis
123=	1	Clavaspis subfervens
123=	1	Cleithrarticus cleithrarticus
123=	1	Clelandia parva
123=	1	Clemacotyle australis
123=	1	Cloacina aedon
123=	1	Cloacina annulata
123=	1	Cloacina antigone
123=	1	Cloacina antiope
123=	1	Cloacina ares
123=	1	Cloacina artemis
123=	1	Cloacina australis
123=	1	Cloacina bancroftorum
123=	1	Cloacina burnettiana
123=	1	Cloacina caballeroi
123=	1	Cloacina caenis
123=	1	Cloacina castor
123=	1	Cloacina cloelia
123=	1	Cloacina clymene
123=	1	Cloacina communis
123=	1	Cloacina cornuta
123=	1	Cloacina curta
123=	1	Cloacina cybele
123=	1	Cloacina dahli
123=	1	Cloacina daveyi
123=	1	Cloacina digitata
123=	1	Cloacina dindymene
123=	1	Cloacina dirce
123=	1	Cloacina dis
123=	1	Cloacina dryope
123=	1	Cloacina echidne
123=	1	Cloacina edwardsi
123=	1	Cloacina eileithyia
123=	1	Cloacina elegans
123=	1	Cloacina enyo
123=	1	Cloacina eos
123=	1	Cloacina epona
123=	1	Cloacina ernabella
123=	1	Cloacina expansa
123=	1	Cloacina feronia
123=	1	Cloacina frequens
123=	1	Cloacina gallardi
123=	1	Cloacina hebe
123=	1	Cloacina hecuba
123=	1	Cloacina hera
123=	1	Cloacina herceus
123=	1	Cloacina hermes
123=	1	Cloacina hestia
123=	1	Cloacina hydriformis
123=	1	Cloacina hypsipyle
123=	1	Cloacina io
123=	1	Cloacina ips
123=	1	Cloacina ixion
123=	1	Cloacina kartana
123=	1	Cloacina leto
123=	1	Cloacina liebigi
123=	1	Cloacina linstowi
123=	1	Cloacina littoralis
123=	1	Cloacina lityerses
123=	1	Cloacina longelabiata
123=	1	Cloacina longispiculata
123=	1	Cloacina macropodis
123=	1	Cloacina magnipapillata
123=	1	Cloacina maia
123=	1	Cloacina mawsonae
123=	1	Cloacina metis
123=	1	Cloacina minor
123=	1	Cloacina mundayi
123=	1	Cloacina nike
123=	1	Cloacina niobe
123=	1	Cloacina obtusa
123=	1	Cloacina papillata
123=	1	Cloacina papillatissima
123=	1	Cloacina parva
123=	1	Cloacina pearsoni
123=	1	Cloacina pelops
123=	1	Cloacina petrogale
123=	1	Cloacina petronius
123=	1	Cloacina phaeax
123=	1	Cloacina phaedra
123=	1	Cloacina phaethon
123=	1	Cloacina pollux
123=	1	Cloacina polyxena
123=	1	Cloacina polyxo
123=	1	Cloacina robertsi
123=	1	Cloacina selene
123=	1	Cloacina setonicis
123=	1	Cloacina similis
123=	1	Cloacina smalesae
123=	1	Cloacina themis
123=	1	Cloacina thetidis
123=	1	Cloacina tyche
123=	1	Cloacina typhon
123=	1	Cloacina tyro
123=	1	Cloacina wallabiae
123=	1	Coccomytilus acaciae
123=	1	Coccomytilus convexus
123=	1	Coccomytilus hymenantherae
123=	1	Cockerelliella psidii
123=	1	Coloceras chinense
123=	1	Coloceras damicorne
123=	1	Coloceras furcatum
123=	1	Coloceras grande
123=	1	Coloceras hemiphagae
123=	1	Coloceras piageti
123=	1	Coloceras restinctum
123=	1	Colpocephalum aethiopicae
123=	1	Colpocephalum alecturae
123=	1	Colpocephalum angulaticeps
123=	1	Colpocephalum berigorae
123=	1	Colpocephalum eucarenum
123=	1	Colpocephalum impressum
123=	1	Colpocephalum lathami
123=	1	Colpocephalum leptopygos
123=	1	Colpocephalum longicaudum
123=	1	Colpocephalum spinicollis
123=	1	Colpocephalum subzerafae subzerafae
123=	1	Colpocephalum zerafae zerafae
123=	1	Columbicola angustus
123=	1	Columbicola harrisoni
123=	1	Columbicola mckeani
123=	1	Columbicola paradoxus
123=	1	Columbicola tasmaniensis
123=	1	Columbicola wolffhuegeli
123=	1	Conifericoccus agathidis
123=	1	Conifericoccus invaginatus
123=	1	Conifericoccus notabilis
123=	1	Contarinia sennicola
123=	1	Cooperia curticei
123=	1	Cooperia oncophora
123=	1	Cooperia punctata
123=	1	Cooperia spatulata
123=	1	Coorilla allisoni
123=	1	Coorilla longictena
123=	1	Coorilla similis
123=	1	Copemania darwini
123=	1	Copemania obendorfi
123=	1	Coralliotantulus coomansi
123=	1	Coridromius norfolkensis
123=	1	Coronostrongylus barkeri
123=	1	Coronostrongylus closei
123=	1	Coronostrongylus johnsoni
123=	1	Coronostrongylus sharmani
123=	1	Coronostrongylus spearei
123=	1	Coronostrongylus spratti
123=	1	Corynosoma arctocephali
123=	1	Corynosoma australe
123=	1	Corynosoma cetaceum
123=	1	Corynosoma pseudohamanni
123=	1	Corynosoma shackletoni
123=	1	Corynosoma stanleyi
123=	1	Cosmostrongylus conspectus
123=	1	Cotugnia brotogerys
123=	1	Cotugnia collini
123=	1	Cotugnia platycerci
123=	1	Cotugnia polytelidis
123=	1	Cotugnia seni
123=	1	Cracticotaenia fieldingi
123=	1	Craspedorrhynchus haematopus
123=	1	Craspedorrhynchus pachypus
123=	1	Crenidorsum millenium
123=	1	Crossobothrium dohrnii
